"aa_id"|"school_id"|"course"|"entryyear"|"referral"|"registerdate"|"lastupdate"|"staffid"|"aa_remark"|"result_remark"|"remark_to_school"|"eventdate"|"eventtime"|"enroll_status"|"enroll_sub_status"|"coursedetail"|"s_detail"|"scholarship"|"event"
"S002755"|493|"Year 9"|"201009"|"N"|"20100203"|"20100205000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003605"|330|"Year 12"|"201009"|"N"|"20100203"|"20100205000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S002654"|534|"Year 10"|"201009"|"N"|"20100201"|"20100205000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003605"|89|"Year 12"|"201009"|"N"|"20100202"|"20100205000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S001568"|53|"Year 12"|"201009"|"N"|"20100201"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S003242"|263|""|"201009"|"N"|"20100201"|"20100205000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003532"|373|"Year 12"|"201009"|"N"|"20100129"|"20100205000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003534"|330|"Year 12"|"201009"|"N"|"20100129"|"20100205000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003527"|482|"Year 12"|"201009"|"N"|"20100130"|"20100205000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S002141"|330|"Year 12"|"201009"|"N"|"20100127"|"20100205000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003458"|381|"Year 7"|"201009"|"N"|"20100126"|"20100205000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002141"|465|"Year 12"|"201009"|"N"|"20100127"|"20100205000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S003143"|40|"Year 12"|"201009"|"N"|"20100126"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002709"|20|"Year 12"|"201009"|"N"|"20100126"|"20100205000000"|""|"on WL"|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002654"|261|"Year 10"|"201009"|"N"|"20100125"|"20100205000000"|""|"or year 9"|""|""|""|""|"FULL"|" "|""|""|0|""
"S001381"|577|"Year 12"|"201009"|"N"|"20100122"|"20100205000000"|""|""|""|""|""|""|"Offered"|" "|""|""|0|""
"S003452"|558|"Year 12"|"201009"|"N"|"20100120"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S003498"|590|"Year 10"|"201009"|"N"|"20100118"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002563"|208|"Year 10"|"201009"|"N"|"20100115"|"20100205000000"|""|"18.1.10: mum wanted to hold the application
"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S002954"|501|"Year 12"|"201009"|"N"|"20091229"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002954"|607|"Year 12"|"201009"|"N"|"20091229"|"20100205000000"|""|"but not History at AS level"|""|""|""|""|"Declined"|" "|""|""|0|""
"S002954"|303|"Year 12"|"201009"|"N"|"20091229"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002815"|250|"Year 10"|"201009"|"N"|"20091207"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S003224"|40|"Year 10"|"201009"|"N"|"20091204"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S003250"|7|"Year 9"|"201009"|"Y"|"20091201"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002060"|1|"Year 9"|"201009"|"Y"|"20091202"|"20100205000000"|""|"dl: 28jan"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S003031"|330|"Year 12"|"201009"|"N"|"20091202"|"20100205000000"|""|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S003046"|330|"Year 10"|"201009"|"N"|"20091124"|"20100205000000"|""|"16 dec"|""|""|""|""|"Declined"|" "|""|""|0|""
"S002498"|7|"Year 9"|"201009"|"N"|"20091117"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002751"|7|"Year 9"|"201009"|"N"|"20091112"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001929"|7|"Year 9"|"201009"|"N"|"20091030"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002320"|304|"Year 12"|"201009"|"N"|"20091029"|"20100205000000"|""|"sister April, 
30.10.09: e form to p
5.1.10: applied extension 
IB "|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S002700"|7|"Year 9"|"201009"|"N"|"20091027"|"20100205000000"|""|"after TS"|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S003009"|20|"Year 9"|"201009"|"N"|"20091025"|"20100205000000"|""|"Applied for Y10 but was offered a Y9 place 
declined, did not want to repeat Y9"|""|""|""|""|"Declined"|" "|""|""|0|""
"S002717"|599|"Year 12"|"201009"|"N"|"20091013"|"20100205000000"|""|"thru another agent"|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S002539"|67|"Year 12"|"201009"|"N"|"20091011"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002535"|67|"Year 10"|"201009"|"N"|"20091011"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002678"|599|"Year 12"|"201009"|"N"|"20091009"|"20100205000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001980"|599|"Year 12"|"201009"|"N"|"20091007"|"20100205000000"|""|"interview arranged"|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002632"|599|"Year 8"|"201009"|"N"|"20091006"|"20100205000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S002376"|599|"Year 9"|"201009"|"N"|"20091005"|"20100205000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001770"|2|"Year 9"|"201009"|"N"|"20091003"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002291"|599|"Year 9"|"201009"|"N"|"20091002"|"20100205000000"|""|"hope to ove to 21/10 pm"|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S002291"|340|"Year 9"|"201009"|"N"|"20091002"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002417"|125|"Year 9"|"201009"|"Y"|"20090930"|"20100205000000"|""|"direct application from parents"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S002417"|2|"Year 9"|"201009"|"N"|"20090923"|"20100205000000"|""|"interview WL"|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001790"|7|"Year 9"|"201009"|"N"|"20090922"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001790"|2|"Year 9"|"201009"|"N"|"20090922"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001692"|61|"Year 9"|"201009"|"N"|"20090917"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001983"|18|"Year 12"|"201009"|"N"|"20090910"|"20100205000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002039"|599|"Year 12"|"201009"|"N"|"20090909"|"20100205000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001654"|599|"Year 12"|"201009"|"N"|"20090821"|"20100205000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001586"|381|"Year 12"|"201009"|"N"|"20090820"|"20100205000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S001991"|61|"Year 12"|"201009"|"N"|"20090817"|"20100205000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S003655"|599|"Year 12"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S001611"|483|"Year 9"|"201009"|"N"|"20100205"|"20100206000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003614"|102|"Year 12"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003407"|599|"Year 10"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001432"|493|"Year 10"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003437"|330|"Year 12"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003407"|375|"Year 10"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003406"|375|"Year 10"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S001433"|102|"Year 10"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S001433"|197|"Year 10"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S002742"|336|"Year 12"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003488"|330|"Year 12"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003264"|130|"Year 10"|"201009"|"N"|"20100206"|"20100206000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003605"|286|"Year 12"|"201009"|"N"|"20100203"|"20100206000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S002478"|94|"Year 12"|"201009"|"N"|"20100204"|"20100206000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002478"|148|"Year 12"|"201009"|"N"|"20100204"|"20100206000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003589"|187|"Year 12"|"201009"|"N"|"20100205"|"20100206000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002654"|21|"Year 10"|"201009"|"N"|"20100201"|"20100206000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003055"|493|"Year 12"|"201009"|"N"|"20100201"|"20100206000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003504"|330|"Year 12"|"201009"|"N"|"20100127"|"20100206000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003545"|462|"Year 9"|"201109"|"N"|"20100126"|"20100206000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S002654"|110|"Year 10"|"201009"|"N"|"20100125"|"20100206000000"|""|"or year 9"|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003367"|412|"Year 12"|"201009"|"N"|"20100123"|"20100206000000"|""|"CP in late Feb again"|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003334"|68|"Year 12"|"201009"|"N"|"20100105"|"20100206000000"|""|"5 feb (meeting fong yong on 2/2), extended to 12/2"|""|""|""|""|"Declined"|" "|""|""|0|""
"S003232"|375|"Year 9"|"201009"|"N"|"20091205"|"20100206000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S003232"|506|"Year 9"|"201009"|"N"|"20091205"|"20100206000000"|""|"DL: 9 Feb 10"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S002854"|595|"Year 12"|"201009"|"N"|"20091128"|"20100206000000"|""|""|""|""|""|""|"Offered"|" "|""|""|0|""
"S003229"|2|"Year 10"|"201009"|"Y"|"20091127"|"20100206000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001432"|211|"Year 10"|"201009"|"N"|"20090922"|"20100206000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001432"|520|"Year 10"|"201009"|"N"|"20090922"|"20100206000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001469"|2|"Year 10"|"201009"|"N"|"20090918"|"20100206000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001755"|89|"Year 12"|"201009"|"N"|"20090820"|"20100206000000"|""|""|""|""|""|""|"TNFA"|" "|""|""|0|""
"S001755"|197|"Year 12"|"201009"|"N"|"20090820"|"20100206000000"|""|"10/2"|""|""|""|""|"Declined"|" "|""|""|0|""
"S003661"|325|"Year 9"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003661"|306|"Year 9"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S002755"|381|"Year 9"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S002654"|150|"Year 10"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003632"|140|"Year 9"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003475"|322|"Year 12"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003650"|208|"Year 12"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003650"|257|"Year 12"|"201009"|"N"|"20100208"|"20100208000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003407"|138|"Year 10"|"201009"|"N"|"20100205"|"20100208000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003192"|100|"Year 10"|"201009"|"N"|"20100206"|"20100208000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S003264"|21|"Year 10"|"201009"|"N"|"20100206"|"20100208000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003264"|344|"Year 10"|"201009"|"N"|"20100203"|"20100208000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003550"|336|"Year 12"|"201009"|"N"|"20100126"|"20100208000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S002640"|528|"Year 9"|"201009"|"N"|"20100112"|"20100208000000"|""|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S002727"|306|"Year 12"|"201009"|"N"|"20100104"|"20100208000000"|""|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S001745"|286|"Year 12"|"201009"|"N"|"20091222"|"20100208000000"|""|"dl: 8 feb"|""|""|""|""|"Declined"|" "|""|""|0|""
"S001745"|72|"Year 12"|"201009"|"N"|"20091222"|"20100208000000"|""|""|""|""|""|""|"Awaiting Offer wo Reg"|" "|""|""|0|""
"S002921"|394|"Year 12"|"201009"|"N"|"20091214"|"20100208000000"|""|"25% academic scholarship, dl 27 jan, extended to 12 feb
sub paper: maths, phy"|""|""|""|""|"DEPOSITED-Scholarship"|" "|""|""|0|""
"S003173"|2|"Year 10"|"201009"|"N"|"20091121"|"20100208000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S003127"|159|"Year 9"|"201009"|"N"|"20091117"|"20100208000000"|""|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S002796"|89|"Year 12"|"201009"|"N"|"20091114"|"20100208000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002151"|528|"Year 9"|"201009"|"N"|"20091114"|"20100208000000"|""|"11-12 Jan"|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S001834"|89|"Year 12"|"201009"|"N"|"20091029"|"20100208000000"|""|"exam paper will send to AA after 1 Dec
head&#039;s ref requested"|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002413"|274|"Year 9"|"201009"|"N"|"20091025"|"20100208000000"|""|"sit NVR"|""|""|""|""|"Declined"|" "|""|""|0|""
"S002348"|611|"Year 10"|"201009"|"N"|"20091025"|"20100208000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S002428"|18|"Year 10"|"201009"|"N"|"20091025"|"20100208000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S002557"|89|"Year 12"|"201009"|"N"|"20091022"|"20100208000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001486"|103|"Year 9"|"201009"|"N"|"20091009"|"20100208000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S001921"|20|"Year 9"|"201009"|"N"|"20091009"|"20100208000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S002348"|140|"Year 10"|"201009"|"N"|"20091009"|"20100208000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S001504"|9|"Year 12"|"201009"|"N"|"20091009"|"20100208000000"|""|"DL: 8 Feb 10"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S002591"|599|"Year 12"|"201009"|"N"|"20091005"|"20100208000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001860"|599|"Year 9"|"201009"|"N"|"20091003"|"20100208000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S000954"|599|"Year 12"|"201009"|"N"|"20090925"|"20100208000000"|""|"boarding ref will be sent to Wymondham directly)"|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001372"|599|"Year 12"|"201009"|"N"|"20090925"|"20100208000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001599"|599|"Year 12"|"201009"|"N"|"20090922"|"20100208000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S002301"|16|"Year 9"|"201009"|"N"|"20090922"|"20100208000000"|""|"DL: 5 Feb 2010
applied for art scholarship
met in TS08 &amp; visited sch"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S001778"|599|"Year 9"|"201009"|"N"|"20090922"|"20100208000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S002445"|599|"Year 9"|"201009"|"N"|"20090922"|"20100208000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S002093"|211|"Year 12"|"201009"|"N"|"20090916"|"20100208000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S002172"|6|"Year 9"|"201109"|"N"|"20090828"|"20100208000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S002006"|20|"Year 10"|"201009"|"Y"|"20090821"|"20100208000000"|""|"sch allows to sit test;day student"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S002034"|2|"Year 9"|"201009"|"Y"|"20090819"|"20100208000000"|""|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S003340"|592|"Year 12"|"201009"|"N"|"20100209"|"20100209000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S001834"|455|"Year 12"|"201009"|"N"|"20100209"|"20100209000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S002475"|59|"Year 9"|"201004"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003437"|494|"Year 12"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S002654"|113|"Year 10"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S002654"|376|"Year 10"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002654"|590|"Year 10"|"201009"|"N"|"20100208"|"20100209000000"|""|"applied tho other agency"|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003612"|322|"Year 12"|"201009"|"N"|"20100209"|"20100209000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003612"|362|"Year 12"|"201009"|"N"|"20100209"|"20100209000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003242"|53|"Year 10"|"201009"|"N"|"20100209"|"20100209000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003264"|3|"Year 10"|"201009"|"N"|"20100206"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003632"|103|"Year 9"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003475"|299|"Year 12"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003475"|36|"Year 12"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003652"|4|"Year 9"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003652"|323|"Year 9"|"201009"|"N"|"20100208"|"20100209000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003437"|299|"Year 12"|"201009"|"N"|"20100206"|"20100209000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S001433"|36|"Year 10"|"201009"|"N"|"20100206"|"20100209000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002742"|138|"Year 12"|"201009"|"N"|"20100206"|"20100209000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002742"|247|"Year 12"|"201009"|"N"|"20100206"|"20100209000000"|""|"too young"|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003264"|103|"Year 10"|"201009"|"N"|"20100206"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003605"|455|"Year 12"|"201009"|"N"|"20100203"|"20100209000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003354"|40|"Year 10"|"201009"|"N"|"20100204"|"20100209000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003620"|330|"Year 12"|"201009"|"N"|"20100203"|"20100209000000"|""|"too old"|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003290"|68|"Year 12"|"201009"|"N"|"20100128"|"20100209000000"|""|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S003485"|455|"Year 10"|"201009"|"N"|"20100126"|"20100209000000"|""|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S003024"|493|"Year 10"|"201009"|"N"|"20100123"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003024"|3|"Year 10"|"201009"|"N"|"20100123"|"20100209000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003470"|465|"Year 12"|"201009"|"N"|"20100118"|"20100209000000"|""|"do not like this school"|""|""|""|""|"Awaiting Testing"|" "|""|""|0|""
"S003143"|154|"Year 12"|"201009"|"N"|"20100118"|"20100209000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S003157"|455|"Year 12"|"201009"|"N"|"20100106"|"20100209000000"|""|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S002859"|507|"Year 12"|"201009"|"N"|"20091221"|"20100209000000"|""|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S003299"|299|"Year 12"|"201009"|"N"|"20091221"|"20100209000000"|""|""|""|""|""|""|"Rejected"|" "|""|""|0|""
"S003192"|50|"Year 10"|"201009"|"N"|"20091128"|"20100209000000"|""|""|""|""|""|""|"Awaiting Offer"|" "|""|""|0|""
"S001430"|15|"Year 9"|"201009"|"N"|"20091117"|"20100209000000"|""|"deposit sent to sch by p direct"|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S001860"|136|"Year 9"|"201009"|"N"|"20091110"|"20100209000000"|""|""|""|""|""|""|"Declined"|" "|""|""|0|""
"S007443"|250|"Year 12"|"201009"|"N"|"20091024"|"20100209000000"|""|"offer letter emailed"|""|""|""|""|"Declined"|" "|""|""|0|""
"S001892"|528|"Year 9"|"201009"|"N"|"20091010"|"20100209000000"|""|""|""|""|""|""|"Waiting List"|" "|""|""|0|""
"S001557"|7|"Year 7"|"201009"|"N"|"20091009"|"20100209000000"|""|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S001556"|7|"Year 7"|"201009"|"N"|"20091009"|"20100209000000"|""|""|""|""|""|""|"DEPOSITED"|" "|""|""|0|""
"S001860"|340|"Year 9"|"201009"|"N"|"20091003"|"20100209000000"|""|"p asked sch results directly (9 Feb 10)"|""|""|""|""|"Offered"|" "|""|""|0|""
"S001430"|10|"Year 9"|"201009"|"N"|"20090910"|"20100209000000"|""|"inprove english before beginning at Roedean
12/2"|""|""|""|""|"Declined"|" "|""|""|0|""
"S007443"|36|"Year 10"|"201009"|"N"|"20090902"|"20100209000000"|""|"DL: 8 Jan 2010"|""|""|""|""|"Declined"|" "|""|""|0|""
"S001624"|2|"Year 7"|"201009"|"N"|"20090819"|"20100209000000"|""|"registered already"|""|""|""|""|"Rejected"|" "|""|""|0|""
"S001755"|381|"Year 12"|"201009"|"N"|"20090820"|"20100209000000"|""|"not yet declined"|""|""|""|""|"Declined"|" "|""|""|0|""
"S002755"|345|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003629"|100|"Year 12"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003576"|394|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003564"|21|"Year 10"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
"S003564"|394|"Year 10"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003322"|45|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003322"|115|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003322"|141|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003322"|344|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003322"|362|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003322"|389|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003322"|412|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Awaiting Response (S)"|" "|""|""|0|""
"S003322"|423|"Year 9"|"201009"|"N"|"20100210"|"20100210000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S002654"|67|"Year 10"|"201009"|"N"|"20100208"|"20100210000000"|""|""|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003264"|20|"Year 10"|"201009"|"N"|"20100206"|"20100210000000"|""|"WL only"|""|""|""|""|"Proceed"|" "|""|""|0|""
"S003488"|208|"Year 12"|"201009"|"N"|"20100206"|"20100210000000"|""|""|""|""|""|""|"Cannot Proceed"|" "|""|""|0|""
"S003652"|11|"Year 9"|"201009"|"N"|"20100208"|"20100210000000"|""|""|""|""|""|""|"FULL"|" "|""|""|0|""
