"school_id"|"coursename"|"description"|"lastupdate"|"staffid"|"remarks"|"year"|"coursedate"|"name"|"subject"
45|"Year 8"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 9"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 10"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 12"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 4"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 5"|""|"20130309110326"|""|""|"2012-13"|""|""|""
45|"Year 6"|""|"20130309110326"|""|""|"2012-13"|""|""|""
46|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
46|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
47|"Year 9"|""|"20130309110326"|""|""|"2012-13"|""|""|""
47|"Year 10"|""|"20130309110326"|""|""|"2012-13"|""|""|""
47|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
47|"Year 12"|""|"20130309110326"|""|""|"2012-13"|""|""|""
47|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
48|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
48|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
50|"Year 6"|""|"20130309110326"|""|""|"2012-13"|""|""|""
50|"Year 7"|""|"20130309110326"|""|""|"2012-13"|""|""|""
50|"Year 8"|""|"20130309110326"|""|""|"2012-13"|""|""|""
50|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
50|"Year 5"|""|"20130309110326"|""|""|"2012-13"|""|""|""
50|"Year 4"|""|"20130309110326"|""|""|"2012-13"|""|""|""
52|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
52|"Year 7"|""|"20130309110326"|""|""|"2012-13"|""|""|""
52|"Year 8"|""|"20130309110326"|""|""|"2012-13"|""|""|""
52|"Year 9"|""|"20130309110326"|""|""|"2012-13"|""|""|""
52|"Year 10"|""|"20130309110326"|""|""|"2012-13"|""|""|""
52|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
53|"Year 4"|""|"20130309110326"|""|""|"2012-13"|""|""|""
53|"Year 5"|""|"20130309110326"|""|""|"2012-13"|""|""|""
53|"Year 6"|""|"20130309110326"|""|""|"2012-13"|""|""|""
53|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
53|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
54|"English Course"|""|"20130309110326"|""|""|"2012-13"|""|""|""
55|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
57|"Year 8"|""|"20130309110326"|""|""|"2012-13"|""|""|""
57|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
57|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
58|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
58|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
59|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
59|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
60|"Year 4"|""|"20130309110326"|""|""|"2012-13"|""|""|""
60|"Year 5"|""|"20130309110326"|""|""|"2012-13"|""|""|""
60|"Year 6"|""|"20130309110326"|""|""|"2012-13"|""|""|""
60|"Year 7"|""|"20130309110326"|""|""|"2012-13"|""|""|""
60|"Year 8"|""|"20130309110326"|""|""|"2012-13"|""|""|""
61|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
61|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
61|"Year 4"|""|"20130309110326"|""|""|"2012-13"|""|""|""
61|"Year 5"|""|"20130309110326"|""|""|"2012-13"|""|""|""
61|"Year 6"|""|"20130309110326"|""|""|"2012-13"|""|""|""
62|"Year 9"|""|"20130309110326"|""|""|"2012-13"|""|""|""
62|"Year 10"|""|"20130309110326"|""|""|"2012-13"|""|""|""
62|"Year 11"|""|"20130309110326"|""|""|"2012-13"|""|""|""
62|"Year 12"|""|"20130309110326"|""|""|"2012-13"|""|""|""
62|"Year 8"|""|"20130309110326"|""|""|"2012-13"|""|""|""
62|"Year 7"|""|"20130309110326"|""|""|"2012-13"|""|""|""
62|"Year 13"|""|"20130309110326"|""|""|"2012-13"|""|""|""
64|"Year 4"|""|"20130309110326"|""|""|"2012-13"|""|""|""
64|"Year 5"|""|"20130309110326"|""|""|"2012-13"|""|""|""
64|"Year 6"|""|"20130309110326"|""|""|"2012-13"|""|""|""
64|"Year 7"|""|"20130309110326"|""|""|"2012-13"|""|""|""
64|"Year 8"|""|"20130309110326"|""|""|"2012-13"|""|""|""
64|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
64|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
64|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
64|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
64|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
65|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
65|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
65|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
65|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
65|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
66|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
66|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
66|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
66|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
66|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
66|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
66|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
67|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
67|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
67|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
67|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
67|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
68|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
68|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
68|"Foundation"|""|"20130309110327"|""|""|"2012-13"|""|""|""
68|"English Course"|""|"20130309110327"|""|""|"2012-13"|""|""|""
68|"1 Year AL"|""|"20130309110327"|""|""|"2012-13"|""|""|""
68|"1 Year GCSE"|""|"20130309110327"|""|""|"2012-13"|""|""|""
68|"Pre-AL"|""|"20130309110327"|""|""|"2012-13"|""|""|""
71|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
71|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
71|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
71|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
71|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
71|"1 Year GCSE"|""|"20130309110327"|""|""|"2012-13"|""|""|""
72|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
72|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
74|"Year 4"|""|"20130309110327"|""|""|"2012-13"|""|""|""
74|"Year 5"|""|"20130309110327"|""|""|"2012-13"|""|""|""
74|"Year 6"|""|"20130309110327"|""|""|"2012-13"|""|""|""
74|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
74|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
74|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
76|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
76|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
76|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
76|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
78|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
78|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
81|"Year 4"|""|"20130309110327"|""|""|"2012-13"|""|""|""
81|"Year 5"|""|"20130309110327"|""|""|"2012-13"|""|""|""
81|"Year 6"|""|"20130309110327"|""|""|"2012-13"|""|""|""
82|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
82|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
82|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
82|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
82|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
82|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
82|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
84|"Year 4"|""|"20130309110327"|""|""|"2012-13"|""|""|""
84|"Year 5"|""|"20130309110327"|""|""|"2012-13"|""|""|""
84|"Year 6"|""|"20130309110327"|""|""|"2012-13"|""|""|""
84|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
84|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
85|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
85|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
85|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
85|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
85|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
85|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
85|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 4"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 5"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 6"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
87|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
88|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
88|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
88|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
88|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
88|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
88|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
88|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
89|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
89|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
89|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
89|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
90|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
90|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
90|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
90|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
90|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
90|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
90|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
94|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
94|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
95|"Foundation"|""|"20130309110327"|""|""|"2012-13"|""|""|""
325|"Year 13"|""|"20130309110333"|""|""|"2012-13"|""|""|""
100|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
100|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
100|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
101|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
101|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
102|"Year 4"|""|"20130309110327"|""|""|"2012-13"|""|""|""
102|"Year 5"|""|"20130309110327"|""|""|"2012-13"|""|""|""
102|"Year 6"|""|"20130309110327"|""|""|"2012-13"|""|""|""
102|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
102|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
102|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
103|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
103|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
107|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
107|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
107|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
107|"Year 10"|""|"20130309110327"|""|""|"2012-13"|""|""|""
107|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
107|"Year 12"|""|"20130309110327"|""|""|"2012-13"|""|""|""
107|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
110|"Year 11"|""|"20130309110327"|""|""|"2012-13"|""|""|""
110|"Year 13"|""|"20130309110327"|""|""|"2012-13"|""|""|""
110|"Year 5"|""|"20130309110327"|""|""|"2012-13"|""|""|""
110|"Year 6"|""|"20130309110327"|""|""|"2012-13"|""|""|""
113|"Year 7"|""|"20130309110327"|""|""|"2012-13"|""|""|""
113|"Year 8"|""|"20130309110327"|""|""|"2012-13"|""|""|""
113|"Year 9"|""|"20130309110327"|""|""|"2012-13"|""|""|""
113|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
113|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
113|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 9"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
114|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
115|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
115|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
123|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
123|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
124|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
124|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
125|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
125|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
127|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
127|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
127|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
128|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
128|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
128|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
128|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
128|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
128|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
128|"Pre-IB"|""|"20130309110328"|""|""|"2012-13"|""|""|""
130|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
130|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
130|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
130|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
130|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
133|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
133|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
133|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
134|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
134|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
134|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
134|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
134|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
134|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
135|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
135|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
136|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
136|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
136|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
136|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
136|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
136|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
138|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
138|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
138|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
138|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
139|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
139|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
139|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
139|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
139|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
140|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
140|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
141|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
141|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
141|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
141|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
141|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
144|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
144|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
144|"Year 9"|""|"20130309110328"|""|""|"2012-13"|""|""|""
144|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
144|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
144|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
144|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
146|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
146|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
146|"Year 9"|""|"20130309110328"|""|""|"2012-13"|""|""|""
146|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
146|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
146|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
146|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
148|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
148|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
148|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
148|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
149|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
149|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
149|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
150|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
150|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
154|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
154|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
154|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
154|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
154|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
155|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
155|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
155|"Year 9"|""|"20130309110328"|""|""|"2012-13"|""|""|""
155|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
155|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
155|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
155|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
159|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
159|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 7"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 8"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 9"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 10"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 11"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 12"|""|"20130309110328"|""|""|"2012-13"|""|""|""
165|"Year 13"|""|"20130309110328"|""|""|"2012-13"|""|""|""
167|"Year 4"|""|"20130309110328"|""|""|"2012-13"|""|""|""
167|"Year 5"|""|"20130309110328"|""|""|"2012-13"|""|""|""
167|"Year 6"|""|"20130309110328"|""|""|"2012-13"|""|""|""
167|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
167|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
167|"Year 9"|""|"20130309110329"|""|""|"2012-13"|""|""|""
167|"Year 10"|""|"20130309110329"|""|""|"2012-13"|""|""|""
167|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
167|"Year 12"|""|"20130309110329"|""|""|"2012-13"|""|""|""
167|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
168|"Year 4"|""|"20130309110329"|""|""|"2012-13"|""|""|""
168|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
168|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
172|"Summer-4"|""|"20130309110329"|""|""|"2012-13"|""|""|""
172|"Summer-8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
151|"Year 5"|""|"20170728132233"|"AA00032"|""|"2020-21"|"20170728"|""|""
151|"Year 6"|""|"20170728132242"|"AA00032"|""|"2020-21"|"20170728"|""|""
173|"Year 9"|""|"20130309110329"|""|""|"2012-13"|""|""|""
173|"Year 10"|""|"20130309110329"|""|""|"2012-13"|""|""|""
173|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
173|"Year 12"|""|"20130309110329"|""|""|"2012-13"|""|""|""
173|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
174|"Year 4"|""|"20130309110329"|""|""|"2012-13"|""|""|""
174|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
174|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
174|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
174|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
176|"Year 4"|""|"20130309110329"|""|""|"2012-13"|""|""|""
176|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
176|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
176|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
176|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
177|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
177|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
177|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
177|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
177|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 4"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 9"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
178|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
179|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
179|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
179|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
179|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
180|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
180|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
182|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
182|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
182|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
182|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 9"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 10"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 12"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 4"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
183|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 4"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 5"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 6"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 7"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 8"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 9"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 10"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 11"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 12"|""|"20130309110329"|""|""|"2012-13"|""|""|""
184|"Year 13"|""|"20130309110329"|""|""|"2012-13"|""|""|""
