"aa_id"|"exam"|"results"|"maxscore"|"lastupdate"|"staffid"|"remarks"|"course"
"S041168"|"AA Test Eng"|"90"|"100"|"20210417131548"|"AA00088"|"A"|"Year 9"
"S041579"|"AA Test Eng"|"90"|"100"|"20210906173930"|"AA00088"|"B"|"Year 8"
"S041328"|"AA Test Eng"|"94"|"100"|"20211011152830"|"AA00078"|"B"|"Year 9"
"S041128"|"AA Test Eng"|"98"|"100"|"20210417153150"|"AA00053"|"A"|"Year 11"
"S041173"|"AA Test Eng"|"86"|"100"|"20210417155214"|"AA00078"|"A"|"Year 12"
"S040936"|"AA Test Eng"|"76"|"100"|"20210417160408"|"AA00088"|"A"|"Year 8"
"S041223"|"AA Test Eng"|"80"|"100"|"20210428144057"|"AA00078"|"A"|"Year 10"
"S041116"|"AA Test Eng"|"46"|"100"|"20210417170611"|"AA00078"|"A"|"Year 7"
"S041438"|"AA Test Eng"|"88"|"100"|"20210828171849"|"AA00011"|"B"|"Year 7"
"S042910"|"AA Test Eng"|"94"|"100"|"20220628112958"|"AA00088"|"A"|"Year 7"
"S041202"|"AA Test Eng"|"88"|"100"|"20210424123145"|"AA00088"|"A"|"Year 11"
"S041179"|"AA Test Eng"|"88"|"100"|"20210424124826"|"AA00088"|"A"|"Year 12"
"S041203"|"AA Test Eng"|"80"|"100"|"20210424125709"|"AA00088"|"A"|"Year 9"
"S041563"|"AA Test Eng"|"86"|"100"|"20210713120025"|"AA00088"|"A"|"Year 12"
"S041204"|"AA Test Eng"|"86"|"100"|"20210424132035"|"AA00088"|"A"|"Year 7"
"S041151"|"AA Test Eng"|"88"|"100"|"20210706172831"|"AA00088"|"B"|"Year 7"
"S042823"|"AA Test Eng"|"96"|"100"|"20220827122548"|"AA00068"|"B"|"Year 10"
"S041115"|"AA Test Eng"|"80"|"100"|"20210424152942"|"AA00078"|"A"|"Year 7"
"S041114"|"AA Test Eng"|"88"|"100"|"20210424155347"|"AA00078"|"A"|"Year 9"
"S042931"|"AA Test Eng"|"86"|"100"|"20220704163938"|"AA00011"|"A"|"Year 12"
"S041140"|"AA Test Eng"|"76"|"100"|"20210424163614"|"AA00078"|"A"|"Year 11"
"S041209"|"AA Test Eng"|"82"|"100"|"20210424165812"|"AA00078"|"A"|"Year 12"
"S041190"|"AA Test Eng"|"88"|"100"|"20210424181920"|"AA00088"|"A"|"Year 12"
"S031546"|"AA Test Maths"|"58"|"100"|"20140531113406"|"AA00011"|""|"Year 12"
"S004179"|"AA Test Maths"|"81"|"100"|"20140813184842"|"AA00007"|""|"Year 12"
"S044893"|"AA Test Eng"|"96"|"100"|"20240823140942"|"AA00011"|"B"|"Year 10"
"S032173"|"AA Test Maths"|"85"|"100"|"20141018142059"|"AA00011"|""|"Year 12"
"S044893"|"AA Test Maths"|"68"|"100"|"20240823140953"|"AA00011"|"B"|"Year 10"
"S032317"|"AA Test Maths"|"50"|"100"|"20141026171027"|"30012"|""|"Year 12"
"S041211"|"AA Test Eng"|"80"|"100"|"20210426121423"|"AA00011"|"A"|"Year 12"
"S041876"|"AA Test Eng"|"82"|"100"|"20210908161201"|"AA00069"|"A"|"Year 7"
"S041162"|"AA Test Eng"|"88"|"100"|"20210426173222"|"AA00053"|"A"|"Year 12"
"S041215"|"AA Test Eng"|"74"|"100"|"20210426175440"|"AA00011"|"A"|"Year 12"
"S042147"|"AA Test Eng"|"62"|"100"|"20221002164208"|"AA00097"|"A"|"Year 12"
"S039944"|"AA Test Eng"|"100"|"100"|"20210428164956"|"AA00078"|"A"|"Year 10"
"S039444"|"AA Test Eng"|"80"|"100"|"20210428175743"|"AA00078"|"A"|"Year 7"
"S037857"|"AA Test Eng"|"94"|"100"|"20210429170545"|"AA00011"|"A"|"Year 12"
"S041194"|"AA Test Eng"|"62"|"100"|"20210429180637"|"AA00011"|"A"|"Year 12"
"S041222"|"AA Test Eng"|"94"|"100"|"20210430115652"|"AA00011"|"A"|"Year 10"
"S041230"|"AA Test Eng"|"82"|"100"|"20210430164625"|"AA00079"|"A"|"Year 12"
"S041231"|"AA Test Eng"|"86"|"100"|"20210430164951"|"AA00027"|"A"|"Year 10"
"S041097"|"AA Test Eng"|"64"|"100"|"20210408170246"|"AA00078"|"A"|"Year 7"
"S042559"|"AA Test Eng"|"90"|"100"|"20220817111834"|"AA00011"|"B"|"Year 7"
"S041106"|"AA Test Eng"|"90"|"100"|"20210408171645"|"AA00078"|"A"|"Year 7"
"S042932"|"AA Test Eng"|"92"|"100"|"20220704162106"|"AA00088"|"A"|"Year 12"
"S042478"|"AA Test Eng"|"94"|"100"|"20220716121853"|"AA00011"|"B"|"Year 10"
"S041112"|"AA Test Eng"|"86"|"100"|"20210409114029"|"AA00078"|"A"|"Year 7"
"S041029"|"AA Test Eng"|"90"|"100"|"20210409115634"|"AA00078"|"A"|"Year 12"
"S037772"|"AA Test Eng"|"86"|"100"|"20210409115757"|"AA00069"|"A"|"Year 8"
"S041989"|"AA Test Eng"|"90"|"100"|"20211002180445"|"AA00088"|"A"|"Year 10"
"S041039"|"AA Test Eng"|"84"|"100"|"20210409124213"|"AA00078"|"A"|"Year 12"
"S040723"|"AA Test Eng"|"94"|"100"|"20210409124622"|"AA00078"|"A"|"Year 10"
"S041113"|"AA Test Eng"|"82"|"100"|"20210409125355"|"AA00078"|"A"|"Year 12"
"S040825"|"AA Test Eng"|"96"|"100"|"20210409152112"|"AA00078"|"A"|"Year 10"
"S039399"|"AA Test Eng"|"84"|"100"|"20210409153552"|"AA00078"|"A"|"Year 7"
"S041117"|"AA Test Eng"|"82"|"100"|"20210409160349"|"AA00078"|"A"|"Year 10"
"S044341"|"AA Test Eng"|"92"|"100"|"20240113174133"|"AA00011"|"A"|"Year 9"
"S041119"|"AA Test Eng"|"84"|"100"|"20210409165310"|"AA00078"|"A"|"Year 9"
"S041121"|"AA Test Eng"|"60"|"100"|"20210409175455"|"AA00078"|"A"|"Year 8"
"S041120"|"AA Test Eng"|"66"|"100"|"20210409175547"|"AA00069"|"A"|"Year 12"
"S040732"|"AA Test Eng"|"88"|"100"|"20210612162859"|"AA00078"|"A"|"Year 8"
"S041122"|"AA Test Eng"|"92"|"100"|"20210410120105"|"AA00078"|"A"|"Year 8"
"S041126"|"AA Test Eng"|"84"|"100"|"20210410122547"|"AA00078"|"A"|"Year 7"
"S041125"|"AA Test Eng"|"80"|"100"|"20210410123533"|"AA00078"|"A"|"Year 8"
"S041883"|"AA Test Eng"|"94"|"100"|"20210911153030"|"AA00068"|"B"|"Year 12"
"S031443"|"AA Test Maths"|"88"|"100"|"20140426163845"|"AA00044"|""|"Year 12"
"S031629"|"AA Test Maths"|"96"|"100"|"20140625180512"|"AA00011"|""|"Year 12"
"S031648"|"AA Test Maths"|"96"|"100"|"20140705133553"|"AA00011"|""|"Year 12"
"S005259"|"AA Test Maths"|"69"|"100"|"20140814113737"|"AA00038"|""|"Year 12"
"S031696"|"AA Test Maths"|"96"|"100"|"20140826175500"|"AA00011"|""|"Year 12"
"S032031"|"AA Test Maths"|"94"|"100"|"20140917164156"|"AA00011"|""|"Year 9"
"S032568"|"AA Test Maths"|"90"|"100"|"20150107182953"|"AA00011"|""|"Year 9"
"S041000"|"AA Test Eng"|"52"|"100"|"20210410130901"|"AA00078"|"A"|"Year 11"
"S040770"|"AA Test Eng"|"90"|"100"|"20210410133440"|"AA00078"|"A"|"Year 12"
"S041127"|"AA Test Eng"|"44"|"100"|"20210410151452"|"AA00078"|"A"|"Year 12"
"S041128"|"AA Test Eng"|"90"|"100"|"20210410153305"|"AA00079"|"A"|"Year 12"
"S040181"|"AA Test Eng"|"92"|"100"|"20210814141442"|"AA00053"|"B"|"Year 9"
"S041141"|"AA Test Eng"|"80"|"100"|"20210413165250"|"AA00088"|"A"|"Year 12"
"S041143"|"AA Test Eng"|"90"|"100"|"20210414170108"|"AA00078"|"A"|"Year 12"
"S041144"|"AA Test Eng"|"80"|"100"|"20210414171642"|"AA00078"|"A"|"Year 9"
"S041146"|"AA Test Eng"|"84"|"100"|"20210414180938"|"AA00069"|"A"|"Year 12"
"S042199"|"AA Test Eng"|"90"|"100"|"20211113153506"|"AA00011"|"A"|"Year 8"
"S041148"|"AA Test Eng"|"90"|"100"|"20210415132321"|"AA00088"|"A"|"Year 9"
"S041153"|"AA Test Eng"|"92"|"100"|"20210415175639"|"AA00088"|"A"|"Year 9"
"S041152"|"AA Test Eng"|"90"|"100"|"20210415180419"|"AA00088"|"A"|"Year 11"
"S041154"|"AA Test Eng"|"88"|"100"|"20210416110659"|"AA00088"|"A"|"Year 12"
"S037934"|"AA Test Eng"|"86"|"100"|"20210714175606"|"AA00011"|"A"|"Year 9"
"S041159"|"AA Test Eng"|"84"|"100"|"20210416152200"|"AA00078"|"A"|"Year 9"
"S041849"|"AA Test Eng"|"90"|"100"|"20210828171415"|"AA00078"|"A"|"Year 7"
"S042122"|"AA Test Eng"|"90"|"100"|"20211025181422"|"AA00011"|"A"|"Year 10"
"S041005"|"AA Test Eng"|"92"|"100"|"20210306170205"|"AA00011"|"A"|"Year 12"
"S041014"|"AA Test Eng"|"90"|"100"|"20210312155020"|"AA00011"|"A"|"Year 10"
"S041016"|"AA Test Eng"|"94"|"100"|"20210312181019"|"AA00088"|"A"|"Year 9"
"S042196"|"AA Test Eng"|"94"|"100"|"20220827114013"|"AA00088"|"B"|"Year 9"
"S041706"|"AA Test Eng"|"88"|"100"|"20210806164827"|"AA00078"|"A"|"Year 12"
"S038956"|"AA Test Eng"|"90"|"100"|"20210329123108"|"AA00011"|"A"|"Year 9"
"S038938"|"AA Test Eng"|"88"|"100"|"20210329125030"|"AA00011"|"A"|"Year 12"
"S042840"|"AA Test Eng"|"92"|"100"|"20230810173714"|"AA00078"|"B"|"Year 12"
"S041076"|"AA Test Eng"|"72"|"100"|"20210401170219"|"AA00078"|"A"|"Year 11"
"S041059"|"AA Test Eng"|"96"|"100"|"20210329160158"|"AA00011"|"A"|"Year 10"
"S041015"|"AA Test Eng"|"88"|"100"|"20210330162608"|"AA00088"|"A"|"Year 9"
"S041038"|"AA Test Eng"|"90"|"100"|"20210330173234"|"AA00088"|"A"|"Year 8"
"S041250"|"AA Test Eng"|"84"|"100"|"20210828170611"|"AA00011"|"B"|"Year 7"
"S041063"|"AA Test Eng"|"90"|"100"|"20210331122234"|"AA00011"|"A"|"Year 7"
"S041066"|"AA Test Eng"|"90"|"100"|"20210331124330"|"AA00011"|"A"|"Year 7"
"S040973"|"AA Test Eng"|"90"|"100"|"20210331130419"|"AA00011"|"A"|"Year 12"
"S031309"|"AA Test Maths"|"74"|"100"|"20140317171248"|"AA00011"|""|"Year 9"
"S041040"|"AA Test Eng"|"60"|"100"|"20210331145843"|"AA00078"|"A"|"Year 12"
"S041068"|"AA Test Eng"|"84"|"100"|"20210331153332"|"AA00078"|"A"|"Year 10"
"S031533"|"AA Test Maths"|"85"|"100"|"20140531125952"|"AA00038"|""|"Year 12"
"S044948"|"AA Test Eng"|"88"|"100"|"20240823152909"|"AA00011"|"A"|"Year 12"
"S041069"|"AA Test Eng"|"94"|"100"|"20210331155900"|"AA00011"|"A"|"Year 12"
"S041081"|"AA Test Eng"|"70"|"100"|"20210401175954"|"AA00088"|"A"|"Year 8"
"S032339"|"AA Test Maths"|"87"|"100"|"20141026171517"|"30012"|""|"Year 9"
"S041082"|"AA Test Eng"|"92"|"100"|"20210401180956"|"AA00088"|"A"|"Year 10"
"S039906"|"AA Test Eng"|"88"|"100"|"20210407114735"|"AA00079"|"A"|"Year 10"
"S041276"|"AA Test Eng"|"94"|"100"|"20210814135536"|"AA00053"|"B"|"Year 9"
"S040909"|"AA Test Eng"|"88"|"100"|"20210412162529"|"AA00011"|"A"|"Year 12"
"S038550"|"AA Test Eng"|"84"|"100"|"20210407120853"|"AA00078"|"A"|"Year 8"
"S041085"|"AA Test Eng"|"86"|"100"|"20210407121546"|"AA00027"|"A"|"Year 8"
"S041102"|"AA Test Eng"|"92"|"100"|"20210412174237"|"AA00011"|"A"|"Year 12"
"S039681"|"AA Test Eng"|"84"|"100"|"20210407122241"|"AA00079"|"A"|"Year 8"
"S041019"|"AA Test Eng"|"88"|"100"|"20210407122450"|"AA00078"|"A"|"Year 12"
"S040166"|"AA Test Eng"|"78"|"100"|"20210407122642"|"AA00027"|"A"|"Year 8"
"S037221"|"AA Test Eng"|"90"|"100"|"20210407132833"|"AA00078"|"A"|"Year 9"
"S041610"|"AA Test Eng"|"84"|"100"|"20210721123550"|"AA00078"|"A"|"Year 12"
"S039856"|"AA Test Eng"|"90"|"100"|"20210407134038"|"AA00078"|"A"|"Year 12"
"S040890"|"AA Test Eng"|"86"|"100"|"20210407144943"|"AA00079"|"A"|"Year 9"
"S040911"|"AA Test Eng"|"86"|"100"|"20210723120342"|"AA00088"|"B"|"Year 10"
"S041692"|"AA Test Eng"|"94"|"100"|"20210805124810"|"AA00088"|"A"|"Year 11"
"S041092"|"AA Test Eng"|"82"|"100"|"20210407154215"|"AA00078"|"A"|"Year 12"
"S041432"|"AA Test Eng"|"92"|"100"|"20220627122135"|"AA00088"|"A"|"Year 9"
"S041088"|"AA Test Eng"|"82"|"100"|"20210407160522"|"AA00078"|"A"|"Year 10"
"S038250"|"AA Test Eng"|"86"|"100"|"20210407170640"|"AA00078"|"A"|"Year 12"
"S041094"|"AA Test Eng"|"94"|"100"|"20210408120906"|"AA00053"|"A"|"Year 7"
"S041065"|"AA Test Eng"|"72"|"100"|"20210408123510"|"AA00068"|"A"|"Year 12"
"S040974"|"AA Test Eng"|"86"|"100"|"20210408124256"|"AA00053"|"A"|"Year 12"
"S040980"|"AA Test Eng"|"72"|"100"|"20210408125235"|"AA00078"|"A"|"Year 10"
"S041758"|"AA Test Eng"|"86"|"100"|"20210908155006"|"AA00078"|"B"|"Year 7"
"S041095"|"AA Test Eng"|"84"|"100"|"20210408150721"|"AA00078"|"A"|"Year 12"
"S040540"|"AA Test Eng"|"88"|"100"|"20210408154622"|"AA00078"|"A"|"Year 12"
"S041653"|"AA Test Eng"|"94"|"100"|"20210830164315"|"AA00069"|"B"|"Year 9"
"S041103"|"AA Test Eng"|"90"|"100"|"20210408165211"|"AA00068"|"A"|"Year 12"
"S040920"|"AA Test Eng"|"86"|"100"|"20210209181408"|"AA00078"|"A"|"Year 12"
"S040905"|"AA Test Eng"|"84"|"100"|"20210209183338"|"AA00078"|"A"|"Year 9"
"S040889"|"AA Test Eng"|"90"|"100"|"20210210115919"|"AA00011"|"A"|"Year 11"
"S040921"|"AA Test Eng"|"90"|"100"|"20210210140248"|"AA00011"|"A"|"Year 10"
"S040924"|"AA Test Eng"|"82"|"100"|"20210210153558"|"AA00011"|"A"|"Year 7"
"S040934"|"AA Test Eng"|"94"|"100"|"20210218121126"|"AA00078"|"A"|"Year 12"
"S042726"|"AA Test Eng"|"96"|"100"|"20220704161809"|"AA00011"|"A"|"Year 11"
"S039468"|"AA Test Eng"|"94"|"100"|"20210218154641"|"AA00078"|"A"|"Year 8"
"S040267"|"AA Test Eng"|"86"|"100"|"20210219153354"|"AA00011"|"A"|"Year 7"
"S041582"|"AA Test Eng"|"90"|"100"|"20210721122510"|"AA00011"|"A"|"Year 10"
"S039363"|"AA Test Eng"|"90"|"100"|"20210707115355"|"AA00078"|"A"|"Year 8"
"S009227"|"AA Test Maths"|"88"|"100"|"20140215163757"|"AA00011"|""|"Year 12"
"S032814"|"AA Test Maths"|"84"|"100"|"20150311170857"|"AA00044"|""|"Year 9"
"S031731"|"AA Test Maths"|"87"|"100"|"20140716171050"|"AA00044"|""|"Year 8"
"S032464"|"AA Test Maths"|"0"|"100"|"20141129142617"|"AA00011"|""|"Year 12"
"S008605"|"AA Test Maths"|"96"|"100"|"20140827104024"|"AA00052"|""|"Year 10"
"S031315"|"AA Test Maths"|"71"|"100"|"20150108163932"|"AA00011"|""|"Year 10"
"S044948"|"AA Test Maths"|"52"|"100"|"20240823152921"|"AA00011"|"A"|"Year 12"
"S040922"|"AA Test Eng"|"74"|"100"|"20210220145749"|"AA00088"|"B"|"Year 8"
"S041077"|"AA Test Eng"|"88"|"100"|"20210605121322"|"AA00088"|"B"|"Year 7"
"S040931"|"AA Test Eng"|"76"|"100"|"20210220162549"|"AA00011"|"A"|"Year 9"
"S041169"|"AA Test Eng"|"84"|"100"|"20210828170118"|"AA00011"|"B"|"Year 7"
"S040949"|"AA Test Eng"|"82"|"100"|"20210222174517"|"AA00011"|"A"|"Year 10"
"S040955"|"AA Test Eng"|"74"|"100"|"20210226174227"|"AA00088"|"A"|"Year 8"
"S041380"|"AA Test Eng"|"50"|"100"|"20210605121959"|"AA00078"|"A"|"Year 7"
"S040957"|"AA Test Eng"|"80"|"100"|"20210226181759"|"AA00011"|"A"|"Year 10"
"S040959"|"AA Test Eng"|"86"|"100"|"20210227114446"|"AA00011"|"A"|"Year 7"
"S041109"|"AA Test Eng"|"94"|"100"|"20210730114102"|"AA00078"|"B"|"Year 9"
"S043050"|"AA Test Eng"|"96"|"100"|"20230911180651"|"AA00011"|"A"|"Year 8"
"S040966"|"AA Test Eng"|"84"|"100"|"20210227152650"|"AA00078"|"A"|"Year 8"
"S041766"|"AA Test Eng"|"88"|"100"|"20210816120314"|"AA00069"|"A"|"Year 9"
"S040971"|"AA Test Eng"|"72"|"100"|"20210227163924"|"AA00088"|"A"|"Year 11"
"S041769"|"AA Test Eng"|"84"|"100"|"20210816155340"|"AA00088"|"A"|"Year 12"
"S040952"|"AA Test Eng"|"42"|"100"|"20210227173247"|"AA00011"|"A"|"Year 11"
"S041462"|"AA Test Eng"|"86"|"100"|"20210705155221"|"AA00088"|"A"|"Year 8"
"S039958"|"AA Test Eng"|"86"|"100"|"20210302134441"|"AA00088"|"A"|"Year 11"
"S040988"|"AA Test Eng"|"84"|"100"|"20210303162743"|"AA00011"|"A"|"Year 8"
"S040951"|"AA Test Eng"|"88"|"100"|"20210303174940"|"AA00011"|"B"|"Year 10"
"S042018"|"AA Test Eng"|"66"|"100"|"20210928180552"|"AA00011"|"A"|"Year 12"
"S041352"|"AA Test Eng"|"84"|"100"|"20211002163022"|"AA00088"|"B"|"Year 7"
"S040899"|"AA Test Eng"|"86"|"100"|"20210327114304"|"AA00011"|"A"|"Year 12"
"S040952"|"AA Test Eng"|"28"|"100"|"20210327114729"|"AA00069"|"B"|"Year 12"
"S041050"|"AA Test Eng"|"96"|"100"|"20210327120322"|"AA00011"|"A"|"Year 9"
"S038928"|"AA Test Eng"|"94"|"100"|"20211023173517"|"AA00011"|"B"|"Year 12"
"S041031"|"AA Test Eng"|"72"|"100"|"20210327121827"|"AA00069"|"A"|"Year 7"
"S041051"|"AA Test Eng"|"92"|"100"|"20210327123029"|"AA00011"|"A"|"Year 12"
"S043974"|"AA Test Eng"|"90"|"100"|"20230809103721"|"AA00011"|"B"|"Year 7"
"S040940"|"AA Test Eng"|"72"|"100"|"20210327125613"|"AA00011"|"B"|"Year 11"
"S041067"|"AA Test Eng"|"90"|"100"|"20210401120151"|"AA00078"|"A"|"Year 9"
"S039675"|"AA Test Eng"|"72"|"100"|"20210327161131"|"AA00011"|"A"|"Year 9"
"S038900"|"AA Test Eng"|"84"|"100"|"20210327164240"|"AA00069"|"A"|"Year 12"
"S041932"|"AA Test Eng"|"80"|"100"|"20210911152929"|"AA00078"|"A"|"Year 10"
"S031310"|"AA Test Maths"|"77"|"100"|"20140319180218"|"AA00011"|""|"Year 12"
"S009774"|"AA Test Maths"|"65"|"100"|"20140426175025"|"AA00044"|""|"Year 12"
"S033197"|"AA Test Maths"|"73"|"100"|"20150715135950"|"AA00011"|""|"Year 12"
"S031073"|"AA Test Maths"|"86"|"100"|"20140716172746"|"AA00038"|""|"Year 10"
"S032796"|"AA Test Maths"|"62"|"100"|"20150312170025"|"AA00057"|""|"Year 12"
"S044569"|"AA Test Eng"|"98"|"100"|"20240823160442"|"AA00011"|"B"|"Year 9"
"S040706"|"AA Test Eng"|"76"|"100"|"20210116165111"|"AA00088"|"B"|"Year 10"
"S040875"|"AA Test Eng"|"82"|"100"|"20210116173213"|"AA00011"|"A"|"Year 9"
"S040857"|"AA Test Eng"|"72"|"100"|"20210120175319"|"AA00027"|"B"|"Year 7"
"S040881"|"AA Test Eng"|"92"|"100"|"20210122132557"|"AA00088"|"A"|"Year 10"
"S039712"|"AA Test Eng"|"94"|"100"|"20210814131755"|"AA00011"|"A"|"Year 8"
"S039820"|"AA Test Eng"|"84"|"100"|"20210612160856"|"AA00078"|"A"|"Year 12"
"S040883"|"AA Test Eng"|"94"|"100"|"20210123113921"|"AA00078"|"A"|"Year 11"
"S040893"|"AA Test Eng"|"90"|"100"|"20210127163943"|"AA00078"|"A"|"Year 8"
"S043142"|"AA Test Eng"|"92"|"100"|"20221002151753"|"AA00097"|"B"|"Year 10"
"S040903"|"AA Test Eng"|"92"|"100"|"20210203165803"|"AA00078"|"A"|"Year 10"
"S041935"|"AA Test Eng"|"82"|"100"|"20210925133703"|"AA00011"|"B"|"Year 10"
"S041542"|"AA Test Eng"|"94"|"100"|"20210821162658"|"AA00068"|"B"|"Year 12"
"S040896"|"AA Test Eng"|"92"|"100"|"20210529112101"|"AA00088"|"A"|"Year 8"
"S041347"|"AA Test Eng"|"86"|"100"|"20210529112945"|"AA00011"|"A"|"Year 10"
"S040864"|"AA Test Eng"|"76"|"100"|"20210125102233"|"AA00011"|"A"|"Year 10"
"S040877"|"AA Test Eng"|"88"|"100"|"20210217155218"|"AA00007"|""|""
"S040895"|"AA Test Eng"|"90"|"100"|"20210129175635"|"AA00011"|"A"|"Year 9"
"S041340"|"AA Test Eng"|"88"|"100"|"20210821174209"|"AA00011"|"A"|"Year 12"
"S039998"|"AA Test Eng"|"92"|"100"|"20210807151151"|"AA00011"|"A"|"Year 10"
"S041713"|"AA Test Eng"|"78"|"100"|"20210807161129"|"AA00011"|"A"|"Year 10"
"S040897"|"AA Test Eng"|"82"|"100"|"20210130120018"|"AA00011"|"A"|"Year 9"
"S041689"|"AA Test Eng"|"96"|"100"|"20210828165753"|"AA00088"|"A"|"Year 7"
"S041100"|"AA Test Eng"|"88"|"100"|"20210629154947"|"AA00078"|"A"|"Year 10"
"S041485"|"AA Test Eng"|"78"|"100"|"20210629161252"|"AA00078"|"A"|"Year 10"
"S040908"|"AA Test Eng"|"78"|"100"|"20210204164450"|"AA00088"|"A"|"Year 7"
"S033936"|"AA Test Eng"|"84"|"100"|"20210130151024"|"AA00078"|"A"|"Year 12"
"S040900"|"AA Test Eng"|"86"|"100"|"20210130154210"|"AA00078"|"A"|"Year 7"
"S037353"|"AA Test Eng"|"94"|"100"|"20210130163954"|"AA00011"|"A"|"Year 9"
"S040894"|"AA Test Eng"|"80"|"100"|"20210204170829"|"AA00088"|"B"|"Year 9"
"S044831"|"AA Test Eng"|"88"|"100"|"20240702155803"|"AA00078"|"B"|"Year 7"
"S040871"|"AA Test Eng"|"90"|"100"|"20210204180053"|"AA00088"|"A"|"Year 9"
"S040945"|"AA Test Eng"|"62"|"100"|"20210220161129"|"AA00078"|"A"|"Year 7"
"S040930"|"AA Test Eng"|"82"|"100"|"20210220162115"|"AA00088"|"A"|"Year 12"
"S041404"|"AA Test Eng"|"92"|"100"|"20210629114501"|"AA00088"|"A"|"Year 10"
"S031120"|"AA Test Maths"|"69"|"100"|"20140215170822"|"AA00025"|""|"Year 12"
"S031549"|"AA Test Maths"|"84"|"100"|"20140531125910"|"AA00038"|""|"Year 9"
"S011426"|"AA Test Maths"|"100"|"100"|"20140730160244"|"AA00052"|""|"Year 12"
"S032330"|"AA Test Maths"|"75"|"100"|"20141026172447"|"30012"|""|"Year 10"
"S044569"|"AA Test Maths"|"60"|"100"|"20240823160456"|"AA00011"|"B"|"Year 9"
"S032465"|"AA Test Maths"|"71"|"100"|"20141129152408"|"AA00011"|""|"Year 9"
"S040891"|"AA Test Eng"|"80"|"100"|"20210205173641"|"AA00011"|"A"|"Year 11"
"S040882"|"AA Test Eng"|"84"|"100"|"20210206112556"|"AA00088"|"A"|"Year 8"
"S040912"|"AA Test Eng"|"88"|"100"|"20210206115108"|"AA00078"|"A"|"Year 8"
"S040163"|"AA Test Eng"|"94"|"100"|"20220903115455"|"AA00088"|"A"|"Year 9"
"S039235"|"AA Test Eng"|"92"|"100"|"20210206163951"|"AA00088"|"A"|"Year 12"
"S041327"|"AA Test Eng"|"90"|"100"|"20220425120450"|"AA00088"|"A"|"Year 10"
"S040916"|"AA Test Eng"|"86"|"100"|"20210208150936"|"AA00088"|"A"|"Year 12"
"S041341"|"AA Test Eng"|"88"|"100"|"20210906163048"|"AA00088"|"A"|"Year 12"
"S043204"|"AA Test Eng"|"94"|"100"|"20220910125209"|"AA00088"|"A"|"Year 8"
"S038753"|"AA Test Eng"|"96"|"100"|"20201219123118"|"AA00069"|"B"|"Year 10"
"S040817"|"AA Test Eng"|"76"|"100"|"20201219142059"|"AA00078"|"A"|"Year 7"
"S041134"|"AA Test Eng"|"84"|"100"|"20210412125319"|"AA00011"|"A"|"Year 8"
"S041060"|"AA Test Eng"|"76"|"100"|"20210821125847"|"AA00088"|"B"|"Year 10"
"S040796"|"AA Test Eng"|"86"|"100"|"20201219153540"|"AA00078"|"A"|"Year 10"
"S041200"|"AA Test Eng"|"76"|"100"|"20210424113052"|"AA00078"|"A"|"Year 9"
"S040818"|"AA Test Eng"|"88"|"100"|"20201221124941"|"AA00011"|"A"|"Year 8"
"S040819"|"AA Test Eng"|"94"|"100"|"20201222103657"|"AA00088"|"A"|"Year 9"
"S040820"|"AA Test Eng"|"80"|"100"|"20201222152407"|"AA00088"|"A"|"Year 10"
"S040812"|"AA Test Eng"|"80"|"100"|"20210814124349"|"AA00011"|"A"|"Year 7"
"S040838"|"AA Test Eng"|"82"|"100"|"20201230165035"|"AA00078"|"A"|"Year 10"
"S040839"|"AA Test Eng"|"96"|"100"|"20201230174538"|"AA00078"|"A"|"Year 11"
"S040840"|"AA Test Eng"|"96"|"100"|"20201230175647"|"AA00078"|"A"|"Year 11"
"S040842"|"AA Test Eng"|"90"|"100"|"20201231114929"|"AA00068"|"A"|"Year 9"
"S040827"|"AA Test Eng"|"62"|"100"|"20210118161831"|"AA00011"|"B"|"Year 8"
"S039999"|"AA Test Eng"|"74"|"100"|"20201231130347"|"AA00011"|"A"|"Year 7"
"S039668"|"AA Test Eng"|"86"|"100"|"20210906165311"|"AA00069"|"A"|"Year 9"
"S040817"|"AA Test Eng"|"84"|"100"|"20210102132317"|"AA00088"|"B"|"Year 7"
"S040797"|"AA Test Eng"|"88"|"100"|"20210102165559"|"AA00088"|"A"|"Year 9"
"S040706"|"AA Test Eng"|"82"|"100"|"20210102171645"|"AA00088"|"A"|"Year 10"
"S040828"|"AA Test Eng"|"92"|"100"|"20210105164523"|"AA00088"|"B"|"Year 12"
"S038588"|"AA Test Eng"|"74"|"100"|"20210105173016"|"AA00088"|"B"|"Year 9"
"S040854"|"AA Test Eng"|"90"|"100"|"20210106181831"|"AA00078"|"A"|"Year 9"
"S040857"|"AA Test Eng"|"58"|"100"|"20210107165356"|"AA00078"|"A"|"Year 7"
"S031213"|"AA Test Maths"|"57"|"100"|"20140320181706"|"AA00011"|""|"Year 10"
"S031582"|"AA Test Maths"|"65"|"100"|"20140707142248"|"AA00038"|""|"Year 12"
"S032441"|"AA Test Maths"|"86"|"100"|"20141129160738"|"AA00038"|""|"Year 10"
"S035550"|"AA Test Maths"|"42"|"100"|"20170224181036"|"AA00069"|""|"Year 8"
"S031939"|"AA Test Maths"|"88"|"100"|"20140827112315"|"AA00011"|""|"Year 12"
"S040850"|"AA Test Eng"|"74"|"100"|"20210108110415"|"AA00088"|"B"|"Year 7"
