"school_id"|"banktype"|"currency"|"bankname"|"bankacc"|"bankaddress"|"ibankacc"|"swift"|"sortcode"|"ibanno"|"remarks"|"lastupdate"|"staffid"|"billingname"
381|"Course"|"GBP"|"HSBC"|"20019968"|"The Peak, 333 Vauxhall Bridge Road, London SW1V 1EJ"|"Queenswood School Ltd"|"MIDLGB2110E"|"40-02-06"|"GB40MIDL40020620019968"|"[4Oct14] Previous bank address: Victoria Street, Westminster, London SW1H 0NJ"|"20141004115431"|"AA00032"|"Queenswood"
367|"Course"|"GBP"|"Barclays Bank Plc"|"80736627"|"4-5 Southgate Street, Bath, BA1 1AQ"|"Prior Park College"|"BARCGB22"|"20-47-06"|"GB52BARC20470680736627"|""|"20180921114901"|"AA00078"|"Prior Park College"
394|"Course"|"GBP"|"Allied Irish Bank"|"00453104"|"201/203, The Broadway, Wimbledon,London,SW19 1FF"|"Reed's School"|"AIBKGB2L"|"23-84-81"|"GB39AIBK23848100453104"|""|"20130525"|""|"Reed's School "
404|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00305862"|"Commercial Street, Halifax, HX1 1BB"|"Trustees of Wheelwrights' Charities"|"LOYDGB21118"|"30-93-76"|"GB03LOYD30937600305862"|""|"20130525"|""|"Rishworth School"
130|"Course"|"GBP"|"Barclays Bank Plc"|"20157287"|"44-46 Castle Street, Shrewsbury, Shropshire, SY1 2BU"|"The Bell Concord Educational Trust Ltd"|"BARCGB 22"|"20-78-01"|"GB94BARC20780120157287"|"Please quote the name of student

20210825: Credit card payment method:
Payments can be made using the following link: http://concordcollegeuk.com/about-concord/general/general-payments/"|"20240625120617"|"AA00078"|"Concord College"
544|"Course"|"GBP"|"National Westminster Bank Plc"|"24061085"|"PO Box 6037,186 Brompton Rd, London SW3 1SJ"|"GDST Fees Account"|""|"60-04-04"|""|""|"20130525"|""|"Royal High School"
30043|"Course"|"GBP"|"Bank of China"|"90009819"|"-"|"The National Mathematics and Science College Ltd"|"BKCHGB2U"|"-"|"GB90 BKCH 4050 3790 0098 19"|"Payment can be made by bank transfer or by using Flywire: natmatsci-ber.flywire.com
Reference: Student's name"|"20210119101353"|"AA00078"|""
414|"Deposit"|"GBP"|"Northern Bank"|"11125508"|"5-6 Market Street, Dungannon, Co Tyrone, N. Ireland"|"Dungannon Royal School"|""|"95-03-02"|"GB85DABA95030211125508"|"All fee should be posted to the bursar but not transfer thru local bank"|"20130525"|""|"Royal School"
416|"Course"|"GBP"|"Barclays Bank Plc"|"00850934"|"PO Box 5, Wolverhampton, WV1 1DS"|"The Royal Wolverhampton School"|"BARCGB22"|"20-97-90"|"GB49BARC20979000850934"|""|"20130525"|""|"The Royal Wolverhampton School"
422|"Course"|"GBP"|"NatWest Bank PLC"|"13128973"|"2 Abergele Road, Colwyn Bay, LL29 7NR"|"Rydal Penrhos School"|"NWBKGB2L"|"52-21-43"|"GB17 NWBK 522143 13128973"|""|"20130821180351"|"AA00025"|"Rydal Penrhos Senior School"
424|"Course"|"GBP"|"Barclays Bank Plc"|"10771775"|"Oxford East Branch"|"Rye St Antony School"|"BARCGB22"|"20-65-21"|"GB44BARC20652110771775"|""|"20130525"|""|"Rye St. Antony School"
423|"Course"|"GBP"|"HSBC"|"51438123"|""|"Ryde School"|"MIDLGB22"|"40-39-17"|"GB11MIDL40391751438123"|"Please ensure that your child's name is quoted as a reference"|"20130525"|""|"Ryde School"
482|"Course"|"GBP"|"HSBC"|"32424592"|"18 London Street, Norwich, NR2 1LG"|"Saint Felix schoolbank"|"MIDLGB2108M"|"40-35-09"|"GB19MIDL40350932424592"|""|"20130525"|""|"Saint Felix School"
430|"Course"|"GBP"|"Barclays Bank Plc"|"50300640"|"Main Street, Sedbergh, Cumbria, LA10 5BW"|"Sedbergh School"|"BARCGB22"|"20-45-28"|"GB45BARC20452850300640"|""|"20130525"|""|"Sedbergh School"
431|"Course"|"GBP"|"National Westminster Bank Plc"|"25848070"|"37 High Street, Sevenoaks, TN13 1LA"|"Sevenoaks School"|""|"60-19-02"|"GB30NWBK60190225848070"|"Bank transfers should also quote the name of the prospective pupil. Please ensure that the amount actually received by the School is the required amount once all bank charges have been deducted."|"20130525"|""|"Sevenoaks School"
433|"Course"|"GBP"|"Lloyds TSB"|"49337868"|"-"|"Shaftesbury School Barton Hill House"|"LOYDGB21063"|"30-97-41"|"GB44LOYD30974149337868"|""|"20130823173053"|"AA00025"|"Shaftesbury School"
591|"Course"|"GBP"|"HSBC"|"90010251"|"-"|"Woodhouse Grove School"|"MIDLGB2110E"|"40-02-06"|"GB06MIDL40020690010251"|""|"20151126165942"|"AA00044"|""
437|"Course"|"GBP"|"Royal Bank of Scotland"|"21215158"|"London City Office, 62/63 Threadneedle Street, London EC2R 8LA"|"Sherborne Preparatory School"|"RBOSGB2L"|"15-10-00"|"GB46RBOS15100021215158"|"Please ensure the child's details are clearly shown on the transaction so that we know who to allocate the money to."|"20130525"|""|"Sherborne Preparatory School"
71|"Course"|"GBP"|"National Westminster Bank Plc"|"33043299"|"Leatherhead Branch, 1 Bridge Street, Leatherhead, Surrey, KT22 8BT"|"Box Hill School Trust Ltd"|"NWBKGB2L"|"60-12-36"|"GB49NWBK60123633043299"|""|"20170724183809"|"AA00007"|"Box Hill School"
441|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00639248"|"13 Woodborough Road, Winscombe, North Somerset, BS25 1AB"|"Sidcot School"|"LOYDGB2L"|"30-91-84"|"GB75LOYD30918400639248"|""|"20130525"|""|"Sidcot School"
58|"Registration Fee"|"GBP"|"National Westminster Bank Plc"|"06607578"|"NatWest, 199 High Street, Berkhamsted HP4 1AW"|"Berkhamsted Schools Group"|"NWBKGB2L"|"60-02-21"|"GB64 NWBK 6002 2106 6075 78"|"Please use one of the codes below, based on the part of School your child is joining, followed by a hyphen and your child's name as a reference.

PP- Pre-Prep   P- Prep   B- Boys   G- Girls   S- Sixth   For example: S-JaneSmith"|"20240109161149"|"AA00078"|"Berkhamsted School, 6 Chesham Road, Berkhamsted, Hertfordshire HP4 3AA"
506|"Course"|"GBP"|"HSBC"|"21832980"|"94 East Street, Chichester, West Sussex, PO19 1HD"|"Steyning Grammar School"|""|"40-17-16"|"GB89MIDL40171621832980"|"If choose to pay by bank transfer, parents have to pay the service charge at both sides. Parents can pay the school fee monthly (10 instalment)"|"20130525"|""|"Steyning Grammar School"
30016|"Course"|"EUR"|"Volksbank Wien"|"462-00286-006"|"Operngasse 8, 1010 Vienna, Austria"|"AMADEUS VIENNA"|"VBWIATW1"|"43000"|"AT464300046200286006"|""|"20140430154629"|"AA00044"|""
508|"Course"|"GBP"|"National Westminster Bank Plc"|"22595813"|"York Street, Clitheroe, Lancashire, BB7 2DN"|"Stonyhurst"|"NWBKGB2L"|"01-02-14"|"GB16NWBK01021422595813"|"Please always quote your account reference or name"|"20130525"|""|"Stonyhurst College"
30011|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00407402"|"PO Box 1000, BX1 1LT"|"Chelsea Independent College Ltd"|"LOYDGB21027"|"30-95-74"|"GB13-LOYD-3095-7400-4074-02"|""|"20141217182908"|"AA00032"|"Astrum Colleges - Chelsea Independent College"
511|"Course"|"GBP"|"Clydesdale Bank plc"|"90535061"|"St John's Street Branch, 23 South Methven Street, Perth, PH1 5PQ"|"Strathallan School"|"CLYDGB21711"|"82-67-11"|"GB58CLYD82671190535061"|""|"20130525"|""|"Strathallan School"
473|"Course"|"GBP"|"National Westminster Bank Plc"|"77322924"|"Whitehaven Branch, P. O. Box 12, 71 Lowther Street, Whitehaven , Cumbria CA28 7AG"|"St. Bees School"|"NWBKGB2L"|"01-09-54"|"GB27NWBK01095477322924"|""|"20130525"|""|"St Bees School"
454|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00015303"|"147 High Street, Guildford, Surrey, GU1 3AG"|"St. Catherine's School"|"LLOYDSGB21022"|"30-93-74"|"GB36LOYD30937400015303"|""|"20130525"|""|"St. Catherine's School"
479|"Course"|"GBP"|"National Westminster Bank Plc"|"28607031"|"Po Box 14, 104 Fore Street, Hertford, SG14 1YY"|"St Edmund's College"|"NWBKGB2L"|"60-10-39"|"GB61NWBK60103928607031"|""|"20130525"|""|"St. Edmund's College"
510|"Course"|"GBP"|"Barclays Bank"|"90849375"|"Banbury"|"Stowe School Ltd"|"BARCGB22"|"20 03 84"|"GB41BARC20038490849375"|"Please quote your child’s name as the payment reference"|"20131015094426"|"AA00025"|""
415|"Others"|"GBP"|"First Trust Bank"|"50290248"|"First Trust Bank, English Street, Armagh, BT61 7LD"|"The Royal School Armagh"|"FTBKGB2B"|"93-81-65"|"GB98 FTBK 9381 6550 2902 48"|"For Pocket Money - No.2 Revenue A/C"|"20170812113403"|"AA00032"|""
426|"Course"|"GBP"|"Barclays Bank Plc"|"90542725"|"Po Box 6, Portsmouth, PO6 3DH"|"Saint Michael's College (Tenbury) Limited"|"_"|"20-69-34"|"GB72BARC20693490542725"|""|"20141231102056"|""|"King's Saint Michael's College"
16|"Registration Fee"|"GBP"|"Barclays"|"33012697"|"-"|"Epsom College"|"BARCGB22"|"20-00-00"|"GB36 BARC 200000 33012697"|"Please ensure the applicant's name is quoted as the reference."|"20231206112827"|"AA00078"|""
457|"Course"|"GBP"|"HSBC"|"81379259"|"118 Commercial Road, Portsmouth, PO1 1EP"|"St John's College"|"MIDLGB2149V"|"40-37-15"|"GB82MIDL40371581379259"|""|"20130525"|""|"St John's College"
587|"Course"|"GBP"|"Barclays Bank plc"|"10616664"|"Barclays Bank PLC, Barclays Corporate Banking, 90/92 High Street, Crawley, West Sussex, RH10 1BP, UK."|"The Malden Trust Ltd"|"BARCGB22"|"20 – 12 – 75"|"GB05 BARC 2012 7510 6166 64"|"P.S. Remember to include any transfer fee with the remittance"|"20170801103126"|"AA00032"|""
494|"Course"|"GBP"|"Barclays Bank Plc"|"40621676"|""|"St Margaret's School"|"BARCGB22"|"20-91-79"|"GB79BARC20917940621676"|""|"20130525"|""|"St Margaret's Enterprises"
668|"Course"|"GBP"|"Bank of China"|"4514 311 0188 1607 399"|"Ningbo Branch, No.139 Yaohang Street, Haishu District, Ningbo City, Zhejiang Province, 315000, PRC"|"Cook Stephen John"|""|""|""|""|"20130525"|""|"St. Martha's Senior School"
462|"Course"|"GBP"|"HSBC"|"51480154"|"2 Market Place, Chippenham, Wiltshire, SN1 3HE"|"St Mary's School, Calne"|"MIDLGB21250"|"40-17-17"|"GB80MIDL40171751480154"|"All payments must be made in pounds sterling and parents are advised to allow an additional sum to cover transfer charges, which will be levied by the transferring bank. To do this, please request that your bank pays all charges at source. Please include the surname as a reference on the bank transfer details in order for us to identify payments on our bank statements. "|"20130525"|""|"St Mary's School Calne"
302|"Course"|"GBP"|"National Westminster Bank Plc"|"08164312"|"Market Place, Loughborough, Leicestershire, LE11 3NZ"|"Loughborough Schools Foundation"|"NWBKGB2L"|"60-14-10"|"GB28NWBK60141008164312"|""|"20190326113633"|"AA00076"|"Loughborough Grammar"
464|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01346165"|"32 High Street, Shaftesbury, Dorset SP7 8JJ"|"St Mary's School Shaftesbury trust"|"LOYDGB21284"|"30-93-45"|"GB09LOYD30934501346165"|"""If you do use this method of payment, it will also be most helpful if you would include your daughter's name in the remittance details. Please ensure that your bank is aware that charges are for the remitter's account and not deducted from the payment
"""|"20130525"|""|"St Mary's School Shaftesbury"
631|"Course"|"GBP"|"Bank of Scotland"|"100136733"|"One Kingsway, Cardiff, CF10 3YB"|"St. Michael's School"|"BOFSGB21BWS"|"12-23-11"|"GB73BOFS12231100136733"|""|"20130525"|""|"St Michael's School"
409|"Course"|"GBP"|"National Westminster Bank Plc"|"05008204"|"National Westminster Bank, Church St, Fleetwood, Lancs"|"The Corporation of Rossall School"|"NWBKGB2L"|"60-08-26"|"GB65NWBK60082605008204"|""|"20240131180622"|"AA00078"|"Rossall School"
517|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00339205"|"104 Terminus Road, Eastbourne, East Sussex BN21 3AH"|"Sussex Downs College"|"LOYDGB21092"|"30-92-86"|"GB16LOYD30928600339205"|""|"20130525"|""|"Sussex Downs College"
168|"Course"|"GBP"|"Barclays Bank Plc"|"30354104"|"."|"Elstree School Clients Premium Account"|"BARCGB22"|"20-59-22"|"GB72 BARC 2059 1430 3541 04"|"20180518: Cheque made payable to Elstree School Ltd"|"20180518154936"|"AA00078"|""
419|"Course"|"GBP"|"Barclays Bank Plc"|"43933296"|"Leicester, Leicestershire, LE87 2BB, United Kingdom"|"Ruthin School Charity"|"BARCGB22"|"20-25-84"|"GB13BARC20258443933296"|""|"20201111173205"|"AA00078"|""
30020|"Course"|"GBP"|"Lloyds TSB Bank plc"|"00088500"|"University of Cambridge Branch, PO Box 1000, BX1 1LT"|"St. Andrew’s Tutorial Services Ltd trading as Select English Ltd"|"LOYDGB21018"|"30-91-56"|"GB06LOYD30915600088500"|""|"20141121135326"|"AA00032"|"St. Andrew’s Tutorial Services Ltd trading as Select English Ltd"
557|"Course"|"GBP"|"Barclays Bank Plc"|"40901075"|"14 King Streetm Truro, TR1 2RB"|"Truro High School"|"BARCGB22"|"20-87-94"|"GB31BARC20879440901075"|""|"20130525"|""|"Truro High School For Girls"
558|"Course"|"GBP"|"HSBC"|"50010200"|""|"Methodist Colleges & schoolbank, Truro School"|"MIDLGB22"|"40-02-06"|"GB85MIDL40020650010200"|"Please use the pupil's name as a reference so that the school can cross check payment"|"20130525"|""|"Truro School"
465|"Course"|"GBP"|"Lloyds Bank"|"00653408"|"University of Cambridge, 3 Sidney Street, Cambridge, CB2 3BU, UK"|"St Mary's School, Cambridge"|"LOYDGB21035"|"30-13-55"|"GB03LOYD30135500653408"|"Please ensure the applicants name is quoted as the reference, so that we can match up the payment with the application"|"20240123150319"|"AA00078"|"St Mary’s School Enterprises Ltd"
570|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00106231"|"Warminster Branch, 37 Market Place, Warminster,Wiltshire, BA12 9BD"|"Warminster School"|"LOYDGB21294"|"30-99-13"|"GB98LOYD30991300106231"|"To help us to identify the payment in our bank, please reference the payment with the student's name. We would also be grateful if you could send an email to gwebb@warminsterschool.org.uk to let us know the date the payment is made and the account number the money has transferred from."|"20130525"|""|"Warminster School"
572|"Course"|"GBP"|"HSBC"|"30853801"|"9 Rose Lane, Canterbury CT1 2JP"|""|"MIDL2122W"|"40-15-02"|"GB28MIDL40150230853801"|""|"20130525"|""|"Wellesley House School"
493|"Course"|"GBP"|"National Westminster Bank Plc"|"60837829"|"19 High Street, Heathfield, East Sussex TN21 8PL, UK"|"Mayfield School Limited"|"NWBKGB2L"|"60-10-30"|"GB30NWBK 60103060837829"|"Electronic bank transfer details"|"20221215111423"|"AA00078"|"Mayfield School Services Ltd"
575|"Course"|"GBP"|"National Westminster Bank Plc"|"52176657"|"7 High Street, Wells, Somerest, BA5 2AD"|"Wells Cathedral School"|"NWBKGB2L"|"60-23-06"|"GB78NWBK60230652176657"|""|"20130525"|""|"Wells Cathedral School"
101|"Registration Fee"|"GBP"|"HSBC Bank plc"|"80437581"|"HSBC, 60 Queen Victoria St, London, EC4N 4TR"|"CSFC Ltd"|"HBUKGB4B"|"40-11-60"|"GB79HBUK40116080437581"|"Please put the invoice number as the reference"|"20240625174702"|"AA00078"|""
581|"Course"|"GBP"|"National Westminster Bank Plc"|"80962254"|"105 High Street, Winchester, SO23 9AW"|"Hampshire County Council"|""|"55-81-26"|"GB61NWBK55812680962254"|""|"20130525"|""|"Westgate School"
325|"Course"|"GBP"|"Barclays"|"60793280"|"44/46 Castle Street, Shrewsbury, SY1 2BU"|"Moreton Hall Educational Trust Ltd"|"BARCGB22"|"20 78 01"|"GB36BARC20780160793280"|"Please use student's name or number for payment reference"|"20200707173458"|"AA00078"|""
607|"Course"|"GBP"|"Barclays Bank Plc"|"30951927"|"PO Box 1, 32 Bridge Street, Banbury, Oxon, OX16 8PS"|"Westonbirt School"|"BARCGB22"|"20-03-84"|"GB92BARC20038430951927"|""|"20130525"|""|"Westonbirt School"
590|"Course"|"GBP"|"Barclays Bank Plc"|"30793329"|"4 Church Street, Woodbridge, Suffolk, IP12 1DJ"|"Woodbridge School"|"BARCGB22"|"20-98-07"|"GB13BARC20980730793329"|""|"20130525"|""|"Woodbridge School"
592|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00592896"|"1 Pride Hill, SHREWSBURY, England, SY1 1DG"|"Woodard schoolbank (Nottinghamshire) Limited- Worksop Scholars"|"LOYDBG21301"|"30-97-62"|"GB06LOYD30976200592896"|""|"20130525"|""|"Woodard Schools (Nottinghamshire) Enterprises Ltd"
595|"Course"|"GBP"|"Barclays Bank Plc"|"90988553"|"Barclays Business Centre, 32 Bridge Street, Banbury, Oxfordshire OX16 8PS"|"Wrekin College (Wellington) Company Limited"|""|"20-03-84"|""|""|"20130525"|""|"Wrekin College"
595|"Registration Fee"|"GBP"|"Barclays Bank Plc"|"20988251"|"Barclays Business Centre, 32 Bridge Street, Banbury, Oxfordshire OX16 8PS"|"Wrekin College (Wellington) Company Limited"|""|"20-03-84"|""|""|"20130525"|""|"Wrekin College"
596|"All"|"GBP"|"Barclays Bank Plc"|"50957313"|"Summertown Branch, 211-213 Banbury Road, Oxford OX2 7HH"|"Wychwood School Ltd"|"BARCGB22"|"20-65-18"|"GB85BARC20651850957313"|""|"20130829180948"|"AA00025"|"Wychwood School"
597|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00441758"|"12 Rowcroft, Stroud, Gloucestershire, GL5 3BD"|"Wycliffe College No 2 Account"|"LOYDGB2L"|"30-98-29"|"GB77LOYD30982900441758"|""|"20130525"|""|"Wycliffe College "
599|"Course"|"GBP"|"National Westminster Bank Plc"|"85331309"|"5 Market Place, wymondham, Norfolk, NR18 0YY"|"Wymondham College"|"NWBKGB2L"|"60-24-52"|"GB54NWBK60245285331309"|"No invoice is issued for the deposit - please ask that the students full name is quoted as the payment reference. Please quote student's full name as a reference"|"20130525"|""|"Wymondham College"
593|"Course"|"GBP"|"HSBC"|"22126532"|"9 The Boulevard,Crawley,West Sussex,RH10 1UT"|"Worth School"|"HBUKGB4167F"|"40-18-22"|"GB63HBUK40182222126532"|"20180505: Bank transfer account"|"20180505100552"|"AA00078"|"Worth School"
689|"Course"|"GBP"|"National Westminster Bank Plc"|"06041159"|"52 High Street, Sidmouth, Devon EX10 8LJ"|"Sidmouth International School"|"NWBKGB2L"|"55-50-06"|"GB76NWBK55500606041159"|""|"20130525"|""|"Sidmouth International School"
691|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"51279460"|"Po Box 3, Queen Square, Wolverhampton, Wet Midlands, WV1 1RF"|"Abbey College"|"LOYDGB21114"|"30-99-83"|"GB09LOYD30998351279460"|""|"20130525"|""|"Abbey College in London"
693|"Course"|"GBP"|"Barclays Bank Plc"|"83797031"|"66 Market Place, Chippenham, Wiltshire SN15 3JA"|"Ashwicke Hall School Ltd"|"BARCGB22"|"20-84-58"|"GB43BARC20845883797031"|""|"20130525"|""|"SABIS International School UK"
638|"Course"|"GBP"|"National Westminster"|"57036373"|"Bournemouth Branch"|"White House Guardianships"|"NWBKGB2L"|"51-81-20"|"GB86NWBK5181205703 6373"|""|"20130823150820"|"AA00025"|"White House Guardianships"
316|"Course"|"GBP"|"National Westminster Bank plc"|"05105625"|"55 The Broadway, Mill Hill, London, NW7 3WF, England"|"Mill Hill School"|"NWBKGB2L"|"60-14-27"|"GB10NWBK60142705105625"|"[22May14] Clearly stating the pupil’s full name, school number (if known) and reason for payment. Please inform school when making payment by this method."|"20140522172023"|"AA00044"|""
47|"Course"|"GBP"|"Natwest"|"66414059"|"-"|"Bedales School"|"NWBKGB2L"|"60-16-26"|"GB16NWBK60162666414059"|""|"20131023175637"|"AA00025"|""
16|"Course"|"GBP"|"Allied Irish Bank"|"00415012"|"201/203 The Broadway, Wimbledon, London, SW19 1FF"|"Epsom College"|"AIBKGB 2L"|"23-84-81"|"GB32AIBK23848100415012"|"Examination Fee : GBP 20. To ensure that the funds reach the correct account, it is very important that the candidate's name is quoted as a reference"|"20200915172714"|"AA00078"|"Epsom College"
125|"Course"|"GBP"|"HSBC"|"92487918"|"62 George White Street, Cabot Circus Bristol, BS1 3BA"|"Clifton College"|"HBUKGB4B"|"40-14-13"|"GB06HBUK40141392487918"|"Please ensure that you clearly include the pupil's name in the transaction Reference field so that we can trace and indentify the transaction on receipt.

Please then forward a copy of your bank transfer to: fees@cliftoncollege.com"|"20240214160036"|"AA00078"|"Clifton College"
561|"Course"|"GBP"|"National Westminster Bank Plc"|"10216731"|"Birmingham City Centre Office, 1 St Philip's Place, Birmingham, B3 2PP"|"UCB"|"NWBKGB2L"|"60-02-35"|"GB40NWBK60023510216731"|"Please ask your bank to quote the student's name and what the payment is for (i.e. tuition fees pre-payment)"|"20130525"|""|"University College Birmingham"
603|"Course"|"GBP"|"Bank of Scotland"|"22305878"|"PO Box 412, 62-63 Threaneedle Street, London, EC2R 8LA"|"Abbey College Cambridge"|"RBOSGB2L"|"15-10-00"|"GB97RBOS15100022305878"|""|"20130525"|""|"Abbey College Cambridge"
383|"Course"|"GBP"|"Lloyds Bank"|"29008968"|"84 Victoria Road, Ferndown, Dorset, BH22 9JB, United Kingdom"|"Quest Guardians Limited"|"LOYDGB21270"|"30 93 25"|"GB53LOYD30932529008968"|""|"20140709133300"|"AA00044"|""
530|"Course"|"GBP"|"Lloyds TSB Bank plc"|"01748064"|"Belle Vue Terrace, Malvern, Worcestershire"|"The Downs Malvern College Prep School"|"LOYDGB211139"|"30-95-41"|"GB20 LOYD 3095 4101 7480 64"|""|"20200808113913"|"AA00078"|""
53|"Course"|"GBP"|"Barclays Bank PLC"|"73176630"|"-"|"Beechwood School Limited"|"BARCGB22"|"20-40-89"|"GB70 BARC 2040897316630"|"Please put child's name as reference on the payment."|"20210220101904"|"AA00078"|""
635|"Course"|"GBP"|"National Westminster Bank Plc"|"39218635"|"PO Box 12258, 1 Princes Street, London EC2R 8PA"|"London South Bank University"|"NWBKGB2"|"60-00-01"|"GB33NWBK60000139218635"|"Reference: Surname of student, student number and reason for transfer - for example: John Smith, 12345678, Tuition fees payment. Payments from with the UK should be made using our sort code and account number for payments"|"20130525"|""|"London South Bank University"
649|"Course"|"GBP"|"Barclays Bank Plc"|"43302687"|""|"Sedbergh School Developments Limited"|"BARCGB22"|"20-45-28"|"GB28BARC20452843302687"|""|"20130525"|""|"Sedbergh International Summer School"
554|"Course"|"GBP"|"Royal Bank of Scotland"|"11927778"|"Long Eaton branch"|"Trent College Ltd"|"RBOSGB2L"|"16-24-21"|"GB14RBOS16242111927778"|"Reference: Please quote the student’s full name when sending payment"|"20140301110137"|"AA00039"|"Trent College"
94|"Course"|"GBP"|"Barclays Bank PLC"|"90170941"|"9-11 St Andrews Street, Cambridge, CB2 3AA"|"Cambridge Centre for Sixth-Form Studies"|"BARCGB22"|"20-17-19"|"GB43 BARC2017 1990 1709 41"|""|"20180615141631"|"AA00078"|""
490|"Course"|"GBP"|"Barclays Bank Plc"|"80773018"|"Sidmouth Branch, 40 High Street, Sidmouth, EX10 8EB"|"St John's School Trust (Sidmouth) Ltd"|""|"20-30-47"|"GB53BARC20304780773018"|""|"20130525"|""|"St. John's School"
258|"Course"|"GBP"|"Royal Bank of Scotland"|"23109401"|"Threadneedle Street  LONDON EC2R 8LA"|"KING EDWARD’S SCHOOL WITLEY"|"RBOSGB2L"|"16-00-15"|"GB23RBOS16001523109401"|"Please ensure you use the pupil's full name as your reference"|"20210904145617"|"AA00078"|""
502|"Course"|"GBP"|"National Westminster Bank Plc"|"08802106"|"Canterbury City Centre Branch 11 The Parade, Canterbury, Kent CT1 2SQ"|"Stafford House School of English Ltd"|"NWBKGB2L"|"60-04-27"|"GB10NWBK60042708802106"|""|"20130525"|""|"Stafford House College"
23|"Course"|"GBP"|"Barclays Bank Plc"|"60501751"|"Knightsbridge Business Centre, PO Box 32014, London, NW1 2ZG"|"Abacus College Limited"|"BARCGB22"|"20-06-05"|"GB44BARC20060560501751"|""|"20130525"|""|"Abacus College"
502|"Course"|"GBP"|"National Westminster Bank Plc"|"90780329"|"Canterbury City Centre Branch 11 The Parade, Canterbury, Kent CT1 2SQ"|"Stafford House School of English Ltd"|"NWBKGB2L"|"60-04-27"|"GB46NWBK60042790780329"|"Please use this bank account with immediate effect for enrolments to CATS Canterbury"|"20130525"|""|"Stafford House College"
503|"Course"|"GBP"|"Barclays Bank Plc"|"60827932"|"46-49 Broad Street, Stamford, Lincolnshire, PE9 1PZ"|"Stamford High School"|"BARCGB22"|"20-81-20"|"GB65BARC20812060827932"|"Reference: name of pupil"|"20130525"|""|"Stamford High School"
513|"Course"|"GBP"|"HSBC"|"21406647"|"61 High Street, Staines, Surrey TW18 4QW"|"Strode's College"|""|"40-43-04"|"GB47MIDL40430421406647"|""|"20130525"|""|"Strode's College"
61|"Course"|"GBP"|"Lloyds TSB Bank plc"|"00006131"|"Bishop's Stortford Branch, 20 North Street, Bishop's Stortford, CM23 2LN"|"Bishop's Stortford College"|"LOYDGB2L"|"30-90-84"|"GB 83 LOYD 30 90 84 00006131"|""|"20191123095118"|"AA00078"|"Bishops Stortford College"
550|"Course"|"GBP"|"Barclays Bank Plc"|"60856053"|"139/142 North Street, Brighton, East Sussex, BN1 1RU"|"The Towers Convent School"|"BARCGB22"|"20-12-75"|"GB22BARC20127560856053"|""|"20130525"|""|"Towers Convent School (The)"
103|"Course"|"GBP"|"HSBC"|"30113050"|"60 Queen Victoria Street, London, EC4N 4TR"|"Caterham School Limited"|"MIDLGB22"|"40-11-60"|"GB93HBUK40116030113050"|"20181205: Acceptance fee payable to ""Caterham School Limited"""|"20201014110718"|"AA00078"|""
440|"Course"|"GBP"|"Allied Irish Bank"|"26774108"|""|"Sibford School Ltd Current Account"|"AIBKGB2L"|"23-85-85"|"GB53AIBK23858526774108"|""|"20130525"|""|"Sibford School"
452|"Course"|"GBP"|"Barclays Bank Plc"|"60178691"|"Knightsbridge Business Centre, PO Box 32014, London, NW1 2ZG"|"St Bede's International Summer School"|"BARCGB22"|"20-06-05"|"GB36BARC20060560178691"|"We have opened a separate bank account for Students’ Pocket Money. Parents wishing to send Pocket Money in advance, should use our new Pocket Money Payment Portal via https://www.stbedessummerschool.org/onlinebooking_makepocketmoneypayment.asp 

1. Please state the student's full name or the invoice number as the reference. 2. Make sure you pay all bank charges so that St Bede's receives the full amount."|"20130530173027"|"AA00025"|"Bede's International Summer Schools"
471|"Course"|"GBP"|"National Westminster Bank Plc"|"57964270"|"Eastbourne Town Centre Branch, 96 Terminus Road, Eastbourne, BN21 3LX"|"St Andrew's School Trust (Eastbourne) Ltd"|"NWBKGB2L"|"52-41-00"|"GB83NWBK52410057964270"|""|"20130525"|""|"St. Andrew's School"
488|"Course"|"GBP"|"HSBC"|"91363344"|"69 Pall Mall, London, SW1Y 5EY"|"St John's Beaumont"|"MIDLGB22"|"40-05-20"|""|""|"20130525"|""|"St. John's Beaumont"
489|"Course"|"GBP"|"HSBC"|"90724521"|"18 North Street, Leatherhead, Surrey KT22 7AR"|"St. John's School Leatherhead"|""|"40-27-07"|""|""|"20130525"|""|"St. John's School, Leatherhead"
321|"Course"|"GBP"|"National Westminster Bank Plc"|"57158320"|"15 High Street, Bath, BA1 5AH"|"Monkton Combe School"|"NWBKGB2L"|"56-00-34"|"GB40NWBK56003457158320"|""|"20130525"|""|"Monkton Combe Junior School"
