"school_id"|"infotype"|"info"|"lastupdate"|"staffid"|"remarks"|"ssyear"
36|"Music Instrument"|"[15 Jul 2009] 
GBP46 per term"|"20121126151713"|"AA00032"|""|" "
36|"Music Tuition"|"[15 Jul 2009] 
GBP202 for 10 x 30 minute lessons"|"20121126151658"|"AA00032"|""|" "
482|"Long Weekend Arrangement"|"Can Stay, 6th form boarder can stay with a nominal charge. May stay for half term (about GBP 17.5/night).  Younger oversea boarder are encouraged to go."|"20130723170000"|""|""|"2013-14"
271|"Sibling Discount"|"Where there are at least TWO siblings in the school the fee is discounted by 10% for all but the oldest."|"20140411120932"|"AA00044"|""|"2014-15"
36|"Others"|"[26 Mar 2009] A level and IB students in the Sixth Form is approximately 50:50.

[10 Jun 2011] Hilton House info on server

- The full-boarding of Ardingly College Jr School (Yr 8 and below) is due to end in Sep 2006. The School will continue with flexi or weekly boarding from then onwards.

45 minutes from London Victoria Station to Haywards Heath Station. Then taxi to the school which cost GBP 10.

[5 Jun 2006] Junior school only takes weekly boarders.
[11 Jul 2006] No internet access in bedroom

Lower Sixth form girls House has very few single rooms, therefore the majority of girls share, some with Day girls and some with other boarders."|"20121126151903"|"AA00032"|""|" "
36|"Music Instrument"|"[7 DEC 2012] 
GBP47.5 per term"|"20121207152014"|"AA00032"|""|" "
40|"Others"|"[11 May 2011] 
Sixth form pupils are required to wear a business suit. If students wish to do so, they can purchase a suit from our school uniform supplier, Schoolblazer, as follows:

Navy blue or black suit for the girls (trousers or skirt)
Navy blue suit for the boys (a black suit for boys is currently not available).

Schoolblazer will deliver any items purchased to the school for students to collect on arrival.

For more details please visit www.schoolblazer.com.

[Jun 2010] 
A school duvet and pillow will be provided but the majority of our boarders prefer to buy their own duvet and pillow once they arrive. please provide two named duvet covers and pillowcases.

[Dec 2007]
Name tapes only need include the students name, no other information is required

- most rooms have internet access
- a total of 116 boarders (male and female) of which 56 are from China and 26 are from Hong Kong (14 are British Hong Kong).

[3 Apr 2004] 
The nationalities of our male boarders are as follows: 23 Chinese/Hong Kong. 3 Nigerian. 1 Canadian. 1 Saudi Arabian. 1 German. 1 French. 1 Russian. 1 British.

- The avereage class size in year 10 is 15 students
- The number of students sharing a room i year 10 is 2 or 3.
- The number of computers available at school for internet access is 183
- No I.T subject at A-level
- single ensuite room for upper sixth, lower sixth may have single room if any left from upper sixth. (19.03.08.
- will recruit day boys starting from Sept 2006"|"20121126153512"|"AA00032"|""|" "
41|"Airport Pickup Remark"|"[9 Nov 2011] 
Free of charge

[Aug 2008]
Airport pick-up contact Mr. Neil Cornforth (better email + call him near end of August), Senior Housemaster. He will meet students at Manchester airport."|"20121126153752"|"AA00032"|""|" "
2|"Others"|"[14 May 2011] 
I have been informed by the Bursar that the school does not currently arrange private medical insurance for pupils.

General healthcare in the UK is provided free by the National Health Service (NHS). There is a system of private healthcare which is insurance backed and is provided by companies such as BUPA and AXA PPP, however we are not sure if this is available to individuals who are not British citizens. It may be straightforward for a family to contact a provider directly. In any event, accidents and emergencies would always be dealt with by the NHS. The school has its own Medical Centre which is staffed by qualified nurses and they will typically deal with minor ailments. Sometimes a pupil will be referred to the school doctor who will take further action as appropriate. The school also carries travel insurance for pupils who are travelling on school trips.

Sixth form can do their own laundry. But school will collect beddings for clean once a week.

[26 Aug 2009]: Next open day on Wednesday 7th October for anyone who would like to come and visit the school.

[25 July 2009] Charges for the major options from 1 Sep 2008
[25 July 2009] Music Instrument Lessons GBP 24.5 for 40 mins
[25 July 2009] Music Instrument Hire GBP 34.5 per term
[25 July 2009] Speech and Drama Lessons GBP 24.5 for 40 mins
[25 July 2009] Occasional Boarding - Year 8 and below per night GBP 27.5
[25 July 2009] Occassional Boarding - Year 9 and above GBP 37.5

[25 Jun 2008]- Second hand uniform shop in school - Nearly New Uniform Shop, please contact Claire Milne on 0117 905 5200 to make an appointment.

[23 Aug 2004] - Charge one off fee of GBP80 for laundry

[25 July 2009] - The first term's fees for boarders resident overseas are due 4 months before the start of first term (or on the date of acceptance if later)
[8 Apr 2010] - Parents are reminded that accounts are payable by the first day of each term. A late payment surcharge of 1.00% per month (compound) is chargeable on outstanding debts after the first day of term. Tuition fees, certain standard charges and outstanding deposits are charged termly in advance. All other disbursements/extras are charged termly in arrears."|"20121126154837"|"AA00032"|""|" "
53|"Extras"|"[8 Aug 2003]
- Charge for Linen GBP 30 /term and Laundry GBP 32 / term

[26 Jul 2007]
- Learning Support Individual GBP 15 per lesson, 2 pupils GBP 8 per lessons, group GBP 5 per lesson
- Morrisby test is a compulsory test. It is a series of tests that will help with career guidance and a student's strengths and weaknesses GBP160"|"20121126164844"|"AA00032"|""|" "
2|"Parent / Student Comment"|"[24 Feb 2004]: one of the old parents told me that students should book flights back to HK one day earlier than it is stated in the term date. For example, the term date stated 12/Dec is the end of term, student should book 11/Dec flight to HK because if they fly on 11/Dec, school has transportation to take them to airport, otherwise, if they fly on 12/Dec, they have to pay for taxi."|"20121126154904"|"AA00032"|""|" "
44|"Airport Pickup Remark"|"[Aug 2008] Can arrange taxi transfer - contact Alison Gourmley AGourmley@bathacademy.co.uk

[12 May 2010]
Bristol (GBP 58.00) / Heathrow (GBP 184.00)"|"20121126155820"|"AA00032"|""|" "
44|"Others"|"[23 Aug 2008]
- 100% pass rate on A2 exams for A-level 08 students
- Students can arrive one or two days before the term starts in September.

[15 July 2005]
Bedding will be provided by school.

- Accommodation costs do not include X'mas and Easter holidays. It is not possible to stay at hostel during X'mas but students could stay during Easter holidays (extra charge will be GBP 25 per day in advance). Easy walking distance to college

- All college hostels internet access in the room is free of charge but they need to buy a network card from a local supplier after they arrive to access this. Internet access is also free at the college. Full board accommodation are equipped with TV and DVD player

Students will choose their subjects when they arrive."|"20121126155934"|"AA00032"|""|" "
48|"No. of Chinese Students"|"[15 May 2008]
School recruit 40 girls from overseas

[04 Dec 2007]
About 65-70% of our boarding community is from Asia we have 135 boarders in total across the year groups.

[12 Dec 2007]
We have 803 girls on roll of which 134 are boarders. There are 78 sixth form boarders, spread over Years 12 and 13. Of these 78 sixth form boarders, there are 48 from Asia which incorporates China, Thailand, Vietnam, Brunei, HK etc."|"20121126163413"|"AA00032"|""|" "
482|"Airport Pickup Remark"|"[28 Jun 2013] Regarding begininng of term arrangements.  We do offer an airport transfer for students.  This does involve an additional cost.  From either Heathrow or Gatwick Airports the price is approximately GBP160 one way (airport-school).  However, at the beginning of term we do have several students arriving on either the same flights or flights close together so we operate a sharing system which makes the cost cheaper."|"20130628095634"|"AA00025"|""|"2013-14"
61|"Travel information"|"Heathrow Airport

There are 3 options for travelling from the airport to the College, as follows:

•	By coach (National Express) from Heathrow Airport to Stansted Airport (approx 1½ hours). 
Taxi from Stansted Airport to the College (10 minutes). 

•	By train (Heathrow Express) from Heathrow Airport to Paddington Station (15 minutes).  
Underground train (Tube) from Paddington Station to Liverpool Street Station on the Hammersmith and City Line (30 minutes).  
Train from Liverpool Street to Bishop’s Stortford (40 minutes). 
Taxi to College (5 minutes).

•	By taxi.  Costs approximately £90."|"20130919095328"|"AA00025"|""|"2013-14"
48|"Others"|"[15 May 2008]
In years 10 and 11 (girls aged 14-16) most overseas girls take EAL as an option to receive support for their GCSE subjects, although some prefer to take a full quota of GCSEs and have an EAL lesson at lunchtime at an additional cost to their parents. For all year groups the class sizes are a maximum of twelve students.
In the Sixth Form, four IELTS preparation classes are offered each week. Students who do not require the IELTS for university entrance may choose to have 1 or 2 support lessons each week to help them with language for their A level or IB studies.
The class sizes range from a maximum of fifteen at Sixth Form, to around twenty-one at Key Stage 3 (girls aged 11-14). Excluding weekends, our staff ratio is just under 1:10.
Younger girls will share rooms with two or three others. Girls in exam years (GCSE, Alevel or IB) will either share with one other girl, or have a single room.
New girls usually arrive for 1 2 day induction prior to the start of the Autumn Term to allow for orientation before our other girls return

[19 Aug 2005]
- Year 7: stay in Junior Boarding house which accommodates 11 girls in total, 4 girls in one room
- Students have to bring duvet covers, pillow cases and a hairdryer.
- Second hand uniform shop is available at school"|"20121126163625"|"AA00032"|""|" "
50|"EFL Costs"|"[1 Nov 12]
EFL & Academic Support
Hourly rate per individual lesson £33.00
Autumn(12 weeks), Sprinp(11 weeks), Summer(10weeks)
Individual Lessons
One per week £396.00(12) £363.00(11) £330.00(10)
Two per week £792.00(12) £726.00(11) £660.00(10)
Three per week £1188.00(12) £1089.00(11) £990.00(10)
Four per week £1584.00(12) £1452.00(11) £1320.00(10)
Joint Lessons
One per week £237.60(12) £217.80(11) £198.00(10)
Two per week £475.20(12) £435.60(11) £396.00(10)
Three per week £712.80(12) £653.40(11) £594.00(10)
Four per week £950.40(12) £871.20(11) £792.00(10)

[9 Nov 11] Hourly rate per individual lesson GBP 36. As a rough guide, charges for the 2008 / 2009 academic year vary as follows:
1 individual lesson per week - Ã"|"20121126163831"|"AA00032"|""|" "
50|"Others"|"[8 Jan 2008]
Students allocation: 
In this year's Y12, 49 are doing IB1 and 95 are doing AS overall. All IB1 take Maths of some sort.

Maths:
48 doing AS
plus 9 doing AS Maths and Further Maths
10 doing IB higher
29 doing IB standard
10 doing IB Maths Studies
(No such thing as IB Further Maths)

Physics:
29 doing AS
12 doing IB higher
6 doing IB standard

Chemistry:
28 doing AS
13 doing IB higher
3 doing IB standard

Economics:
36 doing AS
24 doing IB higher
1 doing IB standard

Boarders always come back the day before dayboys do and before lessons begin every term."|"20121126164117"|"AA00032"|""|" "
50|"Admission Procedures"|"DO NOT SEND PILES OF STUDENT INFO TO SCHOO"|"20121126163943"|"AA00032"|""|" "
50|"Others"|"Chinese Lessons: 
Beginners 1 - (40min) GBP4.75, 
Beginners 2/3 - (40mins) GBP6.40, 
GCSE - (60mins) GBP9.25
AS/A2 - (90mins) GBP13.9
Individual tuition - (40mins) GBP50"|"20121207160522"|"AA00032"|""|" "
52|"EFL Costs"|"[26 Jul 2006]
GBP500 per term"|"20121126164534"|"AA00032"|""|" "
52|"EFL Costs"|"Courses on offer:
Intensive Pre-sessional VI Form English course:
£8,300 per term
• One class (maximum 8 students) 6 days a week.
• Intensive EAL lessons (14 periods per week)
• 14 periods per week of curriculum lessons to include L6 Maths
and/or Physics (however subject choice is not critical at this
stage, rather the need to experience “English in lessons” is the
objective).
• Assessment at the end of each term in English
• Progress report is sent to parents.
• Individual subject reports
• Transferral to mainstream school at the start of the next
academic year if they pass FCE (equivalent to IELTS 5.0) in the
end of the year test.
• Full boarding
• Sunday activity programme (additional costs may apply)
• Fees include one FCE or IELTS exam fee
• Focus on improving spoken English before moving into Sixth
Form
• Each week you will have many opportunities to take part in
sporting activities plus music and drama."|"20121207161517"|"AA00032"|""|" "
107|"Airport Pickup"|"[22Mar14] Yes"|"20140322185332"|"AA00044"|""|"2014-15"
53|"Extras"|"[26 Jul 2007]
- Learning Support Individual GBP 15 per lesson, 2 pupils GBP 8 per lessons, group GBP 5 per lesson
- Morrisby test is a compulsory test. It is a series of tests that will help with career guidance and a student's strengths and weaknesses GBP160"|"20121207162058"|"AA00032"|""|" "
55|"Admission Procedures"|"[14 Nov 2008]
Return of deposit:
Refundable deposits are transferred into the student's (or parents) bank account after the student has left the college.
Before students leave the school, they are asked for bank details so that our accounts can arrange for the refund to be made.
It takes upto 29 days after the student has left to receive the money back (assuming there have been no extra charges, such as text books etc... which will be deducted from the deposit and the student alerted).

[18 Mar 2010]
School cannot assess the student using the Academic Asia screening test
When we are assessing a student we require
1 The completed application form (Please ensure all fields are filled out).
2 Secondary School Academic Transcripts
3 (for GCSE student only) Proof of English level or a completed pre-arrival test - We must have the Bellerbys version of this test. For all non-GCSE students - their transcripts are sufficient."|"20121126165204"|"AA00032"|""|" "
55|"Airport Pickup Remark"|"[Aug 2008]
contact Mr. Kieren Griffiths kgriffiths@studygroup.com

[26 Mar 2008]
- Airport transfer is charge is based on the assumption that there will be one student per vehicle. Sometimes during peak season the airport transfer may be shared and there may be 2-3 students per vehicle. If this happens students will be refunded half or two thirds of their airport transfer fee - please ask your student to claim the money from campus after arrival.

[6 Mar 2006]
- recommend students arrive 24 to 48 hrs prior to commencement of their courses
- from Heathrow to: Brighton GBP91 / Cambridge GBP113 / London GBP82 / Oxford GBP113
- from Gatwick to: Brighton GBP61 / Cambridge GBP134 / London GBP93 / Oxford GBP153
- from Stansted to: Cambridge GBP64 / London GBP108"|"20121126165227"|"AA00032"|""|" "
55|"Extras"|"[29 Jul 2010]
students come from about 70 different countries.


The accommodation in homestay and hall of residence is half board. This means 2 meals a day are included in the price.

[29 Aug 2007]
Additional accommodation is charged at GBP33.14 a day during vacation periods such as Christmas, Easter and Summer holiday"|"20121126165130"|"AA00032"|""|" "
247|"School Web Agent Login"|"Web: http://jlcparentportal.leggott.ac.uk
Username: AcademicAsiaHK
Password:438JzyhE"|"20150306163335"|"AA00003"|""|"2015-16"
55|"Scholarships"|"[26 Mar 2008]
A-level scholarships for students with outstanding HKCEE re sults. We expect these type of students will be aiming for top 5 universities in the UK so don't forget to remind them that 11 Bellerbys College graduates entered University of Cambridge in 2007, a further 7 were accepted into Imperial College and another 11 were accepted into London School of Economics.

Kindly be noted the additional information for A-level Scholarship:

- Open to all HK agents
- For students entering a 5 or 6 terms A-level programme at Bellerbys
- For students commencing A-levels in September 2008 or January 2009
- Students to be selected on their academic achievement
- Scholarships are GBP1,600/term (or GBP9,600 in total) for students achieving all As & Bs for key subjects OR
- GBP800/term (or GBP4,800 in total) for students achieving all Bs and Cs for key subjects
- Students may also require an interview where they will need to demonstrate their overall academic and extra-curricular excellence
- Scholarships are awarded based on final HKCEE results but conditional scholarships can be awarded earlier"|"20121126165147"|"AA00032"|""|" "
55|"Scholarships"|"Can I get a scholarship to study at Bellerbys College?
 
As a general rule, Bellerbys College is unable to offer student scholarships. However, from time to time, opportunities do arise for students from certain countries to obtain discounts on course fees."|"20121207163236"|"AA00032"|""|" "
57|"Scholarships"|"[4 Sept 2003]
School offer Lower School Academic, Music, Art, DT and Sports Scholarsips for Year 9 students. These exams are always take place at Beneden at the beginning of the Spring term and the closing date for entry is Monday 1 Dec 03.
The Beneden Hong Kong trust offers academic scholarships especially for students living in Hong Kong. To obtain more information about these please contact Ms Priscilla HO, Secretary to Mr Michael LEung on tel 24237712 or fax: 24804628. These scholarships are always advertised in the local H.K. newspapers."|"20121126165413"|"AA00032"|""|" "
58|"Others"|"[12 Jun 2009]
- Uniform can be obtained from www.schoolblazer.com

[26 Mar 2011]
Pat said boarders can return to boarding house from Thursday (1st sept11). There will be induction program on the Friday (2nd Sept11) and activities over the weekend.

[13 Jan 2009]
It is usual for boarders to return to the boarding house the evening before term commences in the Hilary and Trinity Terms. In the Michaelmas Term the boarding house does not open until the Sunday evening prior to the Monday start of term. Any Y12 student wishing to attend the Friday induction morning the week before is very welcome to do so but must make their own arrangements for the Friday and Saturday nights.

[6 Jun 2007]
Programme for new Lower 6 formers:
8.30 a.m. Students (in school uniform) meet in House rooms
8.45 a.m. Introductory talk by Mr Hartley and the Principal
9.00 a.m. Timetable instruction
10.00 a.m. - 10.30 a.m. Coffee
10.30 a.m. - 12.30 p.m. Induction sessions
12.30 p.m. Tour of the school for new students

Students may leave once course/timetable have been finished.

Obviously boarders are welcome to join in the above, but if they cannot they will have the opportunity to consult with their Head of House on Monday 10 September. Unfortunately, no boarding facilities are available until the evening of Sunday 9 September.

[31 Mar 2004]
Sixth Form students normally have their own room, but sometimes it is necessary to put two in a room."|"20121126170021"|"AA00032"|""|" "
58|"Parent / Student Comment"|"[24 Oct 2006]
Do not offer Computer Studies at AL.

[13 Aug 2008]
Trains run very frequently from Euston Station in London to Berkhamsted (about 4 an hour) and the journey takes about 35 - 45 minutes. The school and the boarding house are a short walk from Berkhamsted station."|"20121126170048"|"AA00032"|""|" "
71|"Others"|"IB available.
- School does not offer commission on pre-school course.

School Fees for 2005/06 - GBP6945 per term.

uniform shop: contact Meg Pajor on:

Telephone - 0044 1372 385057

E-mail - shop@boxhillschool.org.uk"|"20121126172829"|"AA00032"|""|" "
330|"Long Weekend Arrangement"|"Please note that The Mount School will be closed for the May"|"20130723170000"|""|""|"2013-14"
59|"Others"|"[26 Nov 2011]
Some questions and answers between student and school.
*How is the use of internet being controlled? Is it unlimited access?
>Internet access is controlled. It cuts off at midnight during the week.
*Any Saturday school?
>No Saturday school but there are activities for the boarders.
*When is the dinner time, prep time and light out time?
>Breakfast is 7.45-8.10am / lunch 12.45pm / Dinner is at 5.45pm in the week. Sunday has a brunch at 11am and no breakfast or lunch. Prep in the week is 6.30pm – 8.30pm. No prep on weekends. Students are go to their rooms at 10.45pm. Main lights out at 11pm.
*What is the % getting into university?
>Approximately 85%
*Will Year 12 students be given a single room or do they have to share a room with others?
>Year 12 have single room if in the Orchard but not all year 12 are guaranteed a place in the Orchard. It will be offered to year 13 first.
*Will sixth form students be allowed to go to town after school or during weekend by themselves?
>Students can go to town on the weekend but the housemaster must have written consent for them to go from parents.
*What is the approx. number of Chinese students joining the school this year? And the number of Chinese students who are currently studying in the school?
>At the moment, we only have 3 Chinese students on record to join us in September but this will usually rise during the year. We currently have 29 Chinese students but will be losing 5 of those from our Upper Sixth at the end of the summer term.
*Apart from PE lessons will students be allowed to play sports or use the facilities after school or during weekends?
>Students are encouraged to use the sports facilities as much as possible. There are evening and weekend activities.

[7 Apr 2005]
Boarders cannot stay at the boarding house during half term but they could stay at exact weekend.

[27 Aug 2008]
overseas students can stay at school for home weekends so there is no need for them to go to their guardians."|"20121126170351"|"AA00032"|""|" "
61|"6th Form Requirements"|"[30 Oct 2012]
For Sixth Form entry, the requirements are now:
1) a minimum of either 7B grades at GCSE (or equivalent) or 3A and 2B grades at GCSE (or equivalent)
2) at least a B grade in the GCSE subject (or equivalent) for each A level to be studied;
3) a good disciplinary and attendance record

[26 May 2011]
All applicants are expected to sit our entry tests regardless of the exams they are taking.

If students are taking GCSEs, we make our offer based on the results of the entry tests. The offer is conditional upon the student gaining at least 5 GCSEs at Grade B or above, including at least Grade B in those subjects he/she wants to continue through to Sixth Form. This offer is also subject to a satisfactory reference from his/her school.

[5 Sept 2007]
5 C HKCEE"|"20121126170819"|"AA00032"|""|" "
61|"Others"|"[22 July 2011]
I am writing to let you know that next week I will start looking through new enquiries for Year 9 and Year 12 entry in September 2012. I am sorry to say that we will not be recruiting for Year 10, as our current Year 9 is oversubscribed.

[25 May 2006]
wireless BB at school
boarders can stay during the exact weekend, the charge is GBP 25 per night.

[19 Apr 2008]
School is happy to keep the early arrivals' luggage during summer holiday."|"20121126170749"|"AA00032"|""|" "
61|"Scholarships"|"[16 Sept 2011]
Student’s parents would need to indicate on the application form (tick box at the bottom of page 1) that they would like the student to be considered for an Academic scholarship. Academic scholarships are be awarded on the basis of the candidate’s performance in the entry tests. We do not have separate scholarship papers.

[25 Apr 2007]
For all students: Academic Scholarship: 5-15% for Y9, 10-40% for Y12
Academic scholarship would be awarded on the basis of the entry test results. Music scholarship: Visit College for a music audition, which would be held during the week beginning 3rd March 2008.
Art scholarship: Visit College in March 08 for an art interview, when he will present his portfolio and a set project."|"20121126170712"|"AA00032"|""|" "
575|"Accommodation"|"Boarding"|"20130111134042"|""|""|"2013-14"
61|"Travel information"|"Heathrow Airport

There are 3 options for travelling from the airport to the College, as follows:

•	By coach (National Express) from Heathrow Airport to Stansted Airport (approx 1½ hours). 
Taxi from Stansted Airport to the College (10 minutes). 

•	By train (Heathrow Express) from Heathrow Airport to Paddington Station (15 minutes).  
Underground train (Tube) from Paddington Station to Liverpool Street Station on the Hammersmith and City Line (30 minutes).  
Train from Liverpool Street to Bishop’s Stortford (40 minutes). 
Taxi to College (5 minutes).

•	By taxi.  Costs approximately £90.

Stansted Airport

The most convenient way to travel from the airport to the College is by taxi, which takes about 15 minutes. This will cost approximately £12.00."|"20130919095343"|"AA00025"|""|"2013-14"
11|"Airport Pickup"|"Taxi fare from Heathrow to School
Two local Shaftesbury companies used by our students are 
Country Cars -01747 850950 and
Shaftesbury Taxis - 01747 855009
The cost is usually around £100 [29 August 2011]


Please have a look at ‘Contacts’ and then ‘Coach Routes’ on School's web site. Also please find document from server about the coach service from airports – times will be similar for next year.

Once pupils are in the School travel arrangements are made under the guidance of the pupil’s Housemaster. Most Hong Kong pupils travel via Heathrow. When boys are older they sometimes group together and book a private transfer by taxi. For a single person the cost would be in the region of £130. Parents often accompany their children on their first term, bringing them in September (on the Sunday afternoon) and after that they travel independently. All school uniform can remain at School during the holidays. [11 March 2011]
Shrewsbury's Master in charge of 
Transport, John Balcombe, deal w/ overseas the coach service / only help book private bus approx GBP40 from Heathrow Airport to sch (personally I dont advise student using this service as driver cant confirm the pickup point - Aug 10)"|"20130111104002"|"AA00032"|""|""
74|"Others"|"[13 Sep 2003]
- 20 girls boarders
60 girls at school

[22 Sep 2003]
- Free coach service to London Victoria or Clapham Stations for every exact weekend and half term.

[Jan 2006]
- Nearest train station called East Grenstead

- 8 beds in one dorm

- More leavers' destinations in master"|"20121126173546"|"AA00032"|""|" "
76|"Others"|"[21 Dec 2004]
GBP 5000 when accepting the offer, GBP 4000 will be refunded in the first term's fee and the remaining GBP 1000 will be held until the student left the school.

[17 Apr 2007]
Even our existing boarders have to take away all their possessions so it is not possible for us to make allowances for new boarders."|"20121126173917"|"AA00032"|""|" "
21|"Others"|"[24 Aug 2012]
The following people can help should there be any urgent enquiry about exam results:
The Examinations Office can be reached on mcremona@brightoncollege.net
Mr. Bird can be contacted on abird@brightoncollege.net
Mrs. Riley can be contacted on jriley@brightoncollege.net
Ms. Malloch can be contacted on cmalloch@brightoncollege.net

[19 Aug 2011]
School Visit - typically able to accommodate requests to visit in the 18 months prior to the proposed start date, once the pupil is also registered with us, and we are confident that he or she is at a sufficient academic level to stand a good chance of securing a place.

[27 July 2011]
Based on the reports sent, we would be happy to consider the candidate for a Year 12 boarding place for September 2012 and look forward to receiving the following:-

1) Completed registration form ((the attached form (updated 04/07/2011) is the most current which should be used for all future applicants until further notice; please discard any other forms you have on file)) – please ensure that this form is fully completed, ie. current school details with duration of study (for confidential reference request purposes) and agent contact details (if applicable).
2) £300 registration fee (relevant payment forms attached) – if the payment is made by bank transfer, please ensure that the instructions (on attached form ‘Bank Detail.doc’) are carefully followed to assist us with tracing of payment.
3) Copy of passport (only the Biometrics page is required showing date of birth, nationality, photo, etc)

PLEASE NOTE: TO ENURE THAT A CANDIDATE’S APPLICATION IS DEALT WITH AS EFFICIENTLY AS POSSIBLE, PLEASE CAN YOU COLLECT ALL THE ABOVE INFORMATION (POINTS 1, 2 AND 3) BEFORE SUBMITTING; EVEN IF THIS DELAYS THE APPLICATION SLIGHTLY. UPON RECEIPT OF POINTS 1, 2 AND 3 ONLY THEN WILL THE CANDIDATE BE FORMALLY REGISTERED FOR YEAR 12 ENTRY FOR SEPTEMBER 2012 – YOUR CO-OPERATION WITH THIS MATTER IS GREATLY APPRECIATED.

Upon receipt of the above, the candidate will be required to sit our assessment papers in October at your offices in Hong Kong and we will contact you nearer the time. We will also contact the current school for a confidential reference at that time.

[15 Jan 2011]
Record Oxbridge Results for 2011
School have had some very good news from Oxford and Cambridge. 18 pupils have received offers - which equals the 2009 record - and they will have a further 11 pupils in the Cambridge pool so this number is likely to rise

[3 Nov 2009]
For lower form applications, they are now asking for correct age. 6th form is ok for HK age."|"20121126174254"|"AA00032"|""|" "
577|"Accommodation"|"Boarding"|"20130111134042"|""|""|"2013-14"
250|"Airport Pickup"|"[23 Aug 2013] taxi company recommend by school
Canterbury Cars 01227 453333
Lynx Taxis 01227 464232"|"20130823103756"|"AA00025"|""|"2013-14"
472|"Long Weekend Arrangement"|"[17 Jul 2013] 6th formers should arrive between 4 and 6.

If flight is already booked and it's super early then student will have to spend the day with guardian."|"20130717103355"|"AA00025"|""|"2013-14"
517|"Accommodation"|"[13 Aug 2013] We recommended Pelham House Hotel in Lewes, or the White Hart Hotel in Lewes.  Some of our agents stay at Castle Banks  or 1 Harveys Way, bed and breakfast places in Lewes, you can find them by looking at http://www.lewesbandb.co.uk/lewes-town/"|"20130813104248"|"AA00025"|""|"2013-14"
517|"Accommodation Remark"|"Hall of Residences (FE/TC)
Host Family (FE/TC)

(19 Mar10)
Lewes has a higher proportion of Hong Kong and Chinese students. Lewes is popular with international students as there is a high level of pastoral support, and a diverse community of international students in Lewes.

20130821: College recommend students to pay accomm fee direct to homestay."|"20130821200138"|"AA00007"|""|"2013-14"
517|"Accommodation"|"Hall of Residences (FE/TC)
Host Family (FE/TC)"|"20131011205104"|"AA00019"|""|"2013-14"
50|"EFL Cost"|"[26 Sep 2013]
EFL & Academic Support
Hourly rate per individual lesson  £34.00
                             Autumn          Spring           Summer
                             (12 weeks)    (11weeks)     (10weeks)
Individual Lessons 
One per week       £408.00         £374.00        £340.00
Two per week      £816.00         £748.00         £680.00
Three per week    £1224.00       £1122.00       £1020.00
Four per week     £1632.00        £1496.00       £1360.00
Joint Lessons
One per week      £244.80          £224.40         £204.00
Two per week      £489.60          £448.80         £408.00
Three per week    £734.40          £673.20         £612.00
Four per week     £979.20          £897.60         £816.00"|"20130926170417"|"AA00025"|""|"2013-14"
50|"Airport Pickup"|"[26 Sep 2013] 
Public transport or taxi (School does not provide transfer)"|"20130926170518"|"AA00025"|""|"2013-14"
58|"Airport Pickup Remark"|"[13 Apr 2013] Mr Ben Evers, who runs the boarding house, and he tells me it will be perfectly alright for the students to arrive before 1.00pm. Mr Evers will be there to welcome them upon their arrival.

[1 Nov 2012]
Heathrow - £50 - £100, Gatwick - £80 - £120"|"20130413110511"|"AA00025"|""|"2012-14"
110|"Airport Pickup"|"[27 Sep 2013] 
Nearest Airport: Birmingham, Bristol, Heathrow
Costs will depend on how many pupils needing transfers on any one journey"|"20130927103910"|"AA00025"|""|"2013-14"
250|"Airport Pickup"|"[23 Aug 2013] taxi company recommend by school
Canterbury Cars 01227 453333
Lynx Taxis 01227 464232"|"20130926165002"|"AA00025"|""|"2013-14"
413|"Airport Pickup"|"[24 Oct 2013]

Nearest airport - Gatwick & Heathrow (From GBP60)
Stansted - approx GBP95"|"20131024152924"|"AA00025"|""|"2013-14"
130|"Airport Pickup Remark"|"[6 Aug 2010]
 Our staff meeting students in the arrivals lounge at Heathrow terminal 3 between 0600 & 0900 on the morning of 12 September 2010. They will be near to the information desk and carrying a sign with Concord College written on it.
 need to use the free internal passenger transfer service between terminals at Heathrow in order to move from terminal 5 to terminal 3."|"20121213111724"|"AA00032"|""|""
4|"Accommodation Remark"|"Single room starting from Y10"|"20130622193332"|"AA00007"|""|"2013-14"
11|"Teacher/Pupil Ratio"|"[27 Nov 2013] We have 121 permanent teaching staff"|"20131127170901"|"AA00025"|""|"2013-14"
58|"No. of Chinese Students"|"[18 Dec 2013] 16 male boarders and 16 female boarders are from HK/China (sixth form)"|"20131218134224"|"AA00025"|""|"2013-14"
380|"Long Weekend Arrangement"|"Can Stay, With no extra charges"|"20130723170000"|""|""|"2013-14"
52|"Long Weekend Arrangement"|"Can Stay, With no extra charges"|"20130723170000"|""|""|"2013-14"
3|"Holiday Arrangement"|"[4 Jun 2013] Students can arrive for the international induction at any time during Thursday 29th August but earlier is better than later as there is quite a lot of administration that can be done during the day."|"20130604101602"|"AA00025"|""|"2013-14"
322|"Long Weekend Arrangement"|"[18 Jun 2013] The new boarders are asked for Sunday 1st September for our induction day.  This will be starting at 10.45 am."|"20130618104119"|"AA00025"|""|"2013-14"
58|"Holiday Arrangement"|"[18 Dec 2013]There are no facilities for students to stay in the boarding house outside term time"|"20131218134205"|"AA00025"|""|"2013-14"
