"scheduledate"|"scheduletimeslot"|"staffid"|"aa_id"|"remarks"|"scheduletype"|"scheduleaction"|"school_id"
"20250527"|41|"AA00084"|""|""|""|""|0
"20250527"|42|"AA00084"|""|""|""|""|0
"20250527"|43|"AA00084"|""|""|""|""|0
"20250527"|44|"AA00084"|""|""|""|""|0
"20250527"|45|"AA00084"|""|""|""|""|0
"20250603"|1|"AA00084"|""|""|""|""|0
"20250603"|2|"AA00084"|""|""|""|""|0
"20250603"|3|"AA00084"|""|""|""|""|0
"20250603"|4|"AA00084"|""|""|""|""|0
"20250603"|5|"AA00084"|""|""|""|""|0
"20250603"|6|"AA00084"|""|""|""|""|0
"20250603"|7|"AA00084"|""|""|""|""|0
"20250603"|8|"AA00084"|""|""|""|""|0
"20250603"|9|"AA00084"|""|""|""|""|0
"20250603"|10|"AA00084"|""|""|""|""|0
"20250603"|11|"AA00084"|""|""|""|""|0
"20250603"|12|"AA00084"|""|""|""|""|0
"20250603"|13|"AA00084"|""|""|""|""|0
"20250603"|14|"AA00084"|""|""|""|""|0
"20250603"|15|"AA00084"|""|""|""|""|0
"20250603"|16|"AA00084"|""|""|""|""|0
"20250603"|17|"AA00084"|""|""|""|""|0
"20250603"|18|"AA00084"|""|""|""|""|0
"20250314"|29|"AA00084"|""|""|""|""|0
"20250321"|21|"AA00084"|""|""|""|""|0
"20250204"|37|"AA00007"|""|"Meet with Jonesman"|"Others"|""|0
"20250321"|22|"AA00084"|""|""|""|""|0
"20250603"|23|"AA00084"|""|""|""|""|0
"20250603"|24|"AA00084"|""|""|""|""|0
"20250603"|25|"AA00084"|""|""|""|""|0
"20250603"|26|"AA00084"|""|""|""|""|0
"20250603"|27|"AA00084"|""|""|""|""|0
"20250603"|28|"AA00084"|""|""|""|""|0
"20250603"|29|"AA00084"|""|""|""|""|0
"20250603"|30|"AA00084"|""|""|""|""|0
"20250603"|31|"AA00084"|""|""|""|""|0
"20250603"|32|"AA00084"|""|""|""|""|0
"20250603"|33|"AA00084"|""|""|""|""|0
"20250603"|34|"AA00084"|""|""|""|""|0
"20250603"|35|"AA00084"|""|""|""|""|0
"20250603"|36|"AA00084"|""|""|""|""|0
"20250603"|37|"AA00084"|""|""|""|""|0
"20250603"|38|"AA00084"|""|""|""|""|0
"20250603"|39|"AA00084"|""|""|""|""|0
"20250603"|40|"AA00084"|""|""|""|""|0
"20250603"|41|"AA00084"|""|""|""|""|0
"20250603"|42|"AA00084"|""|""|""|""|0
"20250603"|43|"AA00084"|""|""|""|""|0
"20250603"|44|"AA00084"|""|""|""|""|0
"20250603"|45|"AA00084"|""|""|""|""|0
"20250610"|1|"AA00084"|""|""|""|""|0
"20250610"|2|"AA00084"|""|""|""|""|0
"20250610"|3|"AA00084"|""|""|""|""|0
"20250610"|4|"AA00084"|""|""|""|""|0
"20250610"|5|"AA00084"|""|""|""|""|0
"20250520"|1|"AA00084"|""|""|""|""|0
"20250520"|2|"AA00084"|""|""|""|""|0
"20250520"|3|"AA00084"|""|""|""|""|0
"20250520"|4|"AA00084"|""|""|""|""|0
"20250520"|5|"AA00084"|""|""|""|""|0
"20250520"|6|"AA00084"|""|""|""|""|0
"20250520"|7|"AA00084"|""|""|""|""|0
"20250520"|8|"AA00084"|""|""|""|""|0
"20250520"|9|"AA00084"|""|""|""|""|0
"20250520"|10|"AA00084"|""|""|""|""|0
"20250520"|11|"AA00084"|""|""|""|""|0
"20250520"|12|"AA00084"|""|""|""|""|0
"20250520"|13|"AA00084"|""|""|""|""|0
"20250520"|14|"AA00084"|""|""|""|""|0
"20250520"|15|"AA00084"|""|""|""|""|0
"20250520"|16|"AA00084"|""|""|""|""|0
"20250520"|17|"AA00084"|""|""|""|""|0
"20250520"|18|"AA00084"|""|""|""|""|0
"20250314"|23|"AA00084"|""|""|""|""|0
"20250314"|24|"AA00084"|""|""|""|""|0
"20250205"|35|"AA00129"|""|""|"Others"|""|0
"20250205"|36|"AA00129"|""|""|"Others"|""|0
"20250520"|23|"AA00084"|""|""|""|""|0
"20250520"|24|"AA00084"|""|""|""|""|0
"20250520"|25|"AA00084"|""|""|""|""|0
"20250520"|26|"AA00084"|""|""|""|""|0
"20250520"|27|"AA00084"|""|""|""|""|0
"20250520"|28|"AA00084"|""|""|""|""|0
"20250520"|29|"AA00084"|""|""|""|""|0
"20250520"|30|"AA00084"|""|""|""|""|0
"20250520"|31|"AA00084"|""|""|""|""|0
"20250520"|32|"AA00084"|""|""|""|""|0
"20250520"|33|"AA00084"|""|""|""|""|0
"20250520"|34|"AA00084"|""|""|""|""|0
"20250520"|35|"AA00084"|""|""|""|""|0
"20250520"|36|"AA00084"|""|""|""|""|0
"20250520"|37|"AA00084"|""|""|""|""|0
"20250520"|38|"AA00084"|""|""|""|""|0
"20250520"|39|"AA00084"|""|""|""|""|0
"20250520"|40|"AA00084"|""|""|""|""|0
"20250520"|41|"AA00084"|""|""|""|""|0
"20250520"|42|"AA00084"|""|""|""|""|0
"20250520"|43|"AA00084"|""|""|""|""|0
"20250520"|44|"AA00084"|""|""|""|""|0
"20250520"|45|"AA00084"|""|""|""|""|0
"20250527"|1|"AA00084"|""|""|""|""|0
"20250527"|2|"AA00084"|""|""|""|""|0
"20250527"|3|"AA00084"|""|""|""|""|0
"20250527"|4|"AA00084"|""|""|""|""|0
"20250527"|5|"AA00084"|""|""|""|""|0
"20250527"|6|"AA00084"|""|""|""|""|0
"20250527"|7|"AA00084"|""|""|""|""|0
"20250527"|8|"AA00084"|""|""|""|""|0
"20250527"|9|"AA00084"|""|""|""|""|0
"20250527"|10|"AA00084"|""|""|""|""|0
"20250527"|11|"AA00084"|""|""|""|""|0
"20250527"|12|"AA00084"|""|""|""|""|0
"20250527"|13|"AA00084"|""|""|""|""|0
"20250527"|14|"AA00084"|""|""|""|""|0
"20250527"|15|"AA00084"|""|""|""|""|0
"20250527"|16|"AA00084"|""|""|""|""|0
"20250527"|17|"AA00084"|""|""|""|""|0
"20250527"|18|"AA00084"|""|""|""|""|0
"20250314"|25|"AA00084"|""|""|""|""|0
"20250314"|26|"AA00084"|""|""|""|""|0
"20250314"|27|"AA00084"|""|""|""|""|0
"20250314"|28|"AA00084"|""|""|""|""|0
"20250527"|23|"AA00084"|""|""|""|""|0
"20250527"|24|"AA00084"|""|""|""|""|0
"20250527"|25|"AA00084"|""|""|""|""|0
"20250219"|33|"AA00007"|""|"ftf emma"|"School"|"Show Up"|590
"20250219"|32|"AA00007"|""|"ftf emma"|"School"|"Show Up"|590
"20250506"|23|"AA00084"|""|""|""|""|0
"20250506"|24|"AA00084"|""|""|""|""|0
"20250506"|25|"AA00084"|""|""|""|""|0
"20250506"|26|"AA00084"|""|""|""|""|0
"20250506"|27|"AA00084"|""|""|""|""|0
"20250506"|28|"AA00084"|""|""|""|""|0
"20250506"|29|"AA00084"|""|""|""|""|0
"20250506"|30|"AA00084"|""|""|""|""|0
"20250506"|31|"AA00084"|""|""|""|""|0
"20250506"|32|"AA00084"|""|""|""|""|0
"20250506"|33|"AA00084"|""|""|""|""|0
"20250506"|34|"AA00084"|""|""|""|""|0
"20250506"|35|"AA00084"|""|""|""|""|0
"20250506"|36|"AA00084"|""|""|""|""|0
"20250506"|37|"AA00084"|""|""|""|""|0
"20250506"|38|"AA00084"|""|""|""|""|0
"20250506"|39|"AA00084"|""|""|""|""|0
"20250506"|40|"AA00084"|""|""|""|""|0
"20250506"|41|"AA00084"|""|""|""|""|0
"20250506"|42|"AA00084"|""|""|""|""|0
"20250506"|43|"AA00084"|""|""|""|""|0
"20250506"|44|"AA00084"|""|""|""|""|0
"20250506"|45|"AA00084"|""|""|""|""|0
"20250513"|1|"AA00084"|""|""|""|""|0
"20250513"|2|"AA00084"|""|""|""|""|0
"20250513"|3|"AA00084"|""|""|""|""|0
"20250513"|4|"AA00084"|""|""|""|""|0
"20250513"|5|"AA00084"|""|""|""|""|0
"20250513"|6|"AA00084"|""|""|""|""|0
"20250513"|7|"AA00084"|""|""|""|""|0
"20250513"|8|"AA00084"|""|""|""|""|0
"20250513"|9|"AA00084"|""|""|""|""|0
"20250513"|10|"AA00084"|""|""|""|""|0
"20250513"|11|"AA00084"|""|""|""|""|0
"20250513"|12|"AA00084"|""|""|""|""|0
"20250513"|13|"AA00084"|""|""|""|""|0
"20250513"|14|"AA00084"|""|""|""|""|0
"20250513"|15|"AA00084"|""|""|""|""|0
"20250513"|16|"AA00084"|""|""|""|""|0
"20250513"|17|"AA00084"|""|""|""|""|0
"20250513"|18|"AA00084"|""|""|""|""|0
"20250307"|28|"AA00084"|""|""|""|""|0
"20250307"|29|"AA00084"|""|""|""|""|0
"20250314"|21|"AA00084"|""|""|""|""|0
"20250314"|22|"AA00084"|""|""|""|""|0
"20250513"|23|"AA00084"|""|""|""|""|0
"20250513"|24|"AA00084"|""|""|""|""|0
"20250513"|25|"AA00084"|""|""|""|""|0
"20250513"|26|"AA00084"|""|""|""|""|0
"20250513"|27|"AA00084"|""|""|""|""|0
"20250513"|28|"AA00084"|""|""|""|""|0
"20250513"|29|"AA00084"|""|""|""|""|0
"20250513"|30|"AA00084"|""|""|""|""|0
"20250513"|31|"AA00084"|""|""|""|""|0
"20250513"|32|"AA00084"|""|""|""|""|0
"20250513"|33|"AA00084"|""|""|""|""|0
"20250513"|34|"AA00084"|""|""|""|""|0
"20250513"|35|"AA00084"|""|""|""|""|0
"20250513"|36|"AA00084"|""|""|""|""|0
"20250513"|37|"AA00084"|""|""|""|""|0
"20250513"|38|"AA00084"|""|""|""|""|0
"20250513"|39|"AA00084"|""|""|""|""|0
"20250513"|40|"AA00084"|""|""|""|""|0
"20250513"|41|"AA00084"|""|""|""|""|0
"20250513"|42|"AA00084"|""|""|""|""|0
"20250513"|43|"AA00084"|""|""|""|""|0
"20250513"|44|"AA00084"|""|""|""|""|0
"20250513"|45|"AA00084"|""|""|""|""|0
"20250422"|41|"AA00084"|""|""|""|""|0
"20250422"|42|"AA00084"|""|""|""|""|0
"20250422"|43|"AA00084"|""|""|""|""|0
"20250422"|44|"AA00084"|""|""|""|""|0
"20250422"|45|"AA00084"|""|""|""|""|0
"20250429"|1|"AA00084"|""|""|""|""|0
"20250429"|2|"AA00084"|""|""|""|""|0
"20250429"|3|"AA00084"|""|""|""|""|0
"20250429"|4|"AA00084"|""|""|""|""|0
"20250429"|5|"AA00084"|""|""|""|""|0
"20250429"|6|"AA00084"|""|""|""|""|0
"20250429"|7|"AA00084"|""|""|""|""|0
"20250429"|8|"AA00084"|""|""|""|""|0
"20250429"|9|"AA00084"|""|""|""|""|0
"20250429"|10|"AA00084"|""|""|""|""|0
"20250429"|11|"AA00084"|""|""|""|""|0
"20250429"|12|"AA00084"|""|""|""|""|0
"20250429"|13|"AA00084"|""|""|""|""|0
"20250429"|14|"AA00084"|""|""|""|""|0
"20250429"|15|"AA00084"|""|""|""|""|0
"20250429"|16|"AA00084"|""|""|""|""|0
"20250429"|17|"AA00084"|""|""|""|""|0
"20250429"|18|"AA00084"|""|""|""|""|0
"20250307"|22|"AA00084"|""|""|""|""|0
"20250307"|23|"AA00084"|""|""|""|""|0
"20250307"|24|"AA00084"|""|""|""|""|0
"20250307"|25|"AA00084"|""|""|""|""|0
"20250429"|23|"AA00084"|""|""|""|""|0
"20250429"|24|"AA00084"|""|""|""|""|0
"20250429"|25|"AA00084"|""|""|""|""|0
"20250429"|26|"AA00084"|""|""|""|""|0
"20250429"|27|"AA00084"|""|""|""|""|0
"20250429"|28|"AA00084"|""|""|""|""|0
"20250429"|29|"AA00084"|""|""|""|""|0
"20250429"|30|"AA00084"|""|""|""|""|0
"20250429"|31|"AA00084"|""|""|""|""|0
"20250429"|32|"AA00084"|""|""|""|""|0
"20250429"|33|"AA00084"|""|""|""|""|0
"20250429"|34|"AA00084"|""|""|""|""|0
"20250429"|35|"AA00084"|""|""|""|""|0
"20250429"|36|"AA00084"|""|""|""|""|0
"20250429"|37|"AA00084"|""|""|""|""|0
"20250429"|38|"AA00084"|""|""|""|""|0
"20250429"|39|"AA00084"|""|""|""|""|0
"20250429"|40|"AA00084"|""|""|""|""|0
"20250429"|41|"AA00084"|""|""|""|""|0
"20250429"|42|"AA00084"|""|""|""|""|0
"20250429"|43|"AA00084"|""|""|""|""|0
"20250429"|44|"AA00084"|""|""|""|""|0
"20250429"|45|"AA00084"|""|""|""|""|0
"20250506"|1|"AA00084"|""|""|""|""|0
"20250506"|2|"AA00084"|""|""|""|""|0
"20250506"|3|"AA00084"|""|""|""|""|0
"20250506"|4|"AA00084"|""|""|""|""|0
"20250506"|5|"AA00084"|""|""|""|""|0
"20250506"|6|"AA00084"|""|""|""|""|0
"20250506"|7|"AA00084"|""|""|""|""|0
"20250506"|8|"AA00084"|""|""|""|""|0
"20250506"|9|"AA00084"|""|""|""|""|0
"20250506"|10|"AA00084"|""|""|""|""|0
"20250506"|11|"AA00084"|""|""|""|""|0
"20250506"|12|"AA00084"|""|""|""|""|0
"20250506"|13|"AA00084"|""|""|""|""|0
"20250506"|14|"AA00084"|""|""|""|""|0
"20250506"|15|"AA00084"|""|""|""|""|0
"20250506"|16|"AA00084"|""|""|""|""|0
"20250506"|17|"AA00084"|""|""|""|""|0
"20250506"|18|"AA00084"|""|""|""|""|0
"20250307"|26|"AA00084"|""|""|""|""|0
"20250307"|27|"AA00084"|""|""|""|""|0
"20250415"|16|"AA00084"|""|""|""|""|0
"20250415"|17|"AA00084"|""|""|""|""|0
"20250415"|18|"AA00084"|""|""|""|""|0
"20250228"|26|"AA00084"|""|""|""|""|0
"20250228"|27|"AA00084"|""|""|""|""|0
"20250228"|28|"AA00084"|""|""|""|""|0
"20250205"|27|"AA00007"|"S044747"|"ftf meeting, whitgift acceptance 7 Feb"|"Consultation"|"Show Up"|0
"20250415"|23|"AA00084"|""|""|""|""|0
"20250415"|24|"AA00084"|""|""|""|""|0
"20250415"|25|"AA00084"|""|""|""|""|0
"20250415"|26|"AA00084"|""|""|""|""|0
"20250415"|27|"AA00084"|""|""|""|""|0
"20250415"|28|"AA00084"|""|""|""|""|0
"20250415"|29|"AA00084"|""|""|""|""|0
"20250415"|30|"AA00084"|""|""|""|""|0
"20250415"|31|"AA00084"|""|""|""|""|0
"20250415"|32|"AA00084"|""|""|""|""|0
"20250415"|33|"AA00084"|""|""|""|""|0
"20250415"|34|"AA00084"|""|""|""|""|0
"20250415"|35|"AA00084"|""|""|""|""|0
"20250415"|36|"AA00084"|""|""|""|""|0
"20250415"|37|"AA00084"|""|""|""|""|0
"20250415"|38|"AA00084"|""|""|""|""|0
"20250415"|39|"AA00084"|""|""|""|""|0
"20250415"|40|"AA00084"|""|""|""|""|0
"20250415"|41|"AA00084"|""|""|""|""|0
"20250415"|42|"AA00084"|""|""|""|""|0
"20250415"|43|"AA00084"|""|""|""|""|0
"20250415"|44|"AA00084"|""|""|""|""|0
"20250415"|45|"AA00084"|""|""|""|""|0
"20250422"|1|"AA00084"|""|""|""|""|0
"20250422"|2|"AA00084"|""|""|""|""|0
"20250422"|3|"AA00084"|""|""|""|""|0
"20250422"|4|"AA00084"|""|""|""|""|0
"20250422"|5|"AA00084"|""|""|""|""|0
"20250422"|6|"AA00084"|""|""|""|""|0
"20250422"|7|"AA00084"|""|""|""|""|0
"20250422"|8|"AA00084"|""|""|""|""|0
"20250422"|9|"AA00084"|""|""|""|""|0
"20250422"|10|"AA00084"|""|""|""|""|0
"20250422"|11|"AA00084"|""|""|""|""|0
"20250422"|12|"AA00084"|""|""|""|""|0
"20250422"|13|"AA00084"|""|""|""|""|0
"20250422"|14|"AA00084"|""|""|""|""|0
"20250422"|15|"AA00084"|""|""|""|""|0
"20250422"|16|"AA00084"|""|""|""|""|0
"20250422"|17|"AA00084"|""|""|""|""|0
"20250422"|18|"AA00084"|""|""|""|""|0
"20250205"|26|"AA00007"|"S044747"|"ftf meeting, whitgift acceptance 7 Feb"|"Consultation"|"Show Up"|0
"20250228"|29|"AA00084"|""|""|""|""|0
"20250307"|21|"AA00084"|""|""|""|""|0
"20250422"|23|"AA00084"|""|""|""|""|0
"20250422"|24|"AA00084"|""|""|""|""|0
"20250422"|25|"AA00084"|""|""|""|""|0
"20250422"|26|"AA00084"|""|""|""|""|0
"20250422"|27|"AA00084"|""|""|""|""|0
"20250422"|28|"AA00084"|""|""|""|""|0
"20250422"|29|"AA00084"|""|""|""|""|0
"20250422"|30|"AA00084"|""|""|""|""|0
"20250422"|31|"AA00084"|""|""|""|""|0
"20250422"|32|"AA00084"|""|""|""|""|0
"20250422"|33|"AA00084"|""|""|""|""|0
"20250422"|34|"AA00084"|""|""|""|""|0
"20250422"|35|"AA00084"|""|""|""|""|0
"20250422"|36|"AA00084"|""|""|""|""|0
"20250422"|37|"AA00084"|""|""|""|""|0
"20250422"|38|"AA00084"|""|""|""|""|0
"20250422"|39|"AA00084"|""|""|""|""|0
"20250422"|40|"AA00084"|""|""|""|""|0
"20250401"|36|"AA00084"|""|""|""|""|0
"20250401"|37|"AA00084"|""|""|""|""|0
"20250401"|38|"AA00084"|""|""|""|""|0
"20250401"|39|"AA00084"|""|""|""|""|0
"20250401"|40|"AA00084"|""|""|""|""|0
"20250401"|41|"AA00084"|""|""|""|""|0
"20250401"|42|"AA00084"|""|""|""|""|0
"20250401"|43|"AA00084"|""|""|""|""|0
"20250401"|44|"AA00084"|""|""|""|""|0
"20250401"|45|"AA00084"|""|""|""|""|0
"20250408"|1|"AA00084"|""|""|""|""|0
"20250408"|2|"AA00084"|""|""|""|""|0
"20250408"|3|"AA00084"|""|""|""|""|0
"20250408"|4|"AA00084"|""|""|""|""|0
"20250408"|5|"AA00084"|""|""|""|""|0
"20250408"|6|"AA00084"|""|""|""|""|0
"20250408"|7|"AA00084"|""|""|""|""|0
"20250408"|8|"AA00084"|""|""|""|""|0
"20250408"|9|"AA00084"|""|""|""|""|0
"20250408"|10|"AA00084"|""|""|""|""|0
"20250408"|11|"AA00084"|""|""|""|""|0
"20250408"|12|"AA00084"|""|""|""|""|0
"20250408"|13|"AA00084"|""|""|""|""|0
"20250408"|14|"AA00084"|""|""|""|""|0
"20250408"|15|"AA00084"|""|""|""|""|0
"20250408"|16|"AA00084"|""|""|""|""|0
"20250408"|17|"AA00084"|""|""|""|""|0
"20250408"|18|"AA00084"|""|""|""|""|0
"20250228"|22|"AA00084"|""|""|""|""|0
"20250228"|23|"AA00084"|""|""|""|""|0
"20250228"|24|"AA00084"|""|""|""|""|0
"20250228"|25|"AA00084"|""|""|""|""|0
"20250408"|23|"AA00084"|""|""|""|""|0
"20250408"|24|"AA00084"|""|""|""|""|0
"20250408"|25|"AA00084"|""|""|""|""|0
"20250408"|26|"AA00084"|""|""|""|""|0
"20250408"|27|"AA00084"|""|""|""|""|0
"20250408"|28|"AA00084"|""|""|""|""|0
"20250408"|29|"AA00084"|""|""|""|""|0
"20250408"|30|"AA00084"|""|""|""|""|0
"20250408"|31|"AA00084"|""|""|""|""|0
"20250408"|32|"AA00084"|""|""|""|""|0
"20250408"|33|"AA00084"|""|""|""|""|0
"20250408"|34|"AA00084"|""|""|""|""|0
"20250408"|35|"AA00084"|""|""|""|""|0
"20250408"|36|"AA00084"|""|""|""|""|0
"20250408"|37|"AA00084"|""|""|""|""|0
"20250408"|38|"AA00084"|""|""|""|""|0
"20250408"|39|"AA00084"|""|""|""|""|0
"20250408"|40|"AA00084"|""|""|""|""|0
"20250408"|41|"AA00084"|""|""|""|""|0
"20250408"|42|"AA00084"|""|""|""|""|0
"20250408"|43|"AA00084"|""|""|""|""|0
"20250408"|44|"AA00084"|""|""|""|""|0
"20250408"|45|"AA00084"|""|""|""|""|0
"20250415"|1|"AA00084"|""|""|""|""|0
"20250415"|2|"AA00084"|""|""|""|""|0
"20250415"|3|"AA00084"|""|""|""|""|0
"20250415"|4|"AA00084"|""|""|""|""|0
"20250415"|5|"AA00084"|""|""|""|""|0
"20250415"|6|"AA00084"|""|""|""|""|0
"20250415"|7|"AA00084"|""|""|""|""|0
"20250415"|8|"AA00084"|""|""|""|""|0
"20250415"|9|"AA00084"|""|""|""|""|0
"20250415"|10|"AA00084"|""|""|""|""|0
"20250415"|11|"AA00084"|""|""|""|""|0
"20250415"|12|"AA00084"|""|""|""|""|0
"20250415"|13|"AA00084"|""|""|""|""|0
"20250415"|14|"AA00084"|""|""|""|""|0
"20250415"|15|"AA00084"|""|""|""|""|0
"20250325"|11|"AA00084"|""|""|""|""|0
"20250325"|12|"AA00084"|""|""|""|""|0
"20250325"|13|"AA00084"|""|""|""|""|0
"20250325"|14|"AA00084"|""|""|""|""|0
"20250325"|15|"AA00084"|""|""|""|""|0
"20250325"|16|"AA00084"|""|""|""|""|0
"20250325"|17|"AA00084"|""|""|""|""|0
"20250325"|18|"AA00084"|""|""|""|""|0
"20250404"|25|"AA00135"|""|""|""|""|0
"20250404"|26|"AA00135"|""|""|""|""|0
"20250207"|15|"AA00113"|""|"Job Interview (Room 2)
Secretary, CEO Office - Billie Dun

finish at 12:10 pm"|"Interview"|"Show Up"|0
"20250404"|27|"AA00135"|""|""|""|""|0
"20250325"|23|"AA00084"|""|""|""|""|0
"20250325"|24|"AA00084"|""|""|""|""|0
"20250325"|25|"AA00084"|""|""|""|""|0
"20250325"|26|"AA00084"|""|""|""|""|0
"20250325"|27|"AA00084"|""|""|""|""|0
"20250325"|28|"AA00084"|""|""|""|""|0
"20250325"|29|"AA00084"|""|""|""|""|0
"20250325"|30|"AA00084"|""|""|""|""|0
"20250325"|31|"AA00084"|""|""|""|""|0
"20250325"|32|"AA00084"|""|""|""|""|0
"20250325"|33|"AA00084"|""|""|""|""|0
"20250325"|34|"AA00084"|""|""|""|""|0
"20250325"|35|"AA00084"|""|""|""|""|0
"20250325"|36|"AA00084"|""|""|""|""|0
"20250325"|37|"AA00084"|""|""|""|""|0
"20250325"|38|"AA00084"|""|""|""|""|0
"20250325"|39|"AA00084"|""|""|""|""|0
"20250325"|40|"AA00084"|""|""|""|""|0
"20250325"|41|"AA00084"|""|""|""|""|0
"20250325"|42|"AA00084"|""|""|""|""|0
"20250325"|43|"AA00084"|""|""|""|""|0
"20250325"|44|"AA00084"|""|""|""|""|0
"20250325"|45|"AA00084"|""|""|""|""|0
"20250401"|1|"AA00084"|""|""|""|""|0
"20250401"|2|"AA00084"|""|""|""|""|0
"20250401"|3|"AA00084"|""|""|""|""|0
"20250401"|4|"AA00084"|""|""|""|""|0
"20250401"|5|"AA00084"|""|""|""|""|0
"20250401"|6|"AA00084"|""|""|""|""|0
"20250401"|7|"AA00084"|""|""|""|""|0
"20250401"|8|"AA00084"|""|""|""|""|0
"20250401"|9|"AA00084"|""|""|""|""|0
"20250401"|10|"AA00084"|""|""|""|""|0
"20250401"|11|"AA00084"|""|""|""|""|0
"20250401"|12|"AA00084"|""|""|""|""|0
"20250401"|13|"AA00084"|""|""|""|""|0
"20250401"|14|"AA00084"|""|""|""|""|0
"20250401"|15|"AA00084"|""|""|""|""|0
"20250401"|16|"AA00084"|""|""|""|""|0
"20250401"|17|"AA00084"|""|""|""|""|0
"20250401"|18|"AA00084"|""|""|""|""|0
"20250404"|28|"AA00135"|""|""|""|""|0
"20250404"|29|"AA00135"|""|""|""|""|0
"20250228"|21|"AA00084"|""|""|""|""|0
"20250401"|23|"AA00084"|""|""|""|""|0
"20250401"|24|"AA00084"|""|""|""|""|0
"20250401"|25|"AA00084"|""|""|""|""|0
"20250401"|26|"AA00084"|""|""|""|""|0
"20250401"|27|"AA00084"|""|""|""|""|0
"20250401"|28|"AA00084"|""|""|""|""|0
"20250401"|29|"AA00084"|""|""|""|""|0
"20250401"|30|"AA00084"|""|""|""|""|0
"20250401"|31|"AA00084"|""|""|""|""|0
"20250401"|32|"AA00084"|""|""|""|""|0
"20250401"|33|"AA00084"|""|""|""|""|0
"20250401"|34|"AA00084"|""|""|""|""|0
"20250401"|35|"AA00084"|""|""|""|""|0
"20250311"|31|"AA00084"|""|""|""|""|0
"20250311"|32|"AA00084"|""|""|""|""|0
"20250311"|33|"AA00084"|""|""|""|""|0
"20250311"|34|"AA00084"|""|""|""|""|0
"20250311"|35|"AA00084"|""|""|""|""|0
"20250311"|36|"AA00084"|""|""|""|""|0
"20250311"|37|"AA00084"|""|""|""|""|0
"20250311"|38|"AA00084"|""|""|""|""|0
"20250311"|39|"AA00084"|""|""|""|""|0
"20250311"|40|"AA00084"|""|""|""|""|0
"20250311"|41|"AA00084"|""|""|""|""|0
"20250311"|42|"AA00084"|""|""|""|""|0
"20250311"|43|"AA00084"|""|""|""|""|0
"20250311"|44|"AA00084"|""|""|""|""|0
"20250311"|45|"AA00084"|""|""|""|""|0
"20250318"|1|"AA00084"|""|""|""|""|0
"20250318"|2|"AA00084"|""|""|""|""|0
"20250318"|3|"AA00084"|""|""|""|""|0
"20250318"|4|"AA00084"|""|""|""|""|0
"20250318"|5|"AA00084"|""|""|""|""|0
"20250318"|6|"AA00084"|""|""|""|""|0
"20250318"|7|"AA00084"|""|""|""|""|0
"20250318"|8|"AA00084"|""|""|""|""|0
"20250318"|9|"AA00084"|""|""|""|""|0
"20250318"|10|"AA00084"|""|""|""|""|0
"20250318"|11|"AA00084"|""|""|""|""|0
"20250318"|12|"AA00084"|""|""|""|""|0
"20250318"|13|"AA00084"|""|""|""|""|0
"20250318"|14|"AA00084"|""|""|""|""|0
"20250318"|15|"AA00084"|""|""|""|""|0
"20250318"|16|"AA00084"|""|""|""|""|0
"20250318"|17|"AA00084"|""|""|""|""|0
"20250318"|18|"AA00084"|""|""|""|""|0
"20250404"|21|"AA00135"|""|""|""|""|0
"20250404"|22|"AA00135"|""|""|""|""|0
"20250404"|23|"AA00135"|""|""|""|""|0
"20250404"|24|"AA00135"|""|""|""|""|0
"20250318"|23|"AA00084"|""|""|""|""|0
"20250318"|24|"AA00084"|""|""|""|""|0
"20250318"|25|"AA00084"|""|""|""|""|0
"20250318"|26|"AA00084"|""|""|""|""|0
"20250318"|27|"AA00084"|""|""|""|""|0
"20250318"|28|"AA00084"|""|""|""|""|0
"20250318"|29|"AA00084"|""|""|""|""|0
"20250318"|30|"AA00084"|""|""|""|""|0
"20250318"|31|"AA00084"|""|""|""|""|0
"20250318"|32|"AA00084"|""|""|""|""|0
"20250318"|33|"AA00084"|""|""|""|""|0
"20250318"|34|"AA00084"|""|""|""|""|0
"20250318"|35|"AA00084"|""|""|""|""|0
"20250318"|36|"AA00084"|""|""|""|""|0
"20250318"|37|"AA00084"|""|""|""|""|0
"20250318"|38|"AA00084"|""|""|""|""|0
"20250318"|39|"AA00084"|""|""|""|""|0
"20250318"|40|"AA00084"|""|""|""|""|0
"20250318"|41|"AA00084"|""|""|""|""|0
"20250318"|42|"AA00084"|""|""|""|""|0
"20250318"|43|"AA00084"|""|""|""|""|0
"20250318"|44|"AA00084"|""|""|""|""|0
"20250318"|45|"AA00084"|""|""|""|""|0
"20250325"|1|"AA00084"|""|""|""|""|0
"20250325"|2|"AA00084"|""|""|""|""|0
"20250325"|3|"AA00084"|""|""|""|""|0
"20250325"|4|"AA00084"|""|""|""|""|0
"20250325"|5|"AA00084"|""|""|""|""|0
"20250325"|6|"AA00084"|""|""|""|""|0
"20250325"|7|"AA00084"|""|""|""|""|0
"20250325"|8|"AA00084"|""|""|""|""|0
"20250325"|9|"AA00084"|""|""|""|""|0
"20250325"|10|"AA00084"|""|""|""|""|0
"20250304"|6|"AA00084"|""|""|""|""|0
"20250304"|7|"AA00084"|""|""|""|""|0
"20250304"|8|"AA00084"|""|""|""|""|0
"20250304"|9|"AA00084"|""|""|""|""|0
"20250304"|10|"AA00084"|""|""|""|""|0
"20250304"|11|"AA00084"|""|""|""|""|0
"20250304"|12|"AA00084"|""|""|""|""|0
