"aa_id"|"examschool"|"examschooltype"|"subject"|"result"|"gov"|"cat"|"qualification"|"piece"|"composer"|"piority"|"lastupdate"|"staffid"|"remarks"|"event"
"S031993"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"ABRSM G8 [139] May 2013"|"After a Dream"|"Gabriel Fauré"|1|"20150912122525"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033305"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 [131] September 2012"|"Rhapsody No.1 1st Movement"|"Bartók"|1|"20150912124201"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033305"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [126] November 2011"|"Fantasie-Impromptu Posthumous Opus 66"|"Chopin"|2|"20150912124814"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033305"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [123] September 2009"|""|""|2|"20150912124909"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031332"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G4 [130] November 2011"|"Mignon No.4 from Five Piano Pieces Op 3"|"Carl Nielsen"|1|"20150912130015"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031332"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G5 [139] November 2014"|"Gavotte with Two Variations No.4 from Suite Italienne"|"Igor Stravinsky"|2|"20150912130308"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031332"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G3 [136] September 2012"|""|""|2|"20150912130410"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009763"|""|"Music Audition"|"Oboe"|""|"N/A"|""|"ABRSM G8 [117] September 2014"|"Three Romances Opus 94 No.3"|"Robert Schumann"|1|"20150912132038"|"AA00061"|"DBSPD Senior Orchestra (2012 - 2014)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009763"|""|"Music Audition"|"Oboe"|""|"N/A"|""|"ABRSM G7 [117] October 2013"|"Sonata for Oboe and Piano 1st Movement"|"Francis Poulenc"|1|"20150912132045"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009226"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [115] October 2011"|"Sonata in G Op.14 No.2"|"L.V.Beethoven"|1|"20150912144800"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031078"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G8 [123] September 2014"|"Sonata Opus 38 2nd Movement Allegretto quasi Menuetto"|"Johannes Brahms"|1|"20150912145629"|"AA00061"|"Diocesan Boy's School Primary Division
Senior Orchestra
String Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031078"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G5 [127] September 2012"|"Kol Nidrei Opus 47 (Lines 1-7)"|"Max Bruch"|1|"20150912145817"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031078"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G4 [111] November 2011"|""|""|2|"20150912150419"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 [113] September 2014"|"Spring Sonata 1st Movement"|"Beethoven"|1|"20150912151132"|"AA00061"|"Hong Kong Kowloon Youth Chinese Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G6 [111] May 2013"|"Four Romantic Pieces No.1"|"Antonín Dvořák"|1|"20150912151354"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [115] August 2010"|""|""|2|"20150912151654"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Erhu"|""|"N/A"|""|"Central Conservatory of Music G9 2014"|"Kwan Ming Yu"|"Lan Huahua's Narration"|3|"20150912152304"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033427"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Partita II BWV 1004"|"J.Bach"|1|"20150912153041"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031195"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 [124] October 2011"|"Concerto in E major BWV1042 3rd Movement"|"J.S.Bach"|1|"20150912154801"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031195"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [104] April 2013"|"Valse KK IVb Nr.11"|"Frédéric Chopin"|2|"20150912160016"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031195"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [109] September 2010"|""|""|2|"20150912160054"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031195"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G7 [117] September 2010"|"Ballet Suite No.2 Spring Waltz"|"Shostakovich"|1|"20150912160447"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033393"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [126] May 2014"|"Waltz in E minor Op. Posthumus"|"Chopin"|2|"20150912161142"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033393"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [134] April 2011"|""|""|2|"20150912161230"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033393"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity LTCL [65] May 2015"|"Sonata No.10 in G major Op. 96 1st Movement"|"Beethoven"|1|"20150912161343"|"AA00061"|"School Orchestra
School Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033393"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL [82] April 2013"|"Zigeunerweisen Op. 20"|"Sarasate"|1|"20150912161450"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033370"|""|"Music Audition"|"Euphonium"|""|"N/A"|""|"ABRSM G5 [128] September 2010"|"Morceau Symphonique"|"Alexandre Guilmant"|2|"20150914154836"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033096"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [117] October 2013"|"Sonata in F minor Kp.239 (L.281)"|"D.Scarlatti"|1|"20150914155619"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033096"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [142] September 2012"|"Allegro con spirito: 1st Movement from Sonata in D K.311"|"Mozart"|1|"20150914160056"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Singing"|""|"N/A"|""|"ABRSM G5 [144] May 2015"|"Panis Angelicus"|"Saint Thomas Aquinas/ César Franck"|1|"20150914165921"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G6 [108] May 2015"|"Allegro No. 5 from Five Short Pieces, Op.4"|"Lennox Berkeley"|2|"20150914170618"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G5 [120] May 2012"|"Martinu Variations on a Theme of Rossini"|"Bohuslav Martinů"|1|"20150914172016"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [108] October 2014"|"Waltz in A flat Op.69 No.1"|"Chopin"|2|"20150914172113"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [130] August 2012"|""|""|2|"20150914172145"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G4 [117] October 2013"|""|""|2|"20150914173218"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031596"|""|"Music Audition"|"Singing"|""|"N/A"|""|""|"I Could Have Danced All Night; From My Fair Lady"|"Music by Frederick Loewe; Words by Alan Jay Lerner"|1|"20150914173437"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S009226"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity ATCL Recital [87] November 2014"|"Prelude & Fugue in D minor BWV 851"|"J.S.Bach"|1|"20150915121419"|"AA00061"|"Senior Member of Wah Yan College, Kowloon's Chinese Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032759"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [100] September 2009"|"Sonatina in A minor Op.88 No.3 1st Movement"|"Kuhlau"|2|"20150915130146"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032759"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G3 [117] September 2008"|""|""|2|"20150915130312"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033367"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [109] April 2012"|"Sonata KV332"|"Mozart"|2|"20150915131731"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033183"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM G6 [124] October 2013"|"Sicilienne - Flute & Piano Op.78"|"Gabriel Fauré"|2|"20150915132710"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033183"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Advanced Certificate [91] September 2013"|"Tha Lark - L'Alouette"|"Glinka-Balakirev"|1|"20150915132754"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033305"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL Recital [78] April 2014"|"Sonata in A major Opus12 No.2 1st Movement"|"Beethoven"|1|"20150915143849"|"AA00061"|"DGS String Orchestra
DGS Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033433"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity LTCL Recital [67] April 2015"|"Sonata in A major 2nd Movement"|"César Franck"|1|"20150915145234"|"AA00061"|"Hong Kong Children's Symphony Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033433"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Trinity ATCL Recital [68] October 2011"|"Concerto No.3 in G major K216 1st Movement"|"Wolfgang A.Mozart"|1|"20150915145310"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [130] October 2013"|"Allegro Molto E Con Brio: Third Movement from Sonata in C minor Op.10 No.1"|"Ludwig van Beethoven"|1|"20150915151458"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [134] April 2015"|"Praeambulum: 1st Movement from Partita No.5 in G. BMV 829"|"J.S.Bach"|1|"20150915151611"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033160"|""|"Music Audition"|"Oboe"|""|"N/A"|""|"ABRSM G8 [132] October 2014"|"Six Metamorphoses after Ovid Op.49 Niobe"|"Benjamin Britten"|2|"20150915151753"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Vocal"|""|"N/A"|""|""|"Caro Mio Ben"|"Giuseppe Giordani"|2|"20150915180958"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031993"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"Trinity ATCL Recital [74] April 2015"|"Konzert No.1 1st Movement"|"Franz Anton Hoffmeister"|1|"20150915201919"|"AA00061"|"Member of School String Orchestra, Symphony Orchestra, Wind Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033427"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [118] October 2014"|"1st Movement Sonata Hoboken XVI:20"|"Haydn"|2|"20150917103504"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033475"|""|"Music Audition"|"Saxophone"|""|"N/A"|""|"ABRSM G8 [127] April 2012"|"Tableaux de Provence"|"Paule Maurice"|1|"20150917104952"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033475"|""|"Music Audition"|"Saxophone"|""|"N/A"|""|"Trinity ATCL Recital [64] August 2013"|"Divertimento 3rd Movement"|"Roger Boutry"|1|"20150917105038"|"AA00061"|"Member of APA"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033272"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 [130] November 2011"|"Concerto No.4 K218 2nd Movement"|"Mozart"|1|"20150917105743"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033272"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Diploma [73] August 2014"|"Sonata in D major Op.9 No.3 Tambourin"|"Leclair"|1|"20150917105807"|"AA00061"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Viola and Violin"|""|"N/A"|""|"Trinity Violin ATCL Recital (Charles will take the exam on 6 Oct)"|""|""|1|"20150917121001"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Voila and Violin"|""|"N/A"|""|"ABRSM Viola G8 [126] April 2012"|"Violin Concerto No.2"|"Wolfgang Amadeus Mozart"|1|"20150917121014"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S011212"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G7 [103] April 2015"|"Sonatina in D minor HWV581"|"Handel"|1|"20150917123100"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S011212"|""|"Music Audition"|"Vocal"|""|"N/A"|""|""|"Wouldn't It Be Lovely; From My Fair Lady"|"Frederick Loewe"|2|"20150917123612"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031969"|""|"Music Audition"|"Alto Saxophone"|""|"N/A"|""|"ABRSM G8 [110] April 2014"|"Aria"|"Eugène Bozza"|1|"20150917124113"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S011212"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 April 2013 (Mark sheet lost, attached G5 certificate with merit)"|"Gondellied"|"Mendelssohn"|1|"20150917144006"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033307"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [114] May 2010"|""|""|2|"20150917173508"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033307"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G8 [107] May 2015"|"Partita No.5 in G major BWV 829"|"J.S.Bach"|2|"20150917173842"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S030173"|""|"Music Audition"|"Double Major: Viola and Violin"|""|"N/A"|""|"Trinity Viola ATCL Recital [85] May 2014"|"Passacaglia"|"Heinrich Ignaz Franz Biber"|1|"20150917181058"|"AA00061"|"Member of APA, Quartet, School Orchestra, Senior String Orchestra
Grade 9 School Intermediate Choir, Grade 10 School Senior Choir and Senior Mixed Choir, Grade 11 School Senior Choir
Start individual vocal lesson from June 2015"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033454"|""|"Music Audition"|"Percussion (Marimba)"|""|"N/A"|""|"ABRSM G8 [127] October 2014"|"Malletrix"|"Jared Spears"|1|"20150917185445"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033454"|""|"Music Audition"|"Percussion (Marimba)"|""|"N/A"|""|"ABRSM G7 [138] October 2013"|"Suite Popular Brasileiras 1st Movement Baião"|"Ney Rosauro"|1|"20150917185500"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031290"|""|"Music Audition"|"Vocal"|""|"N/A"|""|"G8 (Aldi will take the ABRSM Exam in Dec 2015 and acquired a reference letter from vocal teacher)"|"Vergebliches Ständchen"|"Johannes Brahms"|1|"20150917191022"|"AA00061"|"Member of School Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032886"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G5 [137] May 2012"|"Romance No.2 in F major, Op. 50"|"Beethoven"|1|"20150917193354"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031567"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G8 [121] September 2013"|"Bach Suite No.3 Sarabande"|"Bach"|1|"20150917194245"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033307"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G8 September 2015 (Result to be released)"|"6 Suites for Violoncello Solo BWV 1007-1012"|"J.S.Bach"|1|"20150917200653"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033307"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G7 [113] May 2014"|"Sonata No.1 in E minor Op.38"|"Johannes Brahms"|1|"20150917200709"|"AA00061"|"Member of APA"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031969"|""|"Music Audition"|"Vocal"|""|"N/A"|""|""|"The Path to the Moon"|"Eric H. Thiman and Madeline C.Thomas"|2|"20150917201535"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033427"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G8 2015 (Pending Result)"|"Sonatina I"|"William Alwyn"|1|"20150917202430"|"AA00061"|"Member of APA (Junior Music Program, major in composition since 2014)
Member of SPCC Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031332"|""|"Music Audition"|"Paino"|""|"N/A"|""|"ABRSM G6 [125] November 2013"|"Allegro con spirito First Movement from Sonata in B flat Op 24"|"J.L.Dussek"|1|"20150917203401"|"AA00061"|"HK Children's Choir (2008 - 2009)
Diocesan Boy's School Primary Division:-
Junior Choir (2010 - 2012), Treble Choir (2013 - 2015), 
Chinese Orchestra (2013 - 2015), Junior Orchestra (2012 - 2014)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031078"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G6 (Trevor took the exam on 2 Sept 2015)"|"Carangueijo No.3 from Guia prático"|"Heitor Villa-Lobos"|2|"20150917204031"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031969"|""|"Music Audition"|"Alto Saxophone"|""|"N/A"|""|"ABRSM G6 2013 (Mark sheet lost, attached certificate with Pass)"|"Pieces Caracteristiques En Forme De Suite No.1: A L'Espagnol"|"Pierre-Max Dubois"|1|"20150918103146"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033370"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"ABRSM G8 [111] May 2013"|"Concertino for Tenor Trombone 1st Movement"|"Ferdinand David"|1|"20150918125355"|"AA00061"|"Member of APA
Member of College Orchestra, Brass Ensemble, College Team in Schools Creative Music Showcase"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033370"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"ABRSM G7 [128] May 2012"|"Dances with Bears"|"Jim Parker"|1|"20150918125446"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031290"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM G5 [122]"|"Für Elise"|"Ludwig van Beethoven"|2|"20150918153057"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031733"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Not yet take exam but equivalent to Grade 4"|"Gavotte"|"F.J.Gossec"|2|"20150918200422"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032434"|""|"Music Audition"|"Violin"|""|"N/A"|""|"AMRSM G8 [120] September 2014"|"The Butterfly Lovers Concerto"|"He Jian Hao and Chen Gang"|1|"20150920093804"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032434"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM G7 [126] August 2012"|"Violin Concerto in E major"|"Johann Sebastian Bach"|1|"20150920094011"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032701"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G8 Cello (To be taken on 22 Sept 2015)"|"Bach Suite No.1 in G major Prelude"|"J.S.Bach"|1|"20150920100510"|"30012"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031733"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"ABRSM G6 [116] April 2015"|"Dances with Bears"|"Jim Parker"|1|"20150920101750"|"30012"|"SPCC Orchestra 2011 - Present
SPCC Choir 2009 - Present, World Choir Games 2012 (Gold Metal)
SPCC Windband 2011 - Present"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S031733"|""|"Music Audition"|"Trombone"|""|"N/A"|""|"ABRSM G5 April 2013 (Mark sheet lost, attached certificate with Pass)"|"Derek Bourgeois"|"Bone of Contention:10"|1|"20150920101920"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032694"|""|"Music Audition"|"Vocal"|""|"N/A"|""|""|"O del mio dolce ardor"|"Christoph Willibald Gluck"|2|"20150920143030"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032694"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM G8 [120] November 2012"|"Sonata No.2 in E major 1st Movement"|"Johannes Brahms"|1|"20150920143035"|"30012"|"Member of School Choir, Wind Band, Orchestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032701"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM G6 [110] May 2012"|"Sonata No.1 in E minor 2nd Movement"|"Johannes Brahms"|1|"20150920151228"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S032694"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM G6 [126] November 2011"|"Dance Preludes (1st, 2nd, 3rd Movement)"|"Witold Lutoslawski"|1|"20150920170727"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033414"|""|"Music Audition"|"Trumpet"|""|"N/A"|""|"ABRSM G8 [130] September 2012"|"Polka"|"Allen Vizzutti"|1|"20150921093808"|"30012"|"Members of Dr Yip's
La Salle College Wind Orchestra
La Salle College Symphony Orhestra"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S033414"|""|"Music Audition"|"Trumpet"|""|"N/A"|""|"ABRSM G7 [125] October 2011"|"Concerto in E flat for trumpet 1st, 2nd, 3rd Movement"|"Johann Baptist Georg Neruda"|1|"20150921094210"|"30012"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2015"
"S034676"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Danse Champetre, No.4, op.106"|"Jean Sibelius"|1|"20160906184517"|"AA00032"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034716"|""|"Music Audition"|"Vocal"|""|"N/A"|""|""|"Wolf, H: Das verlassene Mägdlein, No. 7"|"Mörike-Lieder"|2|"20160910190017"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033483"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|""|"Sonata for Clarinet and Piano"|"Leonard Bernstein"|1|"20160911142530"|"AA00061"|"Member of Hong Kong Children's Choir"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S033345"|""|"Music Audition"|"Harp"|""|"N/A"|""|""|"Sonatina II"|"Jan Ladislav Dussek"|2|"20160911144834"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034457"|""|"Music Audition"|"Vocal"|""|"N/A"|""|""|"Panis Angelicus"|"Saint Thomas Aquinas"|2|"20160911154648"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034252"|""|"Music Audition"|"Soprano Saxophone"|""|"N/A"|""|""|"Sonata in E Flat Major, 2nd Movement"|"J.S.Bach"|2|"20160911174208"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S032167"|""|"Music Audition"|"Cello"|""|"N/A"|""|""|"Sonatina per Violoncello e Pianoforte"|"P.Jardanyi"|1|"20160914153334"|"AA00007"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034675"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8, Aug 2016 [Awaiting Results]"|"Sonata in D,TWV 41:D6 from Der getreue Musikmeister,1st and 2nd Movement"|"Telemann"|1|"20160914172502"|"AA00007"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034675"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6, Oct 2014 [105]"|"Rain Forest Fiesta"|"Pam Wedgwood"|2|"20160914172508"|"AA00007"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
"S034676"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, Aug 2015 [122]"|"Sonata VI in E, 1st Movement Adagio and 2nd Movement Allegro"|"Handel"|1|"20160914172615"|"AA00007"|"Member of Dr Yip's"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"
