"topschool_id"|"school_id"|"lastupdate"|"staffid"|"remarks"|"eventremarks"|"regfee"|"payableto"
8|7|"20150925100002"|"AA00007"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.
* Please also submit a copy of your child's birth certificate with the Reg Form.
* Please be reminded that after registration, Headington SchooI will conduct a second interview in HK. The interviewer is Mrs Herrmann, the charge will be HKD1800, please make payment direct to her. The Interview Venue: Island Shangri La Hotel. Time: Weekday mornings. The details will be informed later."|"HK age ok
HEADINGTON WILL NOT CONSIDER UNDERAGED STUDENTS EVEN THEY HAVE IGCSE RESUULT-VERY FIRM POLICY"|"GBP250"|"Headington School"
8|9|"20150925100131"|"AA00007"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.
* Please also submit a copy of your child's passport with the Reg Form.
* Lancing College will use UKiset as their entrance exam. 
* Please apply UKiset through their Online Registration, please find attached the application procedure for your reference. 
* Please notify Academic Asia after you have made the Online Registration and advise us the date and time your child wish to take UKiset, all UKiset test must be completed by 31st October, 2015. We would encourage you to apply to UKiset as early as possible.
* If your child has already taken UKiset within the past 6 months, there is no need to do the UKiset again, please kindly send us the UKiset scores and we will instruct UKiset to send the full report to Lancing College for assessment."|"20150921: Lancing will use UKiset to replace their entrance exam for all year group. If students have done UKiset, no need to redo. 

For Sep2016, school will use computerised exam. Students will be encouraged to register before 06 Oct 2015 but do the exam on individual basis by 31.Oct.2015.

HK age ok"|"GBP190"|"Lancing College"
9|2|"20160921103640"|"AA00029"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.
* Please also submit a copy of your daughter's birth certificate with the Reg Form.
* Please note that after you have registered, Badminton School will write to your present school to ask for a reference, please inform your present school."|"HK age ok"|"GBP100"|"Badminton School Limited"
8|12|"20150925100229"|"AA00007"|"* Tonbridge School prefers to receive original Reg Form, please go to Academic Asia office to collect the form for completion.
* After you collect the original Reg Form, please complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque."|"-9 Feb 2016 is Pre-Test date
-HK age: accept dob fr March
-Exam cannot be rescheduled if clash other school exam, move other school exam
-past paper available on school web"|"GBP150"|"Tonbridge School"
9|533|"20160923140949"|""|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque."|"HK age ok
past paper available on school web"|"GBP200(SeniorY9-13)/GBP100(Junior Y6-8)"|"The King's School"
14|21|"20170907162237"|"AA00007"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.
* Please also submit a copy of your child's passport with the Reg Form."|"HK age ok
-deadline on website is 13 Sep 2017, not applicable to TS students
- 24 Sep 2017, Sunday, 7:00 – 9:00pm, Royal Hong Kong Yacht Club, Kellett Island
- Drink Reception : allow students to join"|"GBP350"|"Brighton College"
22|4|"20170928225217"|""|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.

*Deadline is extended to 07-Oct-2017"|"-HK age ok
-Exam cannot be rescheduled if clash other school exam, move other school exam"|"GBP250"|"GBC General"
18|2|"20190803110520"|"AA00029"|"Registration with Badminton School is completed through the weblink below:

https://www.badmintonschool.co.uk/admissions/the-admissions-process

*The Registration Fee is GBP150 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant in charge as proof of payment.
* Please also submit a copy of your child's birth certificate to your consultant-in-charge.

Should the payment section not work on the above link please use this link: 

https://www.badmintonschool.co.uk/payments

Badminton School will use UKiset to replace their own entrance exam. If your child has not taken UKiset, please find attached the application procedure for UKiset. If your child has taken UKiset within the past sixth months, there is no need to do the test again. When making application to UKiset, please add ""Badminton School"" to the one of the 5 selected schools on the online form."|"HK age ok

exam: will use UKiset."|"GBP150"|"Badminton School Limited"
24|533|"20190911214106"|"AA00007"|"Please register with The King's School, Canterbury (Year9-12) via their online WisePay link:

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. 

Please kindly inform us after you have successfully completed registration so we can follow up with the school.   Thank you."|"prefer UK age
past paper available on school web
junior school will be in HK as well, can arrange interview individually
happy to see Y9 Sep2021 entry at TS19, entrance exam will take place in Jan 2021
- King's normally send exam papers on the wed before the exam, if any parents ask, pls let them know this is the norm.
-13+ & 14+ Music Scholarship candidates that Will Bersey is interested in will sit test in the first week of Oct 2019."|"GBP200"|"The King's School, Canterbury"
19|4|"20201111101402"|"AA00007"|"Registration with Charterhouse is completed through the school's online registration form below:

https://www.charterhouse.org.uk/admissions/registration-details

The Registration Fee is GBP300 payable at the time of online registration.

After you have registered, please kindly email your Consultant-In-Charge the confirmation from Charterhouse. Thank you."|"202010: Charterhouse asked AA to help send reference requests to HK schools for lower form (ref form is an online form)"|"GBP300"|""
14|533|"20170928155713"|"AA00007"|"Registration to The King's School, Canterbury (Year9-12) is through their online Wisepay link: 

Please click the WisePay link below and click the 'Create an Account' link on the right hand side and complete the Registration Form. 

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

The Registration Fee is GBP200 and is payable through the wisepay link at the time when you register with the school. 

Please kindly let us know after you have made registration to the school. Thank you."|"HK age ok
past paper available on school web
Drink reception: 23 Sep 2017 7.30-9.30pm HK Maritime Museum, Central Ferry Pier 8, Central"|"GBP200(SeniorY9-13)/GBP100(Junior Y6-8)"|"The King's School"
14|4|"20170928225204"|""|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.

*Deadline is extended to 07-Oct-2017"|"-HK age ok
-Exam cannot be rescheduled if clash other school exam, move other school exam"|"GBP250"|"GBC General"
17|6|"20180918112556"|"AA00007"|"The result is for your reference. The Application Procedure has been completed over the last few days. Good Luck to your exam this Sunday."|"HK age : accept dob from Feb
Dr Sie however prefers correct age if possible
MD will pre-audition 2020 students, only for 10 mins
Second Interview on 20 Oct 2018
Dr Eric Sie, Registrar and Dr Michael Gray, Academic and Universities Director"|"GBP325"|"Harrow School General Fund"
14|3|"20180925170927"|"AA00082"|"Please find the following forms to facilitate your application to Bromsgrove School:

1. Registration Form
2. School Bank Details
3. Scholarship Application Form

* Please complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.
* Please also submit a copy of your child's passport with the Reg Form.
* Photo is needed for completing the Reg Form."|"HK age ok"|"GBP100"|"Bromsgrove School"
24|6|"20190926103543"|"AA00007"|"The result is for your reference. The Application Procedure has been completed over the last few days. The forms below are for your reference only. 
Good Luck to your exam this Sunday."|"HK age : accept dob from Feb
Dr Sie however prefers correct age if possible"|"GBP350"|"Harrow School General Fund"
18|21|"20190927165914"|"AA00029"|"Registration with Brighton College is now completed through its website.

*The Registration Fee is GBP350 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant-in-charge as a proof of payment."|"-HK age ok
-if students have taken UKiset, Brighton would like to receive a copy"|"GBP350"|"Brighton College"
18|3|"20190922085627"|"AA00029"|"Please find the following forms to facilitate your application to Bromsgrove School:

1. Registration Form
2. School Bank Details
3. Scholarship Application Form

* If you wish to apply, please complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque or bank transfer
* If you pay by bankers draft or sterling pound cheque, please return to Academic Asia the completed and signed Registration Form with the original bankers draft or sterling pound cheque.
* If by bank transfer, you can simply email to Academic Asia the completed and signed Registration Form with the bank transfer payment receipt
* Please also submit a copy of your child's passport with the Reg Form.
* Photo is needed for completing the Reg Form."|"HK age ok
Message from Rachel: 
I'm very happy with the below, although Year 10 entry has become more difficult for us as we have started the three year GCSE programme. Whilst we do still accept children into Year 10, they would have to be really strong in order not to be at a disadvantage."|"GBP200"|"Bromsgrove School"
24|4|"20190925184933"|"AA00029"|"Registration with Charterhouse is completed through the weblink below:

https://www.charterhouse.org.uk/admissions/registration-details

*The Registration Fee is GBP250 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant-in-charge as a proof of payment. 

** Please note that 1 Oct 2019 is a public holiday, we suggest you email your proof of application to your Consultant-In-Charge by 30 Sep 2019. Thank you."|"-HK age ok
-Exam cannot be rescheduled if clash other school exam, move other school exam
-Iona is happy for us to send regff back to them on 2 Oct since 1 Oct is a public holiday in HK."|"GBP250"|"GBC General"
18|103|"20190818214000"|"AA00007"|"Registration with Caterham School is completed through the weblink below:

https://www.wisepay.co.uk/store/generic/template.asp?ACT=add_account&mID=159624&accfID=873

*The Registration Fee is GBP200 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant in charge as proof of payment.
* Please also submit a colour copy of your child's birth certificate and passport to your consultant-in-charge."|"HK age ok
Fr s: On Friday 20 September we are hosting an alumni reunion and on Saturday 21 September we are hosting a reception for our existing parents.  Both events will take place in L'Hotel Causeway Bay.  Neither event is really appropriate for prospective parents and so it is not necessary for you to inform any about these events."|"GBP200"|"Caterham School Ltd"
14|9|"20180925174959"|"AA00081"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.
* Please also submit a copy of your child's passport with the Reg Form.
* Lancing College will use UKiset as their entrance exam. 
* Please apply UKiset through their Online Registration, please find attached the application procedure for your reference. 
* Please notify Academic Asia after you have made the Online Registration and advise us the date and time your child wish to take UKiset, all UKiset test must be completed by 31st October, 2017. We would encourage you to apply to UKiset as early as possible.
* If your child has already taken UKiset within the past 6 months, there is no need to do the UKiset again, please kindly send us the UKiset scores and we will instruct UKiset to send the full report to Lancing College for assessment."|"Lancing will continue to use UKiset to replace their entrance exam for all year group. All students have to do UKiset by 31-Oct-2017

HK age ok

Y9 Sep2018, places will be tight"|"GBP190"|"Lancing College"
24|22|"20190918100022"|"AA00079"|"- If you wish to register with the school, please click onto the following link:  http://www.uppingham.co.uk/Registration

- The non-refundable registration fee of GBP200 is to be made online.  Alternatively, for telegraphic transfer, please refer to the attached bank details.

- Please kindly inform us after registration is successfully completed so we can follow up with the school.  Thank you."|"-Happy to consider Y9 Sep2021 entry
-HK age ok"|"GBP200"|"Uppingham School General Fund"
24|103|"20190919155023"|""|"Registration with Caterham School is completed through the weblink below:

https://www.wisepay.co.uk/store/generic/template.asp?ACT=add_account&mID=159624&accfID=873

*The Registration Fee is GBP200 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant in charge as proof of payment.
* Please also submit a colour copy of your child's birth certificate and passport to your consultant-in-charge."|"HK age ok
Fr s: On Friday 20 September we are hosting an alumni reunion and on Saturday 21 September we are hosting a reception for our existing parents.  Both events will take place in L'Hotel Causeway Bay.  Neither event is really appropriate for prospective parents and so it is not necessary for you to inform any about these events."|"GBP200"|"Caterham School Ltd"
17|22|"20180927141152"|"AA00007"|"- If you wish to register with the school, please click onto the following link:  http://www.uppingham.co.uk/Registration

- The non-refundable registration fee of GBP200 is to be made online.  Alternatively, for telegraphic transfer, please refer to the attached bank details.

- Please kindly inform us after registration is successfully completed so we can follow up with the school.  Thank you."|"-Please be aware that year 9 2019 entry and year 10 2019 entry places will be limited in number
-Happy to consider Y9 Sep2020 entry
-HK age ok
cut down Ukiset route: pending info fr school"|"GBP200"|"Uppingham School General Fund"
18|6|"20190926103532"|"AA00007"|"The result is for your reference. The Application Procedure has been completed over the last few days. The forms below are for your reference only. 
Good Luck to your exam this Sunday."|"HK age : accept dob from Feb
Dr Sie however prefers correct age if possible"|"GBP350"|"Harrow School General Fund"
18|7|"20190924113826"|"AA00029"|"Please find the following form to facilitate your application to Headington School:

1. Registration Form

* If you wish to apply, please complete the Registration and Form and the Entrance Examination Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque or bank transfer
* Please also submit a colour copy of your child's passport with the forms. 
* If you pay by bankers draft or sterling pound cheque, please return the completed and signed Registration Form with the original bankers draft or sterling pound cheque.
* If by bank transfer, you can simply email the completed and signed Registration and Examination Forms with the bank transfer payment receipt

Please find the school bank details as below:

Bank Name : Barclays Bank Plc
Bank Account No: 70480924
Address : Leicester, United Kingdom, LE87 2BB
Swift : BARCGB22
Account Name: Headington School Oxford Ltd
Sort Code : 20-65-26
IBAN No : GB31BARC20652670480924

Remark : Please use the following format for the reference accompanying the online payment:
Daughter’s surname Daughter’s First name"|"HK age ok
HEADINGTON WILL NOT CONSIDER UNDERAGED STUDENTS EVEN THEY HAVE IGCSE RESULT-VERY FIRM POLICY
WILL NOT CONSIDER Y8"|"GBP250"|"Headington School"
17|11|"20180927125849"|"AA00007"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.

Deadline for application is extended to 5 Oct 2018"|"HK age ok
school website provides sixth form past papers"|"GBP100"|"Shrewsbury School"
18|533|"20190803143301"|"AA00029"|"Please register with The King's School, Canterbury (Year9-12) via their online WisePay link:

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. 

Please kindly inform us after you have successfully completed registration so we can follow up with the school.   Thank you."|"prefer UK age
past paper available on school web
junior school will be in HK as well, can arrange interview individually
happy to see Y9 Sep2021 entry at TS19, entrance exam will take place in Jan 2021
- King's normally send exam papers on the wed before the exam, if any parents ask, pls let them know this is the norm.
-13+ & 14+ Music Scholarship candidates that Will Bersey is interested in will sit test in the first week of Oct 2019."|"GBP200"|"The King's School, Canterbury"
17|9|"20180927135321"|"AA00007"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.
* Please also submit a colour copy of your child's passport with the Reg Form.
* Lancing College will use UKiset as their entrance exam. 
* Please apply UKiset through their Online Registration, please find attached the application procedure for your reference. 
* Please notify Academic Asia after you have made the Online Registration and advise us the date and time your child wish to take UKiset, all UKiset test must be completed by 31st October, 2018. We would encourage you to apply to UKiset as early as possible.
* If your child has already taken UKiset within the past 6 months, there is no need to do the UKiset again, please kindly send us the UKiset scores and we will instruct UKiset to send the full report to Lancing College for assessment."|"Lancing College will use UKiset again this year but is flexible, can use CAT4, but need to register with the school first.  All students have to complete UKiset or CAT4 by 31-Oct-2018

Fewer places in Y10"|"GBP190"|"Lancing College"
17|533|"20181014135910"|"AA00007"|"Please register with The King's School, Canterbury (Year9-12) via their online WisePay link:

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. 

Please kindly inform us after you have successfully completed registration so we can follow up with the school.   Thank you."|"prefer UK age
past paper available on school web
junior school will be in HK as well, can arrange interview individually
happy to see Y9 Sep2020 entry at TS18, entrance exam will take place in Jan 2020
- King's normally send exam papers on the wed before the exam, if any parents ask, pls let them know this is the norm."|"GBP200"|"The King's School, Canterbury"
18|532|"20190926171738"|"AA00029"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bank transfer or bankers draft/ sterling pound cheque.

* Please also submit a colour copy of your child's birth certificate and passport to your consultant-in-charge.

Please find the school bank details as below:

Bank: Barclays, London Corporate Banking
Address: 1 Churchill Place, London, E14 5HP
Account Name: The King’s School, Canterbury
Sort Code: 20-00-00
Account Number: 50651591
IBAN: GB13 BARC 2000 0050 6515 91
SWIFT code: BARCGB22
Reference: (surname of pupil)..../ JKS / Reg (please ensure the latter part of this reference is included)"|""|"GBP100"|"The King’s School, Canterbury"
17|12|"20180927142217"|"AA00007"|"* Tonbridge School prefers to receive original Reg Form, please go to Academic Asia office to collect the form for completion.
* After you collect the original Reg Form, please complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft/sterling pound cheque or bank transfer. The school bank details are stated on the Registration Form."|"-HK age: accept dob fr March
-Exam cannot be rescheduled if clash other school exam, move other school exam
-past paper available on school web
Block Andrew for sat and mon afternoon and whole day sunday
MD is happy to meet 2020 students and if interview slot is available, can arrange 2020 students to attend interview
If there are 2021 entry, the school is happy to interview. but give priority to 2019"|"GBP200"|"Tonbridge School"
17|3|"20180927211323"|"AA00007"|"Please find the following forms to facilitate your application to Bromsgrove School:

1. Registration Form
2. School Bank Details
3. Scholarship Application Form

* If you wish to apply, please complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque or bank transfer
* If you pay by bankers draft or sterling pound cheque, please return to Academic Asia the completed and signed Registration Form with the original bankers draft or sterling pound cheque.
* If by bank transfer, you can simply email to Academic Asia the completed and signed Registration Form with the bank transfer payment receipt
* Please also submit a copy of your child's passport with the Reg Form.
* Photo is needed for completing the Reg Form."|"HK age ok
Message from Rachel: 
I'm very happy with the below, although Year 10 entry has become more difficult for us as we have started the three year GCSE programme. Whilst we do still accept children into Year 10, they would have to be really strong in order not to be at a disadvantage."|"GBP100"|"Bromsgrove School"
18|384|"20190803144622"|"AA00029"|"Your Consultant-In-Charge will email to you separately regarding the application procedure as soon as possible."|"-For Y9 Sep2020 & 2021 entry, schools are looking for scholarship applications only. Must meet benchmark.After interview, school will encourage them to apply for scholarship and the students will have to fly to the UK for the assessment.
-Y12 Sep2020: Assessment day is 21 Nov 2019. students are allowed to do 2 subjects papers nearer the assessment day in HK, but have to fly to the UK before 1 Dec when result released
-MD & Interviewer: special request, ideally, free interviewer with the slots when MD has auditions, interviewer wants to attend audition 
-can interview Sep2022 students"|""|""
18|11|"20190803144759"|"AA00029"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque."|"HK age ok
school website provides sixth form past papers"|"GBP100"|"Shrewsbury School"
24|11|"20190922193118"|""|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque."|"HK age ok
school website provides sixth form past papers"|"GBP100"|"Shrewsbury School"
17|1|"20180928125643"|"AA00007"|"Registration with Abingdon School is completed through the weblink below:

https://www.abingdon.org.uk/registration_form

*The Registration Fee is GBP150 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant-in-charge as a proof of payment. Thank you."|"HK age: accept dob from Jan

can consider Y9 Sep2020, if interested to apply, pls arrange interview, after interview, if school is happy with the interview, Pre-test date (TBC), exam format:
English essay - 30mins
English grammar - 45mins
Maths - 50 minutes (no calculator)
VR - 1 hour
Grammar - 45 minutes
school then offer a place, but still need to do exam one year ahead for setting purpose"|"GBP150"|"Abingdon School"
17|2|"20180928125704"|"AA00007"|"Registration with Badminton School is completed through the weblink below:

https://www.badmintonschool.co.uk/admissions/the-admissions-process

*The Registration Fee is GBP150 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant in charge as proof of payment.
* Please also submit a copy of your child's birth certificate to your consultant-in-charge.

Should the payment section not work on the above link please use this link: 

https://www.badmintonschool.co.uk/payments

Badminton School will use UKiset to replace their own entrance exam. If your child has not taken UKiset, please find attached the application procedure for UKiset. If your child has taken UKiset within the past sixth months, there is no need to do the test again. When making application to UKiset, please add ""Badminton School"" to the one of the 5 selected schools on the online form."|"HK age ok

exam: will use UKiset."|"GBP150"|"Badminton School Limited"
18|9|"20190924113653"|"AA00083"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bank transfer or bankers draft/ sterling pound cheque.
* Please also submit a colour copy of your child's passport with the Reg Form.
* Lancing College will use UKiset as their entrance exam. 
* Please apply UKiset through their Online Registration, please find attached the application procedure for your reference. 
* Please notify Academic Asia after you have made the Online Registration and advise us the date and time your child wish to take UKiset, all UKiset test must be completed by 31st October, 2019. We would encourage you to apply to UKiset as early as possible.
* If your child has already taken UKiset within the past 6 months, there is no need to do the UKiset again, please kindly send us the UKiset scores and we will instruct UKiset to send the full report to Lancing College for assessment.

Please find the school bank details as below:

Barclays Bank, 1 Churchill Place, Canary Wharf, London E14 5HP

Payee Name: Lancing College
Sort Code: 20 - 65 - 82
Account No: 60797049
IBAN No: GB31BARC20658260797049
SWIFT Code: BARC GB 22

Note: Please use the pupil's name as a reference, to enable the school to reconcile your payment with the relevant application form."|"Lancing College will use UKiset again this year but is flexible, can use CAT4, but need to register with the school first.  All students have to complete UKiset or CAT4 by 31-Oct-2019

Fewer places in Y10"|"GBP200"|"Lancing College"
19|532|"20200924172731"|"AA00029"|"* Complete the Registration Form and return it to your Consultant-In-Charge by email only, together with the Payment Receipt of the Registration Fee. Please pay by bank transfer only.

** Please also email a colour copy of your child's birth certificate and passport to your consultant-in-charge.

Please find the school bank details as below:

Bank: Barclays, London Corporate Banking
Address: 1 Churchill Place, London, E14 5HP
Account Name: The King’s School, Canterbury
Sort Code: 20-00-00
Account Number: 50651591
IBAN: GB13 BARC 2000 0050 6515 91
SWIFT code: BARCGB22
Reference: (surname of pupil)..../ JKS / Reg (please ensure the latter part of this reference is included)"|""|"GBP100"|""
17|21|"20180928125915"|"AA00007"|"Please find the following forms to facilitate your application to Brighton College:

1. Registration Form
2. School Bank Details
3. Card Payment Form

* If you wish to apply, please complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque or bank transfer

* If you pay by bankers draft or sterling pound cheque, please return the completed and signed Registration Form with the original bankers draft or sterling pound cheque to AA.
* If by bank transfer, you can simply email the completed and signed Registration Form with the bank transfer payment receipt to AA.
* If by Credit Card, you can simply email the completed and signed Registration Form with the signed Card Payment Form to AA.
* Please also submit a colour copy of your child's passport with the Reg Form."|"-HK age ok
-if students have taken UKiset, Brighton would like to receive a copy"|"GBP350"|"Brighton College"
17|103|"20180928130028"|"AA00007"|"Registration with Caterham School is completed through the weblink below:

https://www.wisepay.co.uk/store/generic/template.asp?ACT=add_account&mID=159624&accfID=873

*The Registration Fee is GBP200 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant in charge as proof of payment.
* Please also submit a colour copy of your child's birth certificate and passport to your consultant-in-charge."|"Caterham makes offers to successful candidates on Friday 16 November
DE route: Deferred Entry, happy to see Y9 2020 entry, will arrange assessment and offer, family can reserve a place earlier.

Please note that school is also holding a Year 12 (Sixth Form) Assessment & Interview Day at Caterham School (for international pupils currently at UK schools) on Friday 12 October.  If we have pupils who are currently studying at UK schools who would like to attend this. Please apply by 11th October and advise Alison Hill at boardingadmissions@caterhamschool.co.uk, of their attendance."|"GBP200"|"Caterham School Ltd"
17|4|"20180928130108"|"AA00007"|"Registration with Charterhouse is completed through the weblink below:

https://www.charterhouse.org.uk/admissions/registration-details

*The Registration Fee is GBP250 and can be paid through the weblink at the time when you register with the school. Please print out the online payment record and send it to your consultant-in-charge as a proof of payment. Thank you."|"-HK age ok
-Exam cannot be rescheduled if clash other school exam, move other school exam"|"GBP250"|"GBC General"
18|12|"20191001204044"|"AA00007"|"* Tonbridge School prefers to receive original Reg Form, please go to Academic Asia office to collect the form for completion.
* After you collect the original Reg Form, please complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft/sterling pound cheque or bank transfer. The school bank details are stated on the Registration Form."|"-HK age: accept dob fr March
-Exam cannot be rescheduled if clash other school exam, move other school exam
-past paper available on school web
For 2021 applicant, they can register now and take the exam in Nov 2020."|"GBP200"|"Tonbridge School"
17|7|"20180928130157"|"AA00007"|"Please find the following form to facilitate your application to Headington School:

1. Registration Form

* There will be an examination form which also needed to be completed. We will email the examination form to you once we have received from the school.

* If you wish to apply, please complete the Registration and Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque or bank transfer
* Please also submit a colour copy of your child's passport with the forms. 
* If you pay by bankers draft or sterling pound cheque, please return the completed and signed Registration Form with the original bankers draft or sterling pound cheque.
* If by bank transfer, you can simply email the completed and signed Registration and Examination Forms with the bank transfer payment receipt

Please find the school bank details as below:

Bank Name : Barclays Bank Plc
Bank Account No: 70480924
Address : Leicester, United Kingdom, LE87 2BB
Swift : BARCGB22
Account Name: Headington School Oxford Ltd
Sort Code : 20-65-26
IBAN No : GB31BARC20652670480924

Remark : Please use the following format for the reference accompanying the online payment:
Daughter’s surname Daughter’s First name

* Please be reminded that after registration, Headington SchooI will conduct a second interview in HK. The interviewer is Mrs Herrmann, the charge will be HKD1960, please make payment direct to her. The Interview Venue: Island Shangri La Hotel. Time: Weekday mornings. The details will be informed later."|"HK age ok
HEADINGTON WILL NOT CONSIDER UNDERAGED STUDENTS EVEN THEY HAVE IGCSE RESULT-VERY FIRM POLICY
WILL NOT CONSIDER Y8
current parents/alumni/prospective parents event in the HK FC at 1800 on 22 Sep 2018"|"GBP250"|"Headington School"
17|13|"20180928130435"|"AA00007"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bankers draft or sterling pound cheque.

* Please also submit a copy of your child's birth certificate with the Reg Form."|"HK age ok, will interview Y9,10,12"|"GBP75"|"Warwick School"
24|9|"20190925185205"|"AA00029"|"* Complete the Registration Form and return to Academic Asia with the Reg Fee. The Reg Fee can be paid either by bank transfer or bankers draft/ sterling pound cheque.
* Please also submit a colour copy of your child's passport with the Reg Form.
* Lancing College will use UKiset as their entrance exam. 
* Please apply UKiset through their Online Registration, please find attached the application procedure for your reference. 
* Please notify Academic Asia after you have made the Online Registration and advise us the date and time your child wish to take UKiset, all UKiset test must be completed by 31st October, 2019. We would encourage you to apply to UKiset as early as possible.
* If your child has already taken UKiset within the past 6 months, there is no need to do the UKiset again, please kindly send us the UKiset scores and we will instruct UKiset to send the full report to Lancing College for assessment.

Please find the school bank details as below:

Barclays Bank, 1 Churchill Place, Canary Wharf, London E14 5HP

Payee Name: Lancing College
Sort Code: 20 - 65 - 82
Account No: 60797049
IBAN No: GB31BARC20658260797049
SWIFT Code: BARC GB 22

Note: Please use the pupil's name as a reference, to enable the school to reconcile your payment with the relevant application form."|"Lancing College will use UKiset again this year but is flexible, can use CAT4, but need to register with the school first.  All students have to complete UKiset or CAT4 by 31-Oct-2019

Fewer places in Y10"|"GBP200"|"Lancing College"
19|533|"20210114112313"|"AA00073"|"Please register with The King's School, Canterbury (Year9-12) via their online WisePay link:

https://www.wisepay.co.uk/store/generic/template.asp?mID=147763&ACT=nav

The non-refundable Registration Fee of GBP200 is payable through WisePay at the time of registration. When you register with the school. Please email the online payment record and to your consultant in charge as proof of payment."|"King's standard message on Exam instructions will state two interviews - one prior to assessment, and one after.    As James has met the candidates already at TS, he will not need to arrange to meet them again.  However, students will be interviewed by a senior member of King’s staff after the assessments. Sch will be in touch with the families individually about this."|"GBP200"|""
19|9|"20201111101228"|"AA00007"|"* Complete the Registration Form and return by email to your Consultant-In-Charge with the Reg Fee. Please pay by bank transfer only.

** Please also submit a colour copy of your child's passport.

*** Lancing College will use UKiset as their entrance exam. 

**** Please apply UKiset through their Online Registration, please find attached the application procedure for your reference.

***** Please notify your Consultant-In-Charge after you have made the Online Registration and advise us the date and time your child wish to take UKiset, all UKiset test must be completed by 31st October, 2020. We would encourage you to apply to UKiset as early as possible.

****** If your child has already taken UKiset within the past 6 months, there is no need to do the UKiset again, please kindly send us the UKiset scores and we will instruct UKiset to send the full report to Lancing College for assessment.

Please find the school bank details as below:

Barclays Bank, 1 Churchill Place, Canary Wharf, London E14 5HP

Payee Name: Lancing College
Sort Code: 20 - 65 - 82
Account No: 60797049
IBAN No: GB31BARC20658260797049
SWIFT Code: BARC GB 22

Note: Please use the pupil's name as a reference, to enable the school to reconcile your payment with the relevant application form."|"20201111: Lancing asked for reference from HK schools for 6th form"|"GBP200"|""
