"school_id"|"banktype"|"currency"|"bankname"|"bankacc"|"bankaddress"|"ibankacc"|"swift"|"sortcode"|"ibanno"|"remarks"|"lastupdate"|"staffid"|"billingname"
50|"Course"|"GBP"|"HSBC"|"92732971"|"12 All Hallows, Bedford, MK40 1LJ"|"."|"MIDLGB2102H"|"40-10-02"|"GB60MIDL40100292732971"|""|"20150126183404"|"AA00032"|"Bedford School"
628|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"03235008"|"82 High Street, Lewes, East Sussex, BN7 1XW"|"St. George's England"|"LOYDGB21103"|"30-95-01"|"GB42LOYD30950103235008"|"Please make sure the STUDENT'S NAME is clearly marked on the bank transfer.
Please make sure you pay ALL the transfer charges so that the college receives the full amount of the payment due."|"20140422133118"|"AA00044"|"Buckswood St George's England"
628|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"03235008"|"82 High Street, Lewes, East Sussex, BN7 1XW"|"St. George's England Ltd"|"LOYDGB21103"|"30-95-01"|"GB42LOYD30950103235008"|"Bank transfer:
- Please make sure the STUDENT'S NAME is clearly marked on the bank transfer.
- Please make sure you pay ALL the transfer charges so that the college receives the full amount of the payment due.
Cheque: 
- A cheque in UK £ Sterling please make payable to St George’s England"|"20150127161448"|"AA00032"|"Buckswood St George's England"
628|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"03235008"|"82 High Street, Lewes, East Sussex, BN7 1XW"|"St. George's England Ltd"|"LOYDGB21103"|"30-95-01"|"GB42LOYD30950103235008"|"Bank transfer:
- Please make sure the STUDENT'S NAME is clearly marked on the bank transfer
- Please make sure you pay ALL the transfer charges so that the college receives the full amount of the payment due
Cheque: 
- A cheque in UK £ Sterling please make payable to St George’s England"|"20150127161511"|"AA00032"|"Buckswood St George's England"
39|"Course"|"GBP"|"National Westminster Bank Plc"|"14608375"|"14 - 16 Haymarket, Leicestershire, LE1 3NT"|"Ashby Upper School"|""|"60-60-06"|"GB79NWBK60600614608375"|""|"20130525"|""|"Ashby School"
39|"Course"|"GBP"|"National Westminster Bank Plc"|"47114207"|"54 Market Street, Ashby de la Zouch, Leicestershire, LE65 1BB"|"Ashby School"|"NWBK GB 2L"|"60-01-20"|"GB76 NWBK 6001 2047 1142 07"|""|"20150128141827"|"AA00032"|"Ashby School"
36|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Ltd, Scholar's Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|""|"20140905131643"|""|"Ardingly Projects Ltd"
40|"Deposit"|"GBP"|"Barclays Bank Plc"|"70307807"|"8 Market Place, Kettering, Northants, NN16 0AX"|"Ashford School"|"BARCGB22"|"20-45-77"|"GB43BARC20457770307807"|"Please include the PUPIL NAME on the transfer reference"|"20140124104516"|"AA00025"|"Ashford School"
40|"Registration Fee"|"GBP"|"Barclays Bank Plc"|"90576506"|"8 Market Place, Kettering, Northants, NN16 0AX"|"Ashford School"|"BARCGB22"|"20-45-77"|"GB61BARC20457790576506"|"Please state 'ASH' followed by PUPIL NAME on the transfer reference"|"20140124104520"|"AA00025"|"Ashford School"
30011|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00406805"|"PO Box 1000, BX1 1LT"|"Lansdowne Tutors Ltd"|"LOYDGB21027"|"30-95-74"|"GB30-LOYD-3095-7400-4068-05"|""|"20141218114716"|"AA00032"|"Astrum Education - Lansdowne College"
328|"Course"|"GBP"|"National Westminster Bank Plc"|"33489750"|"5 Market Place, Chesterfield, S40 1TJ"|"Mount St Mary's College"|"NWBKGB2L"|"60-40-09"|"GB48NWBK60400933489750"|""|"20130525"|""|"Mount St Mary's College"
9|"Course"|"GBP"|"Barclays Bank Plc"|"60797049"|"1 Churchill Place, Canary Wharf, London, E14 5HP"|"Lancing College"|"BARCGB22"|"20-65-82"|"GB31BARC20658260797049"|""|"20130525"|""|"Lancing College"
18|"Course"|"GBP"|"National Westminster Bank Plc"|"05509483"|"Cheap Street, Sherborne, Dorset, DT9 3BH"|"Sherborne School for Girls"|"NWBKGB2L"|"60-19-12"|"GB02NWBK60191205509483"|"Please make sure pupils full name is listed as a reference when transferring the money."|"20130525"|""|"Sherborne School for Girls"
18|"Registration Fee"|"GBP"|"National Westminster Bank Plc"|"05509483"|"Cheap Street, Sherborne, Dorset, DT9 3BH"|"Sherborne School for Girls"|"NWBKGB2L"|"60-19-12"|"GB02NWBK60191205509483"|"Please make sure pupils full name is listed as a reference when transferring the money."|"20151009115323"|"AA00044"|"Sherborne School for Girls"
30025|"Course"|"GBP"|"."|"."|"."|"."|"."|"."|"."|"Ross Moss

Experio Life Ltd
---------------------------
rob@experiolife.com
T. +44 (0) 203 553 5700
F. +44 (0) 203 553 5701
---------------------------
Admin Office
PO Box 55, The Street, Furneux Pelham
Herts. SG9 0LJ
UK"|"20151031103155"|""|"Admin Office, PO Box 55, The Street, Furneux Pelham,  Herts. SG9 0LJ"
591|"Course"|"GBP"|"HSBC"|"90010251"|"-"|"-"|"MIDLGB2110E"|"40-02-06"|"GB06MIDL40020690010251"|""|"20151126165903"|"AA00044"|""
4|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00144268"|"49 High Street, Godalming, Surrey GU7 1AT"|"Charterhouse"|"LOYDGB21195"|"30-93-49"|"GB54LOYD30934900144268"|""|"20130525"|""|"Charterhouse"
4|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00144268"|"49 High Street, Godalming, Surrey GU7 1AT"|"-"|"LOYDGB21195"|"30-93-49"|"GB54LOYD30934900144268"|""|"20151203130420"|"AA00007"|"Charterhouse"
340|"Course"|"GBP"|"HSBC"|"81174312"|"114 High Streetm Stourbeidge, DY8 1DZ"|"Old Swinford Hospital"|"MIDLGB2111T"|"40-43-17"|"GB02MIDL40431781174312"|""|"20130525"|""|"Old Swinford Hospital"
261|"Course"|"GBP"|"National Westminster Bank Plc"|"59601906"|"49 North Street, Taunton, Somerset, TA1 1NB"|"King's College Guaranteed Place Account"|"NWBKGB2L"|"60-80-06"|"GB47NWBK60800659601906"|""|"20130525"|""|"WST Enterprises Ltd"
1|"Course"|"GBP"|"National Westminster Bank Plc"|"61580430"|"11 Market Place, Abingdon, Oxon, OX14 3HH"|"Abingdon School"|"NWBKGB2L"|"60-01-01"|"GB52NWBK60010161580430"|"Please allow GBP 15 as bank charges for TT"|"20130525"|""|"Abingdon School"
261|"Course"|"GBP"|"National Westminster Bank Plc"|"59601906"|"49 North Street, Taunton, Somerset, TA1 1NB"|"King's College Guaranteed Place Account"|"NWBKGB2L"|"60-80-06"|"GB47NWBK60800659601906"|"20151230: Billing name was WST Enterprises Ltd, changed to King’s Schools Taunton Ltd"|"20151230182815"|""|"King’s Schools Taunton Ltd"
262|"Course"|"GBP"|"."|"."|"."|"."|"."|"."|"."|""|"20160122102845"|""|"see King's College, Taunton"
320|"Course"|"GBP"|"National Westminster Bank Plc"|"57977259"|"Address 96 Terminus Road, Eastbourne, East Sussex, BN21 3AA"|"Moira House School"|"NWBKGB2L"|"52-41-00"|"GB35NWBK52410057977259"|""|"20130525"|""|"Moira House School"
62|"Course"|"GBP"|"HSBC"|"2374110"|"PO Box 160, Guildford, Surrey GU1 3YU"|"Bishopstrow College"|"MIDLGB2104L"|"40-22-26"|"GB36MIDL40222602374110"|"Advice to Payee: [Name of student]"|"20130525"|""|"Bishopstrow College"
576|"Course"|"GBP"|"Barclays"|"90576506"|"-"|"UCST"|"BARCGB22"|"20-45-77"|"GB61 BARC 20457790576506"|""|"20130823095333"|"AA00025"|"Bournemouth Collegiate School"
493|"Course"|"GBP"|"National Westminster Bank Plc"|"60837829"|"19 High Street, Heathfield, East Sussex TN21 8PL"|"St. Leonards-Mayfield School"|"NWBKGB2L"|"60-10-30"|"GB30NWBK60103060837829"|""|"20130525"|""|"St Leonards - Mayfield School"
493|"Course"|"GBP"|"National Westminster Bank Plc"|"60837829"|"19 High Street, Heathfield, East Sussex TN21 8PL"|"St. Leonards-Mayfield School"|"NWBKGB2L"|"60-10-30"|"+)7H01)="|""|"20160419104326"|"AA00044"|"St Leonards - Mayfield School"
493|"Course"|"GBP"|"National Westminster Bank Plc"|"60837829"|"19 High Street, Heathfield, East Sussex TN21 8PL"|"Mayfield School"|"NWBKGB2L"|"60-10-30"|"GB30NWBK"|""|"20160419104401"|"AA00044"|"St Leonards - Mayfield School"
681|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00197303"|"Corn Street, PO Box 1000, Bristol, BX1 1LT,"|"Hartpury College"|"LOYDGB21017"|"30-00-01"|"GB88LOYD3000010019733"|""|"20130525"|""|"Hartpury College"
413|"Course"|"GBP"|"Barclays Bank"|"00775142"|"1 North End, Croydon, Surrey, CR9 1RN"|"Russell School Trust"|"BARCGB22"|"20-24-61"|"GB73BARC20246100775142"|"[3Apr14] include the reference shown on school invoice on the reverse"|"20140403150938"|"AA00044"|"Ballards Services Ltd"
286|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"1896528"|"75 Cheap Street, Sherborne, Dorset, DT9 3BA"|"St Antony's Leweston School Trust"|"LOYDGB21208"|"30-99-98"|"GB46LOYD30999801896528"|""|"20130529104746"|"AA00025"|"Leweston School"
11|"Course"|"GBP"|"Svenska Handelsbanken AB (publ) - (Handelsbanken)"|"56384182"|"Svenska Handelsbanken AB (publ)"|"Shrewsbury School"|"HANDGB22"|"40-51-62"|"GB98HAND40516256384182"|"When making such payments, we would be greatful if you could use either your son or daughters account number (on school bill) or ffamily name with inital as the payment reference."|"20130816100637"|"AA00025"|"Shrewsbury School"
65|"Course"|"GBP"|"Allied Irish Bank"|"00668165"|"Bristol Branch, 19 Whiteladies Road, Clifton, Bristol, BS8 1PB"|"Blundell's School"|"AIBKGB2L"|"23-84-80"|"GB59AIBK23848000668165"|""|"20130525"|""|"Blundell's School"
304|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00005122"|"48 Belle Vue Terrace, Malvern, Worcestershire, WR14 4QG"|"Malvern College"|"LOYDGB21139"|"30-95-41"|"GB98LOYD30954100005122"|""|"20130525"|""|"Malvern College"
674|"Course"|"GBP"|"-"|"-"|"-"|"-"|"-"|"-"|"-"|"Finance Office, The Priory Federation of Academies, c/o The Priory City of Lincoln Academy, Skellingthorpe Road,  Lincoln,  LN6 0EP"|"20170601194016"|""|"Finance Office, The Priory Federation of Academies, c/o The Priory City of Lincoln Academy,"
493|"Course"|"GBP"|"National Westminster Bank Plc"|"60837829"|"19 High Street, Heathfield, East Sussex TN21 8PL"|"Mayfield School"|"NWBKGB2L"|"60-10-30"|"GB30NWBK"|""|"20160420103748"|""|"?? need check w/school_St Leonards - Mayfield School"
71|"Course"|"GBP"|"National Westminster Bank Plc"|"33043299"|"Leatherhead Branch, 1 Bridge Street, Leatherhead, Surrey, KT22 8BT"|"Box Hill School"|"NWBKGB2L"|"60-12-36"|"GB49NWBK60123633043299"|""|"20130525"|""|"Box Hill School"
262|"Course"|"GBP"|"see King's College, Taunton"|"."|"."|"."|"."|"."|"."|""|"20160122102914"|""|"see King's College, Taunton"
587|"Course"|"GBP"|"Barclays Bank plc"|"10616664"|"Barclays Bank PLC, Barclays Corporate Banking, 90/92 High Street, Crawley, West Sussex, RH10 1BP, UK."|"The Malden Trust Ltd"|"BARCGB22"|"20 – 12 – 75"|"GB05 BARC 2012 7510 6166 64"|""|"20170801102924"|"AA00032"|""
52|"Course"|"GBP"|"National Westminster Bank Plc"|"74401092"|"13 Broad Street, Leominster, Herefordshire, HR6 8BZ"|"Bedstone Educational Trust Ltd"|"NWBKGB2L"|"53-70-12"|"GB94NWBK53701274401092"|""|"20130525"|""|"Bedstone College"
380|"Course"|"GBP"|"HSBC"|"40010146"|"22 Victoria Street, Westminster, London, SW1H 0NJ"|"Queen's College, Taunton"|"MIDLGB2110E"|"40-02-06"|"GB06MIDL40020640010146"|""|"20130525"|""|"Queen's College"
30017|"Others"|"GBP"|"Santander UK PLC"|"01433059"|"Santander UK PLC, Bridle Road, Bootle, Merseyside, L30 4GB, UK"|"Gabbitas Educational Consultants Ltd."|"ABBYGB2LXXX"|"09-07-20"|"GB67ABBY09072001433059"|"Please use your invoice number or surname as a reference for any bank transfers. Please also make sure that you pay any bank charges, so that we receive full payment of our invoice."|"20170801111647"|"AA00032"|""
30017|"Others"|"GBP"|"Santander UK PLC"|"01433059"|"Santander UK PLC, Bridle Road, Bootle, Merseyside, L30 4GB, UK"|"Gabbitas Educational Consultants Ltd."|"ABBYGB2LXXX"|"09-07-20"|"GB67ABBY09072001433059"|"Please use your invoice number or surname as a reference for any bank transfers. Please also make sure that you pay any bank charges, so that we receive full payment of our invoice."|"20170801111647"|"AA00032"|""
415|"Deposit"|"GBP"|"First Trust Bank"|"50290750"|"English Street"|"The Royal School Armagh"|"FTBKGB2B"|"GB27 FTBK 9381 6550 2907 50"|"93-81-65"|"For Refundable Deposits/Application Fees - Current CR Interest a/c"|"20170812112323"|"AA00032"|""
483|"Course"|"GBP"|"Barclays Bank Plc"|"20774782"|"17 High Street, Ascot SL5 7DZ"|"St George’s School Ascot Trust Ltd"|"BARCGB22"|"20-02-53"|"GB08BARC20025320774782"|"Please use your daughter's name as a reference for the payment."|"20130525"|""|"St George's School - Ascot"
373|"Course"|"GBP"|"Natwest Bank"|"8081 0012"|"169 Victoria Street SW1E 5BT"|"The Royal Foundation of Grey Coat Hospital (QAS Account)"|"NWBKGB2L"|"51-50-14"|"GB30NWBK51501480810012"|""|"20131212141035"|"AA00038"|""
55|"Course"|"GBP"|"National Westminster Bank Plc"|"09821392"|"Hove Town Hall Branch, 103 Church Road, Hove, BN3 2BS"|"BELLERBYS EDUCATIONAL SERVICES LTD"|"NWBKGB2L"|"53-61-02"|"GB94NWBK53610209821392"|""|"20140315110829"|"AA00044"|"Bellerbys College"
103|"Course"|"GBP"|"HSBC"|"30113050"|"60 Queen Victoria Street, London, EC4N 4TR"|"Caterham School Ltd Re Fees account"|"MIDLGB22"|"40-11-60"|"GB93HBUK40116030113050"|""|"20170912151404"|"AA00075"|""
49|"Course"|"GBP"|"HSBC"|"92732971"|"12 All Hallows, Bedford, MK40 1LJ"|"The Harpur Trust"|"MIDLGB2102H"|"40-10-02"|"GB60MIDL40100292732971"|"[12Sep] Please quote in your transfer instructions:
1.	The name and initials of your son
2.	Your own name and initials
3.	That the transfer is in connection with Bedford School

Please send a copy of your bank instructions with the relevant paperwork without this we will not confirm receipt of the payment."|"20170912183207"|"AA00075"|""
182|"Course"|"GBP"|"Bank of Scotland"|"00542378"|"43 Cpmely Bank, Edinburgh, EH4 1AF"|"Fettes College"|"BOFSGB2S"|"80-11-05"|"GB79BOFS80110500542378"|""|"20131010165021"|"AA00025"|""
182|"Course"|"GBP"|"Bank of Scotland"|"00542378"|"43 Comely Bank, Edinburgh, EH4 1AF"|"Fettes College"|"BOFSGB2S"|"80-11-05"|"GB79BOFS80110500542378"|"The preferred method of payment is by direct funds transfer into the College bank account (UK
BACS payment via internet banking or international funds transfer). If making a direct funds
transfer please make sure that the pupil reference number is quoted (2 alpha 4 numeric).
• A cheque can be made payable to Fettes College quoting the pupil reference number on the back
of the cheque and sent to: Accounts Department, Fettes College, Carrington Road, Edinburgh,
EH4 1QX, UK.
• By monthly direct debit through School Fee Plan. Further information regarding the scheme
which involves a consumer credit agreement and an online application form are available at
https://www.myschoolfeeplan.com/fettescollege-eh4."|"20170913194613"|"AA00075"|""
36|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Ltd, Scholar's Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|"if pay by cheque, should make it payable to ""ARDINGLY COLLEGE"""|"20150216195809"|"AA00007"|"Ardingly Projects Ltd"
36|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Scholars Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|"if pay by cheque, should make it payable to ""ARDINGLY COLLEGE"""|"20170914160622"|"AA00075"|"Ardingly Projects Ltd"
61|"Course"|"GBP"|"Lloyds Bank"|"00006131"|"20 North Street, Bishop's Stortford, CM23 2LN"|""|"LLOYDGB2L"|"30-90-84"|"GB 83 LOYD 30 90 84 00006131"|""|"20130710152213"|"AA00025"|"Bishops Stortford College"
438|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01884627"|"75 Cheao Street, Sherborne, Dorset, DT9 3BD"|"Sherborne School Domus"|"LOYDGB21208"|"30-99-98"|"GB12LOYD30999801884627"|""|"20130525"|""|"Sherborne School"
211|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00096360"|"18 Monnow Street, Monmouth NP25 3XH"|"Haberdashers' Monmouth School for Girls"|"LOYDGB21493"|"30-95-71"|"GB46LOYD30957100096360"|"[17May14] Cheque- Payment with either ‘Haberdashers’ Monmouth School for Girls’ or ‘HMSG’ is acceptable by the bank. School usually finds it easier for parents to just write ‘HMSG’"|"20140517100805"|"AA00044"|"Haberdashers' Monmouth School for Girls"
323|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00095828"|"18 Monnow Street, Monmouth NP25 3XH"|"Monmouth School"|"LOYDGB21493"|"30-95-71"|"GB54LOYD30957100095828"|"Quoting the pupils name as reference"|"20130525"|""|"Monmouth School"
58|"Course"|"GBP"|"National Westminster Bank Plc"|"06607578"|"199 High Street, Berkhamsted, HP4 1AW"|"Berkhamsted School"|"NWBKGB2L"|"60-02-21"|"GB64NWBK60022106607578"|""|"20140128104046"|"AA00025"|"Berkhamsted School"
211|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00096360"|"18 Monnow Street, Monmouth NP25 3XH"|"Haberdashers' Monmouth School for Girls"|"LOYDGB21493"|"30-95-71"|"GB46LOYD30957100096360"|"[17May14] Cheque- Payment with either ‘Haberdashers’ Monmouth School for Girls’ or ‘HMSG’ is acceptable by the bank. School usually finds it easier for parents to just write ‘HMSG’"|"20171122213212"|""|"Monmouth School for Girls"
450|"Course"|"GBP"|"Barclays Bank Plc"|"40794104"|"Barclays Corporate, Level 27, 1 Churchill Place, London E14 5HP"|""|"BARCGB22"|"20-06-05"|"GB15BARC20060540794104"|""|"20130525"|""|"Bede's Junior School"
192|"Course"|"GBP"|"Barclays Bank Plc"|"30890340"|"Settle Branch, P.O. Box No. 1, 49 High Street, Skipton, BD23 1DH"|"Giggleswick School"|"BARCGB22"|"20-78-42"|"GB71BARC20784230890340"|"Please always quote either the pupil name or an invoice number"|"20130525"|""|"Giggleswick School"
377|"Course"|"GBP"|"Yorkshire Bank"|"25467810"|"46 Coney Street, York, YO1 9NQ"|"Queen Margaret's School York Ltd"|"YORKGB21994"|"05-09-94"|"GB98YORK05099425467810"|"Please use your (1) Account Number and (2) Pupil Number from your bill as the payment reference so that we can process the payment to your account swiftly."|"20140410112402"|"AA00044"|"Queen Margaret's School"
130|"Course"|"GBP"|"Barclays Bank Plc"|"20157287"|"44-46 Castle Street, Shrewsbury, SY1 2BU"|"The Bell Concord Educational Trust Ltd"|"BARCGB 22"|"20-77-85"|"GB69BARC20778520157287"|""|"20130525"|""|"Concord College"
130|"Course"|"GBP"|"Barclays Bank Plc"|"20157287"|"44-46 Castle Street, Shrewsbury, SY1 2BU"|"The Bell Concord Educational Trust Ltd"|"BARCGB 22"|"20-78-01"|"GB94BARC20780120157287"|""|"20180116101810"|"AA00078"|"Concord College"
7|"Course"|"GBP"|"Barclays Bank Plc"|"70480924"|"Oxford City Branch"|"Headington School Oxford Ltd"|"BARCGB22"|"20-65-18"|"GB67BARC20651870480924"|"Payments should cover the bank's transfer fees in full (approximately ? - ?2), so that the school receives, for example, the full ?25 for registration and ?00 for examination where applicable."|"20130525"|""|"Headington School Services Ltd"
7|"Course"|"GBP"|"Barclays Bank Plc"|"70480924"|"Oxford City Branch"|"Headington School Oxford Ltd"|"BARCGB22"|"20-65-18"|"GB67BARC20651870480924"|"Payments should cover the bank's transfer fees in full (approximately ? - ?2), so that the school receives, for example, the full ?25 for registration and ?00 for examination where applicable."|"20180206180848"|"AA00078"|"Headington School Services Ltd"
58|"Registration Fee"|"GBP"|"National Westminster Bank Plc"|"06607578"|"NatWest, 199 High Street, Berkhamsted HP4 1AW"|"Berkhamsted Schools Group"|"NWBKGB2L"|"60-02-21"|"GB64 NWBK 6002 2106 6075 78"|""|"20171208103546"|"AA00078"|"Berkhamsted School"
115|"Course"|"GBP"|"Lloyds TSB"|"00026567"|"Christ College No 1 Account"|"-"|"LOYDGB21559"|"30-91-16"|"GB97 LOYD 3091 1600 0265 67"|""|"20130730154112"|"AA00025"|"Christ's College Brecon"
115|"Course"|"GBP"|"Lloyds TSB"|"00026567"|"Brecon"|"Christ College No 1 Account"|"LOYDGB21559"|"30-91-16"|"GB97 LOYD 3091 1600 0265 67"|""|"20180221161220"|"AA00078"|"Christ's College Brecon"
115|"Course"|"GBP"|"Lloyds TSB"|"00026567"|"Brecon"|"Christ College No 1 Account"|"LOYDGB21559"|"30-91-16"|"GB97 LOYD 3091 1600 0265 67"|"1)	Payment by direct transfer into Christ College’s bank account
This is the method that we would like to encourage all parents to use.  Our bank details are as follows:
Bank 			Lloyds  
Branch 			Brecon
Sort Code		30 91 16
Account Name		Christ College No 1 Account
Account Number	                00026567
IBAN Number		GB97 LOYD 3091 1600 0265 67
SWIFT/BIC Number	LOYD GB21559

It is essential to quote pupil number as the reference

2)	Payment in Travellers Cheques 
The cheques should be made payable to ‘Christ College, Brecon’.

3)	Payment by Bankers Draft/Cheque
The draft/cheque should be payable to ‘Christ College, Brecon’."|"20180221161704"|"AA00078"|"Christ's College Brecon"
15|"Course"|"GBP"|"Barclays Bank Plc"|"80809381"|"Croydon Business Centre"|"Woldingham School"|"BARCGB22"|"20-24-61"|"GB07BARC20246180809381"|""|"20130525"|""|"Woldingham School"
271|"Course"|"GBP"|"HSBC"|"41339338"|"8 Victoria Street, Westminster, London, SW1H 0NJ"|"Kingsley School Bidford"|"MIDLGB2110E"|"40-02-06"|"GB76MIDL40020641339338"|""|"20130525"|""|"Kingsley School"
251|"Course"|"GBP"|"HSBC"|"90010103"|"HSBC Bank, Central Hall, Westminster, London SW1P 3AS"|"Kent College Pembury"|"MIDLGB2110E"|"40-02-06"|"GB25MIDL40020690010103"|"[3Apr14] Clearly quoting your NAME and REFERENCE. Payment by PC Banking over the Internet should be made similarly"|"20140403103720"|"AA00044"|"Kent College (Pembury) Enterprises Limited"
36|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Scholars Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|"if pay by cheque, should make it payable to ""ARDINGLY COLLEGE""
Telex: 888301"|"20170914160737"|"AA00075"|"Ardingly Projects Ltd"
36|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Ltd, Scholars Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|"[6 Apr18] Please make cheques payable to Ardingly College Ltd. (NB. It is expected that payment by cheque will begin to be phased out by 2020 and replaced with bank transfer arrangements.)"|"20180406103242"|"AA00075"|"Ardingly Projects Ltd"
500|"Course"|"GBP"|"National Westminster Bank Plc"|"73326119"|"105 High Street, Winchester, SO23 9AW"|"St. Swithun's School"|"NWBKGB2L"|"55-81-26"|"GB72NWBK55812673326119"|"Please note: For all overseas applicants – all bank charges/fees levied on the transfer must be paid at source."|"20130525"|""|"St. Swithun's School"
500|"Course"|"GBP"|"National Westminster Bank Plc"|"73326119"|"Winchester, Old Branch, 105 High Street, Winchester, Hampshire, SO23 9AW, England"|"St. Swithun's School (Winchester)"|"NWBKGB2L"|"55-81-26"|"GB72NWBK55812673326119"|"Please note: For all overseas applicants – all bank charges/fees levied on the transfer must be paid at source."|"20180410101652"|"AA00078"|"St. Swithun's School"
522|"Course"|"GBP"|"HSBC"|"81781235"|"17 North Street, Taunton, Somerset TA1 1NA"|"Taunton School (TSI)"|"MDLGB2112B"|"40-44-04"|"GB15MIDL40440481781235"|"Please quote invoice number and student reference with all payments. Please note we can not accept cash"|"20130525"|""|"Taunton International Study Centre"
522|"Course"|"GBP"|"HSBC"|"81781235"|"17 North Street, Taunton, Somerset TA1 1NA"|"Taunton School (TSI)"|"HBUKGB4112B"|"40-44-04"|"GB52HBUK40440481781235"|"Account for bank transfer

Please quote invoice number and student reference with all payments. Please note the School do not accept cash"|"20180418103632"|"AA00078"|"Taunton International Study Centre"
522|"Course"|"GBP"|"HSBC"|"81781235"|"17 North Street, Taunton, Somerset TA1 1NA"|"Taunton School Collection Account"|"HBUKGB4112B"|"40-44-04"|"GB52HBUK40440481781235"|"Account for bank transfer

Please quote invoice number and student reference with all payments. Please note the School do not accept cash"|"20180425155921"|"AA00078"|"Taunton International Study Centre"
522|"Course"|"GBP"|"HSBC"|"81781235"|"17 North Street, Taunton, Somerset TA1 1NA"|"Taunton School Collection Account"|"HBUKGB4112B"|"40-44-04"|"GB52HBUK40440481781235"|"Account for bank transfer

Please quote invoice number and student reference with all payments. Please note the School do not accept cash"|"20180425155938"|"AA00078"|"Taunton International Study Centre"
435|"Course"|"GBP"|"Lloyds TSB Bank PLC"|"01884627"|"75 Cheap Street, Sherborne, Dorset   DT9 3BD"|"SHERBORNE SCHOOL"|"LOYDGB2L"|"30-99-98"|"GB12 LOYD 3099 9801 8846 27"|"Recognised Credit Card (VISA, MASTERCARD, AMEX).  
Please note there is a 4% surcharge if paying by credit card.

***PLEASE QUOTE THE STUDENT’S NAME ON ALL PAYMENTS***"|"20140919125541"|""|"Sherborne International"
12|"Course"|"GBP"|"HSBC"|"81504363"|"100 High Street, Tonbridge, Kent TN9 1AN"|"Tonbridge School"|"MIDLGB2159V"|"40-44-20"|"GB85MIDL40442081504363"|""|"20130525"|""|"Tonbridge School"
389|"Course"|"GBP"|"National Westminster Bank Plc"|"52707865"|"Market Place, Loughborough, LE11 3NZ"|"Ratcliffe College"|"NWBKGB2L"|"60-14-10"|"GB34NWBK60141052707865"|""|"20130525"|""|"Ratcliffe College"
15|"Course"|"GBP"|"Barclays Bank"|"80809381"|"Croydon Business Centre, The Croydon Group, PO Box 95, 1 North End, Croydon, Surrey CR9 1RN, UK"|"Woldingham School"|"BACGB22"|"20-24-87"|"GB84 BARC 202487 80809381"|""|"20180308100703"|"AA00075"|"Woldingham School"
509|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"02760046"|"41 Courtenay Street, Newton Abbot, Devon, TQ12 2QW"|"Stover School Association"|"LOYDGB21078"|"30-96-06"|"GB95LOYD30960602760046"|""|"20141124182042"|"AA00032"|"Stover School"
593|"Course"|"GBP"|"HSBC"|"22126532"|"9 The Boulevard,Crawley,West Sussex,RH10 1UT"|"Worth School"|"MIDLGB2167F"|"40-18-22"|"GB26MIDL40182222126532"|""|"20130525"|""|"Worth School"
574|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"02194254"|"31 Fore Street, Taunton, Somerset, TA1 1HN"|"Wellington School"|"LOYDGB21113"|"30-98-45"|"GB86LOYD30984502194254"|"Please use the name of your son/daughter as the bank reference."|"20130525"|""|"Wellington School"
687|"Course"|"GBP"|"National Westminster Bank"|"31105149"|"1 High Street, Croydon, CR9 1PD"|"Whitgift School"|"NWBKGB2L"|"56-00-46"|"GB42NWBK56004631105149"|"Reference:W5003 (plus name of candidate)"|"20140703104928"|"AA00044"|""
