"school_id"|"visitdate"|"lastupdate"|"staffid"|"remarks"|"schoolcontact"|"visitlog"|"result"
182|"20180721"|"20180806162759"|"AA00061"|"201806 Visited by Battie

From the head:
•	Best all round, full boarding 
•	All boarders are full, compulsory stay in weekends 
•	25% international, 1/2 expatriates 
•	37 nationalities
•	Many choristers join Fettes for Fettes choral tradition 
•	Full of energy 
•	40% IB
•	AL has more independent study time
•	There will be a Fettes China, owner of country club and Bright Scholars 
•	Engage the community as a whole 
•	Easy to access
•	Heart of culture 
•	University lecturer 
•	100 acres
•	Outdoor life
•	Scottish traditional bonding 
•	The school has the Harry Potter feel
•	90 people who plays pipe band, pipe music is strong 

Boarding 
•	8 houses
•	4 B 4 G
•	Vertical Y9-12
•	Y13 is in separate house , a new building 

School buildings 
•	Art
•	Language 
•	Math

•	10-15 students taking GCSE mandarin 
•	Also provide IB and AL mandarin for non natives, for native, early morning lesson 
•	Non native, Pre U mandarin 
•	IB language A and AL mandarin for native 
•	Chess, art, lots of activities 
•	MUN available after 5th form 
•	2 FT mandarin teachers 1 Assistant 
•	Music: concert every wed 
•	Dining hall: all meals in dining hall
•	PST team
•	Loving your mind
•	Tuesday, Thursday, Saturday: games day
•	Sunday evening chapel 
•	6th can go out on Saturday night 
•	Sat AM lessons
•	Students are encouraged to build confidence with different activities 
•	Student guide: no accent
•	4 million’s Westwood
•	Girl house newest 2012
•	Girls are back to house for break after breakfast 
•	55-60 per house 
•	Library in house 
•	3-4 share> 2 share>Y12, 2 shares or single > Y13 single ensuite
•	Matron will check room and make comments 
•	Each year group has its own lounge 
•	Boy: Moredun oldest house .. a bit smelly 
•	58
•	Y9: 9 shares 
•	Y10: 3 shares 
•	Y11: 2 shares
•	Y9-11: same floor 
•	L6: single and can do laundry themselves 
•	Day and boarders: same house
•	Residential matron
•	Tutor in house
•	House gym 
•	Friendly students 
•	Y9 : Prep downstairs, supervised by prefect
•	6th Form has own common room

Note from Helen Miller:

Undoubtedly impressive.   Has a much better reputation now – 20 years ago it was turned around and numbers started to rise again + major investment in recent years as boarding houses, in particular, badly needed refurbished.
-	Impressive girls boarding house and nice housemistress.
-	Boys boarding still needs upgrading and housemaster a little dull.
-	Got the sense that the Headmaster was a bit busy so only gave us a very specific amount of time – a good Head can be busy and still make you feel very important and welcome!  Rather condescending towards Battie which I did not really like and a little dismissive of other schools which is something a Head should never do.
-	Admissions and marketing staff very welcoming and genuinely pleased about the visit.
-	“Culture of Kindness”
-	Voted top Scottish school by the Inspectorate.
-	“Best all round school” in Scotland
-	Commitment to remain full boarding.
-	25% of boarders are overseas but half of them are expat.
-	37 nationalities.
-	In the heart of a cultural capital with the outdoors on the doorstep."|""|""|""
524|"20180802"|"20180806163246"|"AA00061"|"201806 Visited by Battie:

•	500 Senior
•	Food: awards of variety and using own/ local products 
•	Taunton cider: apple industry 
•	5 houses 
•	3B 2G
•	Visited Fair water house: boys 
•	Laundry done for students 
•	American style kitchen
•	Supervised prep from 6-8pm
•	6th Prep: in own room or library 
•	Each house has housemaster and Assistant housemaster and each student has a tutor, has cleaning ladies but no matron
•	Central medical centre 
•	60 boarders in Fairwater: 4,3,2 share
•	Other houses have 40 boarders 
•	Wearfield G houses 40 boarders ??
•	Vertical Y9-10: 4 share U6: single
•	No names on door
•	4 boys share a toilet 

Visited Woodyer Girls house
•	2 shares and U6 single

•	Good career guidance 
•	Guardians UK on campus 
•	Guvvy: Sixth form centre 
•	Leavers wall
•	4 x 3D printers 
•	DT strong 
•	Students produce electronic cars: rank 4th in the country 
•	Ikea: a student is given scholarship and provided university education 
•	Link to Formula One: open door to student
•	Psychology: 6th form 8/ class
•	70%AL 30%IB
•	IB getting more popular 
•	School has own drivers and van
•	Encourage each student try new things 
•	Drama, CCF_3, Duke of Edinburgh 
•	Day House
•	2 pools
•	Rowing is strong 
•	Climbing wall 
•	Indoor crickets and tennis 
•	Tuesday and Thursday PM: sports 
•	Sat AM lessons: finished at 12.35
•	No exeat 
•	Met Students: Andy and Fred U6 students 
•	Fred: recommended by cousin to join this school, when visited, impressed by head, European boy
•	Andy: mainland Chinese boy, did not visit school, his cousin visited, he joined school with his cousin 
•	School arranged to pair up with buddy normally an older student 
•	Students are never alone
•	Guardians do airport pick up 
•	50 nationalities 
•	Fred: 12 boarders in same year group, only 1 British 
•	22% international 
•	6th Higher percentage: 50% international 
•	250 Sixth formers: 50% boarders, most are Full boarders 
•	Over 200 senior boarders
•	Food: can take as much as you want, self serve 
•	School chef: all staff employed by school 
•	MUN
•	Sports: very active
•	Fred’s comment: 
•	Make good friends in house
•	Good house system 
•	Academically, finish syllabus in Feb/March
•	School arranged a concert for AA in chapel:
                Student performers:
•	Mainland Chinese: violin, Bach concerto
•	Singing
•	Clarinet


TSI
•	80 pupils, 55 Boys 32 Girls
•	70% will move into sixth form in main school 
•	Pupils are taught separately from main school 
•	1B 1G house
•	Girls wear long skirts
•	High teachers ratio
•	1:3
•	8-14, 14-16
•	14-16: 80 pupils 5-10% first language 
•	1-2 years GCSE: 60 pupils 
•	Qualified EFL teachers for each student 
•	Specialist teachers
•	TSI integrate with main students 

•	House system: horizontal 
•	100 clubs
•	House system: 
•	6 day and 6 boarding 
•	House singing
•	House competition 
•	Comment from TSI head: British students are lucky to have TSI international students 

•	Senior can walk to town
•	Good balance 
•	Yellis test at the beginning 
•	Monitor every 3 weeks then 1 month
•	Grades: Red>Amber>Green
•	Parents portal
•	Check efforts every 3 months 
•	Lunch time activities 
•	Mountain biking 
•	Student: school encourage to bring laptop
•	Homework can be done on laptop or write
•	Badminton and basketball are active
•	Art also
•	20 IGCSE offers
•	29 nationalities 
•	DT and Art not in TSI, other than that all subjects are taught in TSI
•	Girls house: 1,2,3 share, look new

Note from Helen Miller:

Impressive overnight stay at the Castle hotel which is a lovely hotel for visiting families and agents and it is only a five minute drive from the school – very good food too!  Warmest of welcomes from Nadine and Lisa who were waiting to greet us when we arrived.  All staff obviously thrilled that Battie was visiting and they hosted a very good formal lunch and presented gifts which was very nice.
-	Good Heads for both the School and the International School and they seemed to work very well together.
-	“Best of both worlds”.
-	One of the longest established International Schools.
-	Good integration between School and IS with, typically, about 30 moving over to the School’s Sixth Form each year.
-	Excellent Patron’s Programme which seems to have got off to a good start – plans for more funding in the future."|""|""|""
271|"20160707"|"20160707195312"|"AA00007"|"Consultant visit by Battie: 20160509

Campus Location:
By train: Normal route advised by school is to take train from London Paddington to Taunton then 1 hour drive to Bideford 
School does airport pick up from heathrow, about 4 hours drive.
The campus is located in rural area. 15 mins walk to a small area with sufficient supplies like bank, supermarket…

Campus:
Small campus, the white building is the main building, school buildings are close by, easy access to each other. 
Construction of Buildings are in different style, does not feel a consistency in designing as a whole.
Hilly campus, you could feel that you are walking up and down all the times

Accommodation:
2 boys boarding houses : Y7-10, Y11+, (B was not shown Boys houses)
1 girls house: traditional house with green in front, view from house is spacious and green, lower form students shared room, sixth form has single rooms. Spaces are just about sufficient, B felt there should be more spaces as the school is located in rural area.
B was told heat and water are sufficient

Food:
Comment from students: sufficient but no so tasty. 

Facilities:
Varies
Some labs are newish and look clean and tidy, some are worn out. Access to buildings are with keys.
Subjects classrooms mix in different buildings, 
Wifi: not strong, but school said  it will improve in 4 weeks time


School emphasize on its caring, individuality, alternative subjects like food tech, sports, where these subjects will score UCAS points to help students to get into university.

AA comment:
Students tour guide: Lucia li and Macro. 
They are praised by teachers as good students in school, Lucia said she did not only make friends with Asian, she has lots  of friends from other countries.
B spotted that most of Asian stick with each other
Lots of Asian
When B walked through the library, B heard some swear word from HK students (as the swear word is in Cantonese), this is B's first time hearing swear word in school visit. It seemed that they are not mixing with other students, B saw a British boy  trying to pick on an Asian boy in the library
Saw boy and girl sitting very close with each other in corners
The school is looking to survive, head is retiring. B thinks the school is finding it difficult to recruit students. Major competitor is West Buckland. 
Students seemed not as well mannered"|""|""|""
4|"20150428"|"20160414115115"|"AA00039"|"Consultant's visit:

Campus Location:
The nearest station of the school is Godalming. It is about less than an hour from London Waterloo.

Campus
The school occupies a large site in excess of 200 acres and located on the slope. The original neo-Gothic school building comprises the four ‘old houses’ and the eight ‘new houses’ . 

Accommodation:
Students are divided amongst the twelve boarding Houses. The original three – Saunderites, Verites and Gownboys (where scholar lives and entitled to wear gown), known as the Block Houses, together with one other, Girdlestoneites – are grouped at the centre of the School and are collectively known as the ‘Old’ Houses. 
Seven Houses – Lockites, Weekites, Hodgsonites, Daviesites, Bodeites, Pageites and Robinites are called the ‘New’ Houses.  
A sixth form House, Fletcherites, is opened in 2010. Fletcherites is a mixed boarding House for sixth formers only and all the First Year Specialists (Year 12) in this House are new to the School. The boys and girls have shared common rooms and other facilities, with separate residential accommodation.

The other eleven Houses have sixth form year groups of approximately two thirds boys and one third girls. The girls spend the working day as an integral part of their House and return to their Halls of Residence at the end of the evening
Students have their lunch and dinner at school in the central dining hall.

Facilities:
The sporting facilities are impressive and include: the Queen's Sports Centre; athletics track; three all weather Astro pitches; flood lit tennis courts; fives, racquets and squash courts; and The Halford Hewitt Golf Course. The Halford Hewitt Golf Course is a 9-hole, par 34 course occupying approximately 30 acres of the Charterhouse campus. The Queen's Sports Centre has an indoor swimming pool, multi-use sports hall, climbing wall and a well-equipped fitness gym. Art Center and Music block are very outstanding as well. Pupils regularly perform in ten minute recitals during quarter (the morning break), and there is a host of choirs and ensembles: Chapel Choir, Chamber Choir, Symphony Orchestra, String Orchestra, Jazz Band and Brass Ensemble and Concert Band. School Shop and School Library are huge. Students can visit the library anytime and opened till night time.

Suitable For:
Students who are looking for traditional school.
All-rounded and outgoing students with good academic result.
Wide interests and willing to commit and participate in different sports and music activities.

NOT Suitable For:
Shy students, only focus on work, not sociable

AA Comment:
A very busy school! Every student has their own schedule after school. Sports and music activities are everywhere in the school. School buildings are very traditional and historical while inside are very modern and well equipped. It's a bit messy for the boys' boardng rooms perhaps they are too busy for their work. The reception and main office are very busy as well, full of appointments with every potential families for school visit every hour."|""|""|""
196|"20150429"|"20160414155022"|"AA00039"|"Consultant's visit: 

Campus Location:
The nearest train station is Cheltenham Spa. There are several direct trains each day from London Paddington Station and the journey is about 2hr long. The College is 20 mins taxi ride from the station.

Campus:
Cheltenham Campus is mainly for Sixth Form students. There is a Cheltenham Fashion Academy, the commercial Food Central Cheltenham Restaurant and GC Gym at the site. A new library and the international student hub will be set up in Sep2015.

Courses available in Cheltenham include A Levels; Apprenticeships; Catering and Hospitality; Construction and Building Services; Counselling; ESOL, EFL and CELTA; Fashion; Independent Living; Early Years; IT and Computing; Languages; Sport; and Teacher Training.

Accommodation:
Students have to arrange homestay on their own

Facilities:
The school buildings are very modern. There is a tuck shop located on the second floor and a new school library, international support center and gym room located on the ground floor. There is a canteen located at the very end of the building. Students can have lunch at the canteen and will be asked to pay for meals as taken.


Suitable For:
Sixth form students or students from age 16-18 who would like to continue their studies for higher level.
Independent and mature students, students who want more freedom and personal time

NOT Suitable For:
Students look for boarding settings, need close monitoring

AA Comment:
The campus and facilities are very new and modern. Students are all very independent and mainly study foundation course and languages in the College. Students usually left school after lessons finishes. School offers membership for Gym room. Lunches serve with salad bar, hot dishes, desserts, vegetarian food etc for every staffs and students. The school also offers barbeque food outside the canteen."|""|""|""
16|"20150428"|"20160414155155"|"AA00039"|"Consultant's visit: 

Campus Location:
The school is 15 miles away from London. There is a regular train service from Victoria and Waterloo to Epsom. Epsom is located on the slopes of Epsom Downs in Surrey, which is 10 mins away from Epsom Station.

Campus:
The campus is around 85 acres. Teaching blocks are concentrated with each other while most of the boarding houses are allocated on the other side of the campus. The campus is very well-organised, grouping with different sectors and departments.

Accommodation:
There are 8 boarding houses including 5 boys’ boarding houses and 3 girls’ boarding houses. Boarding is organised by vertical system except the White House - Boarding house for sixth form girls. Most of the boys’ boarding houses are newly refurbished. Students are sharing in to twin rooms and then singles further up the school.  It is all very modern and pleasant, with plenty of shared common-room space and good bathrooms. Students are welcome to return to the boarding house anytime during day time.

Facilities:
The school buildings and grounds appear very traditional, but inside everything is up-to-date and very well-kept. Everything is smart and clean. Facilities are very nice including indoor swimming pool, gymnastic room, CCF training site etc. The School Shop is really big. Students can nearly purchase all essential things inside the shop.

Suitable For:
Students who are looking for school with many activities and like to do sports. They do different sports every term. The school do twice afternoon sports within a week.

NOT Suitable For:
Students who only interested in work.

AA Comment:
The campus and facilities are extremely nice and modern. The school offers a lot of sport activities in the afternoon. Students are very busy after lunch and you can feel the environment of the school is very energetic. The school has Saturday School in the morning and Chapel on Sunday. Lunches serve with salad bar, hot dishes, desserts, vegetarian food etc for every staff and student. A very decent school."|""|""|""
381|"20121207"|"20160422145841"|"AA00007"|"Consultant's visit (Natalie Webber): 

Campus Location:
The school’s postal address is Hatfield, but it is actually nearer to Potters Bar, from which a £5 taxi ride takes one to the school.  Potters Bar is about 35 miles from Heathrow, about 45 – 50 minutes by taxi.
Taxi from Heathrow, or Airport Express to Paddington, and on to Potters Bar by Underground and mainline train.  This public transport journey is a bit complicated and girls apparently always choose to share cars.

Campus:
This is a rural school, set in the countryside about 2 miles from Potters Bar, but local buses are frequent and the school appeared to have a whole fleet of  mini-buses constantly running in and out.

Accommodation:
Boarding is organised by age-group – small shared bedrooms for the younger girls, moving to twin rooms and then singles further up the school.  It is all very modern and pleasant, with plenty of shared common-room space and good bathrooms.  50% of the 400 girls are boarders and flexi-boarders are also provided for, a great improvement on many girls’ schools these days, where boarding is very very small

Facilities:
This is a school which is clearly well-supported by a Foundation Fund!   The buildings and grounds appear very traditional, but inside everything is up-to-date and very well-kept.  Language labs, science labs, new theatre – everything is smart and clean.  Computer facilities are everywhere, the library has a good balance of books/computers.

General:
Examinations:    The school offers only A levels at present.
Uniform:   	        A reasonably short uniform list.  Girls change into home clothes at the end of the school day and the uniform itself is realatively simple. Grey skirts and purple shirts and sweaters. Sixth Form girls wear their own clothes (smart jackets and skirts or trousers!)
Admission:           Via the school’s own entrance tests

Suitable For:
Reasonably academic girls – feeder schools in Hong Kong include St Mary’s Canossian, Marymount and Maryknoll.  The atmosphere is very warm and very tolerant, so most girls would thrive here.

NOT Suitable For:
Girls only interested in work.
Girls who are very, very shy.  The school is very buzzy and a desperately shy girl might feel overwhelmed at times.

AA Comment:
It is nearly 20 years since I last visited Queenswood and it has transformed itself in that time! It is now a modern, lively school with a population of girls who are very polite, but extremely outgoing and lively."|""|""|""
30021|"20160811"|"20160814184307"|"AA00007"|"there are 5 golf course 
golf scholarship is available
All students will take golf in PE lesson"|""|""|""
103|"20140307"|"20160907124033"|"AA00029"|"Location
Situated in Caterham, which is around 50 minutes’ train from London and costs around GBP7 for a single ticket. 
It takes 5 minutes’ taxi from the train station to the school. It is also a walkable distant-around 20 minutes. I took taxi from train station to the school and walked back to the train station after the school visit as the weather was very nice.

Campus
It is an enclosed campus with most of the buildings built close to each other-apart from the girls boarding house, girl boarders require to walk around 10 minutes from the main school and the boarding house is situated on a hillside. 
The buildings are a bit worn out, the best looking part in the whole school would be the reception.

Accommodation
There are only two boarding houses-one boy and one girl boarding house.
The boys boarding house is situated on the second floor of the main building. There is a stair case next to the reception to go up to the boys boarding.
I visited the Year9 and Year10 rooms only, around 3-4 boys sharing one room. Some beds are bunkbeds and most of the rooms are actually pretty spacious. 
Showers and bathrooms are quite clean.
Girls boarding house is situated on a hillside, you will go pass a sports hall while walking to the girls boarding house.
It is a house with 2 floors, quite cozy but rooms are generally quite small. Younger boarders share a room in 3-4, Sixth formers sharing a room in two, some get single room. The boarding house is quite tidy, the housemistress’s office is right next to the main door so that she knows who is entering the boarding house-quite safe.

Facilities
I would say the facilities are generally quite worn out, especially the DT, Music and Science blocks. Some of the wallpapers are coming off. It gave me a sad and depressing feeling while I was visiting these departments.
I did not have a chance to visit the sports hall, so cannot see the standard of the sporting equipment.
The Sixth Form centre is quite small and very crowed during break/lunch time, but students seemed Okay with it.

March 2014 by Peony"|""|""|""
471|"20160728"|"20160728191533"|"AA00007"|"Consultant's visit 20160516

St Andrew’s Prep is the feeder school of Eastbourne College

Campus Location
Eastbourne is 1.5 hours by train from London Victoria, St Andrew’s Prep is less than 10 min drive from Eastbourne Station.

Campus 
The school is adjacent to Eastbourne College which is located near town, surrounded by residential area, hotel and art centre. School located near seaside and the lovely pier and sea. The school is within 10 min walk to town centre.

Accommodation
1 boarding house only. some rooms, 4 share a room.
Some have bunk beds, some 2 share. Condition is good with sufficient spaces. 

Facilities
New sports hall in construction, after completion, there will be sports hall and dance studio. The tennis and netball courts will be re-fenced.

Academic:
No Sat AM school

AA comment:
B went to see the school around 5.30pm, all day pupils have gone, there are some boarders doing cooking. It seemed that there are many Asian boarders."|""|""|""
687|"20140307"|"20160907124114"|"AA00029"|"Whitgift School

Location
The school is situated in South Croydon. School suggests visitors to take trains from London to East Croydon as South Croydon is a small train station which does not operate many trains to/from London.
East Croydon train station is a much bigger and busier train station. It takes around 30 minutes to/from London, train fare is around GBP7 (single ticket).

Campus
The campus is situated next to the residential areas. Campus is quite big but some of the buildings are a bit far from the main school campus-eg the drama and music block.
The boarding house is very close to the main building. The campus is en-closed.

Accommodation
The school has one boarding house only and was opened in 2013.
The boarding house is in modern style and most of the boys share an en-suite room in two. Sixth Formers are able to have a single en-suite room. 
The major colour in the room is blue and there are school crests printed on the carpets too.
All showers offer powerful shower heads-Val said they are very comfortable, better than the one she has at home!
As there are not many boarders stay in the weekend, the boarding staffs usually arrange bbq during Sundays if weather is good. There is a garden right outside the boarding house.
The boarding house will launch a machine to register boarders with their fingerprints, should be ready in 2014, September. 

Facilities
The school has a standard Olympic standard indoor heated swimming pool for students to use in all seasons. The school also have kept some animals in a little farm-eg peacocks, flamingos, kangaroos etc for students to study them.
There is a bush maze right outside the drama block too. 
Facilities are excellent, the school is still planning to develop more buildings or may be a boarding house?

General
I enjoyed my visit at Whitgift School. I can feel that the teachers are really taking good care of their students. During break/lunch time, the teachers stay in their subject classrooms so that students can go in anytime when they have problems with their school works. However, there is one point to note:
I asked the Head boy who showed me around during the school visit whether Croydon is a safe town for our students to visit during weekends, he said that South Croydon is safe as it is a residential area, people are usually come from middle class. However, East Croydon is a developing commercial area which students should stay away from at night. He lives in Croydon himself and said that he heard several crimes happened at East Croydon during these years- we might need to ask students to stay away from East Croydon at night.

Suitable For
High achiever in academic

Not Suitable For
Students who are looking for full boarding experience.

March 2014 by Peony"|""|""|""
7|"20140307"|"20160907124200"|"AA00029"|"Headington School

Location
The school is situated in Oxford. Very close to Oxford Train Station-around 15-20 minutes’ drive from the school to the train station. Oxford is around 1 hour away from London via train. Train fare is GBP25 (single ticket).

Campus
It looks the same as what they show you on school’s website-a huge historical building. But when you go inside the school, the rest of the buildings are in modern style. Campus is enclosed and the buildings are built very close to each other.

Accommodation
I visited Davenport and Celia Marsh boarding houses.
Davenport gives you a cozy and home-like atmosphere. It is the boarding house for the Year9-11 girls. Most of the girls sharing in 3-4. The housemistress seems to be very caring and know her girls well.
Celia Marsh is the Sixth Form boarding house, most of the Sixth formers share a room in two and inly the Head girl, prefects are being given a single room. The twin room is very small, it fits two single beds, two desks and two wardrobes and no more room for students to store their belongings.

Facilities
Facilities are fine, the drama and music theatre is newly built. Sporting facilities are well kept and organized. The canteen is a bit small and students take turn to have lunch. Usually Sixth Form and Year11 girls eat the first round and then the rest have their lunch 30 minutes later. The food is nice but the HK girls seemed not very happy with the food. They only ate some veggies and small portion of meat and finished their meal in 15 minutes. I asked for their opinion in school food, they all replied “bad” and the bigger girls would go back to their house to cook noodles afterwards…

General
Before I visited Headington School, I would imagine its atmosphere would be quite posh, like a traditional girls boarding school. However, I saw many girls running around in the campus and shouting to each other. It seems that they are all very happy and the school rules are not that strict. 
I can also see that most of the Hong Kong girls are sticking with each other, not quite engaging with the British students.
Suitable For
Students who want to focus on Academic.

Not Suitable For
Students who want to have experience in learning the British Culture and to make friends with British students or to have a full boarding experience-most of the Local boarders would go back home during weekends. 


March 2014 by Peony"|""|""|""
472|"20160513"|"20160728205446"|"AA00007"|"Consultant's visit: Visited by Battie  20160513

Campus Location:
Train from  London Victoria to Polegates  is 1 hour journey, then 10 mins by car. 
Campus:
Visitor arrives at the gate of the campus, collect badge then walk to the main building, the walk is about 5 mins. Partially enclosed campus. No shops around. The school is located in rural area. 
Special Features:
Animal Management Centre: it is a department in school keeping all sorts of small animals, like reptiles, snakes…

Accommodation:
Boarding Houses: 3 boys 2 girls
2 boys houses and  2 girls houses are newly refurbished.
1 boys house is a bit old. 
Arrangement of house: Vertical
Only very few single rooms, sixth form also needed to share

Facilities:
Excellent sports facilities
Classrooms not so new
There are construction going on in the school

Academic:
No sat lessons
Good EAL support, teachers are very passionate about teaching EAL. They provide a good system of learning, there are different level of reading students are recommended to follow over the course. 
Head of Math is very passionate,  there are 7 Oxbridge in 2016. The school is confident that there will be 20 Oxbridge in 2017. Not only Asian does F.Math, many British and European does F.Math. 
For AL, school recommends 3 AL, F.Math is the 4th subject for bright students only, all sixth form will do EPQ
School has their own “Bede’s Diploma”  for sixth form to start in Sept 2016, (details not very solid at the moment)
Art is good, strong at ceramic 
Pastoral Care:
Individual attention is high, students  have lots of opportunity to explore themselves

AA comment:
B spotted that girls wear very short skirts.
Sixth form uniform seemed not consistent
B felt this is an uptrending school 

Suitable for:
Students are willing to work hard but not doing so well in HK system, need encouragement 
Students enjoy sports. 
Students whose academic result is average in HK but wish to be vet.

Not Suitable for: students wishing big name schools"|""|""|""
58|"20160520"|"20160728205550"|"AA00007"|"Consultant's visit by Battie: 20160520

Campus Location:
Train from London Euston to Berkhamsted  is under 30 mins, the school is located just 5 mins walk from the station.

Campus:
Town School 
The school is within 5 mins walk from the town, admission department where head’s office is located lies alongside the High Street. Further up to the back of the admissions office is the girl school and accommodation. The campus is blended with new and old buildings. 

Accommodation:

Most of the rooms have 2 beds, full boarder normally enjoy the room with a flexi or weekly boarder, there are many ensuite rooms available Rooms are spacious and clean. 

Facilities:
New Art department is very impressive

Central Dining

Academic:
No sat lessons

Pastoral Care:
Sixth formers have plenty of freedom, they can even quit meals and go to town for food.

AA comment:
Only work with AA in HK.  
AA student Matthew TAM studies art in Berkhamsted and will join Central St Martin in Sep 2016. 
The school works with Michael Couch. If we have students reside in China but apply through AAHK, the school still treats the students as AA students.
Weekends can be quite quiet, it is better for HK students to join in sixth form, if lower form, they may find it very boring. 

Suitable for:
Sixth form students who only want to achieve good result and don’t mind quiet weekends.

Not Suitable for:
students prefer school with huge campus and lots of activities and boarders"|""|""|""
159|"20160516"|"20160728210607"|"AA00007"|"Consultant's visit on 20160516 by B

Campus Location
Eastbourne is 1.5 hours by train from London Victoria, Eastbourne College is less than 10 min drive from Eastbourne Station. 

Campus 
The school is near town, surrounded by residential area, hotel and art centre. School located near seaside and the lovely pier and sea. Seaview is available from school buildings. The school is within 10 min walk to town centre.

Accommodation
2 Girls and 3 Boys : Vertical 
Y9 : double room
Y10: double or single
Y11+: single 

Facilities
a huge infrastructure called Project 150 is undergoing and will finish in Sep2017. After the project completed, there will be 32 state-of-the-art classrooms; a sports centre the equal of any in the region; a very large dining hall with function rooms and café; a three-storey pavilion; a foyer attached to the College theatre, a reception area, a new school shop and plentiful social and exhibition space.

There is a new music centre called Birley already in use, School rep said that Singing is strong at school. 

Academic:
Sat AM school

Student comments:
Good heating in school 
Food is sufficient. Can get second
Laundry done through 6th Form
Wifi all through, do not switch off

Activities
school is proud to have 350 pupils attending CCF.
50 pupils received gold awards for Duke of Edinburgh.
There is a Professional club  with 18 holes golf courts nearby which includes a 9 holes. 
3 tennis players in school reach national level

AA comment:
It feels like there are more white faces in school

Suitable for: students prefer living near town and city life, with not many Asian 
Not Suitable for: students aiming for huge campus and big name schools."|""|""|""
21|"20160513"|"20160729134343"|"AA00007"|"Consultant's visit 20160513 By Battie

Campus Location:
Brighton is 1 to 1.25 hours train from London Victoria. Brighton College is within 30 min walk to Brighton town centre. Taxi from Brighton train station to school is under 10 minutes

Campus:
6 acres
Feel like a college in an university town, main buildings are all historical buildings situated in a quad
Front of the campus are boarding houses and the Admission office and headmaster’s office.
Back of the campus are teaching block and fields.
the size of the school is small 

Facilities:
In general, facilities are newish
New music school is impressive. Recital room is best acoustic

Accommodation:
Boarding House System: Vertical
5 boarding houses:
2 girls: dorm in Y9, double or 3 to share from Y10,  single room in Y13
2 boys: dorm in Y9, double in Y10, Y11,12,13 will likely have single room

Academic:
No sat AM school 
Activities are compulsory on sat 

AA comment: 
HK students complained heat is not sufficient at night in winter. Go off at10pm. Cold in midnight. This situation even happened in new house which is only 3 years old
Activities are compulsory on sat, students don’t like it
Abraham house. Boiler so old. Needed to renew


Suitable for:
Students only aim for academic result, prefers near town and don’t like too much activities

Not suitable for:
Students aiming huge campus with plenty of activities in weekend"|""|""|""
373|"20160514"|"20160728210920"|""|"Consultants’ visit on 20160514

Campus Location:
School is located in Caversham, near Reading, drive from Heathrow is 45 mins
10 min drive to Reading station

Campus: 
35 acres, located near residential area, easy access to town centre. School fields are surrounded by school buildings.

Accommodation:

4 boarding houses:

2 Lowers boarding houses: max 3 people share a room
1 Lower sixth house – single or double, all ensuite
1 Upper sixth house – single or double, need to share bathroom and toilet 

Good conditions and spacious
Common rooms are spacious and there are plenty of desktop in the house.
Cosy and homely environment

Facilities:
Classrooms are spacious and well equipped with interactive white board, good conditions
6th form centre in construction, hopefully it will be ready in Sep2016.

Academic:
No Sat school
School has clinics for subjects, students are welcome to attend the clinics when teachers are around to help

Pastoral Care:
Students can go to town nearby or Reading, no need permission for it.
But if students want to go to London, school requires parents’ consent

Food: 
Central dining
Dining hall looks new and clean


B’s comment:
I visited the school on Saturday morning, nothing much going on.  School mainly wants me to have a meeting with them about recruiting students in HK.
B’s General feeling is that there are not many Asian in the school, the school head and staff are warm and friendly.

Suitable for: students seeking for warm and friendly environment, school which is easy access to London but in a safe environment. 
Not suitable for: students seeking for big name schools with active weekend programme."|""|""|""
