"aa_id"|"infotype"|"info"|"lastupdate"|"staffid"|"remarks"
"S031602"|"Other Requirement"|"寄宿"|"20140618122122"|"AA00044"|""
"S031602"|"Religion Requirement"|"無"|"20140618122122"|"AA00044"|""
"S031592"|"Preferred School Type"|"Co-ed"|"20140618151520"|"AA00044"|""
"S031592"|"School Preferred"|"Wellington College,Charterhouse, Harrow, Eton, Sevenoaks, King's College, Tonbridge"|"20140618151700"|"AA00044"|""
"S031592"|"Interests / Hobbies"|"Cricket, Rugby, Tennis and other sports. Reading and Music"|"20140618151255"|"AA00044"|""
"S031592"|"Preferred School Type"|"Co-ed. We prefer co-ed but outstanding all boys school can be considered"|"20140618151606"|"AA00044"|""
"S031600"|"English Standard"|"ABOVE AVERAGE"|"20140619094417"|"AA00044"|""
"S031621"|"School Preferred"|"Abingdon, St. Clare, Bedford, Brentwooe, King Edward, Leighton Park, Oakham"|"20140623182832"|"AA00011"|""
"S031629"|"Interests / Hobbies"|"music, badminton, volleyball, swimming"|"20140625172410"|"AA00011"|""
"S031639"|"Relatives / Friends Studying in UK"|"Yes, Headington College"|"20140627145530"|"AA00011"|""
"S031646"|"Relatives / Friends act as Guardian in UK"|"No"|"20140628131212"|"AA00044"|""
"S006741"|"Other Requirement"|"Top Schools"|"20140705122008"|"AA00011"|""
"S006741"|"School Preferred"|"Badminton, Headington, St. Catherine's Beneden, Cheltenham Ladies"|"20140705122057"|"AA00011"|""
"S031678"|"Interests / Hobbies"|"music, dance"|"20140707163204"|"AA00011"|""
"S031678"|"Interests / Hobbies"|"music, dance, running"|"20140707163213"|"AA00011"|""
"S031678"|"Character"|"outgoing"|"20140707163223"|"AA00011"|""
"S031678"|"Interests / Hobbies"|"music, dance, running, writing"|"20140707163750"|"AA00011"|""
"S009204"|"Special Talents"|"Cheerful, co-operative, outgoing, optimistic"|"20140710100453"|"AA00044"|""
"S031714"|"Reasons to Study in UK"|"To wider my son's horizon"|"20140712154055"|"AA00044"|""
"S031718"|"Studying in UK School"|"QIANQIAN YU"|"20140707094931"|"AA00038"|""
"S031730"|"Reasons to Study in UK"|"Try to explore opportuinitives"|"20140716145526"|"AA00038"|""
"S031734"|"Interests / Hobbies"|"Football, Basketball, music"|"20140717132259"|"AA00011"|""
"S031735"|"Relatives / Friends Studying in UK"|"Yes, Queen anne's Millfield"|"20140717145647"|"AA00011"|""
"S031735"|"Relatives / Friends Studying in UK"|"Yes, Queen anne's Millfield"|"20140717145653"|"AA00011"|""
"S031761"|"Interests / Hobbies"|"member of air cadets"|"20140719163437"|"AA00011"|""
"S031766"|"Character"|"STRAIGHT BUT POLITE"|"20140703111404"|"AA00038"|""
"S031766"|"Interests / Hobbies"|"DESIGN, HOME ECONOMY"|"20140703111404"|"AA00038"|""
"S031766"|"Location Preference"|"LONDON, ASCOT, GUILDFORD, OXFORD, KENT"|"20140703111404"|"AA00038"|""
"S031766"|"Max Budget per Term"|"NO LIMIT"|"20140703111404"|"AA00038"|""
"S031766"|"Preferred School Type"|"GIRLS"|"20140703111404"|"AA00038"|""
"S031766"|"Reasons to Study in UK"|"GOOD EDUCATION BACKGROUND, BROTHER WILL BE STUDYING AT UCL"|"20140703111404"|"AA00038"|""
"S031766"|"School Preferred"|"ST. MARY'S SCHOOL (ASCOT), ST. CATHERINE'S SCHOOL (GUILDFORD), HEADINGTON SCHOOL (OXFORD), BENENDEN SCHOOL (KENT), BRIGHTEN COLLEGE (BRIGHTEN)"|"20140703111404"|"AA00038"|""
"S031766"|"Special Talents"|"SWIMMING"|"20140703111404"|"AA00038"|""
"S031766"|"Studying in UK School"|"LI KA HIM (BROTHER) AT DULWICH"|"20140703111404"|"AA00038"|""
"S031744"|"Reasons to Study in UK"|"because brother is in HK studying"|"20140721143450"|"AA00011"|""
"S031781"|"Reasons to Study in UK"|"study overseas education"|"20140723150927"|"AA00011"|""
"S031783"|"Character"|"CHEERFUL, CONFIDENT"|"20140723165223"|"AA00011"|""
"S031783"|"Interests / Hobbies"|"DANCING, SINGING"|"20140723165223"|"AA00011"|""
"S031818"|"School Preferred"|"top UK boy boarding school"|"20140730120434"|"AA00011"|""
"S031819"|"Preferred School Type"|"Girls"|"20140730114510"|"AA00038"|""
"S031828"|"English Standard"|"Aberage"|"20140731111549"|"AA00038"|""
"S031799"|"Interests / Hobbies"|"reading, rugby, football,"|"20140804102656"|"AA00011"|""
"S031850"|"Special Talents"|"Table Tennis, Basketball, Tennis, Swimming, Violin, Listen to music(Classical),Love to hang out with mature people."|"20140805164440"|"AA00038"|""
"S031850"|"Interests / Hobbies"|"Table Tennis, Basketball, Tennis, Swimming, Violin, Listen to music(Classical),Love to hang out with mature people."|"20140805164525"|"AA00038"|""
"S031856"|"Interests / Hobbies"|"SPORTS/ DANCE"|"20140801102719"|"AA00038"|""
"S031871"|"Character"|"PLEASANT & OUT-GOING"|"20140808100511"|"AA00038"|""
"S031871"|"Interests / Hobbies"|"DRAWING, ICE-SKATING"|"20140808100511"|"AA00038"|""
"S031871"|"Other Requirement"|"NIL"|"20140808100511"|"AA00038"|""
"S031871"|"Reasons to Study in UK"|"WANTS TO STUDY MEDICAL SCHOOL IN UK OR HK"|"20140808100511"|"AA00038"|""
"S031871"|"Religion Requirement"|"CHRISTIAN"|"20140808100511"|"AA00038"|""
"S031871"|"School Applied Before"|"CURRENTLY STUDYING IN ASHFORD SCHOOL"|"20140808100511"|"AA00038"|""
"S031871"|"School Preferred"|"CATERHAM SCHOOL & BRIGHTON SCHOOL"|"20140808100511"|"AA00038"|""
"S031871"|"Special Talents"|"RATIONAL THINKING & CRITICAL ANALYSIS"|"20140808100511"|"AA00038"|""
"S031871"|"Studying in UK School"|"SCHOOLMATES"|"20140808100511"|"AA00038"|""
"S031874"|"Character"|"OUTGOING"|"20140809094408"|"AA00038"|""
"S031874"|"Interests / Hobbies"|"FOOTBALL, BASKETBALL, PAPER CRAFTS"|"20140809094408"|"AA00038"|""
"S031874"|"School Preferred"|"DULWICH, 
BEDFORD,
CHATERHOUSE 
ABINGDON
St.EDWARDS"|"20140809094408"|"AA00038"|""
"S031888"|"Interests / Hobbies"|"Quotar & Piano"|"20140812104538"|"AA00038"|""
"S031898"|"Interests / Hobbies"|"basketball,"|"20140814162053"|"AA00011"|""
"S031910"|"Character"|"SPORTY, SOCIABLE, LIKES TO PLAY, NOT HARDWORKING"|"20140815095507"|"AA00038"|""
"S031910"|"Interests / Hobbies"|"SPORTS (FOOTBALL, HANDBALL, TABLE TENNIS), GUITAR"|"20140815095507"|"AA00038"|""
"S031910"|"Location Preference"|"ENGLAND & WALES"|"20140815095507"|"AA00038"|""
"S031910"|"Other Requirement"|"STATE BOARDING SCHOOLS - RANKS HIGH"|"20140815095507"|"AA00038"|""
"S031910"|"Reasons to Study in UK"|"WE HAVE UK PASSPORTS AND MAY ENJOY FREE TUITION AND PAY ONLY BOARDING FEES.  WE WANT OUR SON TO BROADEN HIS MINDS, IMPROVE ENGLISH AND ENTER INTO A GOOD UNIVERSITY.  HE IS WEAK IN CHINESE LANGUAGE & LIBERAL STUDIES."|"20140815095507"|"AA00038"|""
"S031910"|"School Preferred"|"ROYAL GRAMMAR SCHOOL, BUCKINGHAMSHIRE
LANCASTER ROYAL GRAMMAR SCHOOL, LANCASHIRE
ADAMS' GRAMMAR SCHOOL, SHROPSHIRE"|"20140815095507"|"AA00038"|""
"S031910"|"School Preferred"|"Royal Grammar School, Buckinghamshire, Lancaster Royal Grammar School, Lancashire Adams' Grammar School, ShropshireROYAL GRAMMAR SCHOOL, BUCKINGHAMSHIRE
LANCASTER ROYAL GRAMMAR SCHOOL, LANCASHIRE
ADAMS' GRAMMAR SCHOOL, SHROPSHIRE"|"20140816160520"|"AA00011"|""
"S031910"|"Studying in UK School"|"SISTER, TO  BE IN YEAR ONE UNIVERSITY IN SEPTEMBER 2014"|"20140815095507"|"AA00038"|""
"S031914"|"Character"|"intravant"|"20140818102544"|"AA00011"|""
"S031921"|"Interests / Hobbies"|"driving, drawing, table-tennis, swimming, basketball"|"20140818162110"|"AA00011"|""
"S031921"|"Interests / Hobbies"|"driving, drawing, table-tennis, swimming, basketball, track games"|"20140818162222"|"AA00011"|""
"S031924"|"Location Preference"|"EAST ANGLIA, SOUTHEAST"|"20140814095802"|"AA00038"|""
"S031924"|"Other Requirement"|"HIGHER SCHOOL RANKING"|"20140814095802"|"AA00038"|""
"S031924"|"Reasons to Study in UK"|"EXPOSURE TO ENGLISH CULTURE, ACQUIRE PERSONAL INDEPENDENCE AND PROMOTE CALIBRE OF THE STUDENT"|"20140814095802"|"AA00038"|""
"S031945"|"Relatives / Friends Studying in UK"|"Yes,"|"20140820153506"|"AA00011"|""
"S031958"|"Character"|"cheerful, composed, teamplayer, self-motivateion"|"20140823104419"|"AA00011"|""
"S031965"|"Relatives / Friends Studying in UK"|"Yes, Vanessa (sister) at Charterhouse, grandparents"|"20140823151334"|"AA00011"|""
"S031982"|"Character"|"Bubbly, self-driven"|"20140825100556"|"AA00011"|""
"S031971"|"School Preferred"|"Westminster School, Haberdasher's,"|"20140825135019"|"AA00011"|""
"S031992"|"Interests / Hobbies"|"table tennis, taekundo, Japanese language, guitar"|"20140828104115"|"AA00011"|""
"S031995"|"Interests / Hobbies"|"Music, Golf, Reading, Soccer, Boadr Chess"|"20140828161908"|"AA00038"|""
"S031995"|"Character"|"Socialable, Friendly,Responson,Loyal,Hodens"|"20140828162249"|"AA00038"|""
"S031995"|"Character"|"Socialable, Friendly,Responsible,Loyal,Honest"|"20140828164100"|"AA00011"|""
"S032000"|"Character"|"HARDWORKING, QUIET"|"20140830094401"|"AA00038"|""
"S032000"|"Interests / Hobbies"|"DRAWING , READING"|"20140830094401"|"AA00038"|""
"S032000"|"Other Requirement"|"SMALL CLASS TEACHING, HIGH TUTOR-STUDENT RATIO"|"20140830094401"|"AA00038"|""
"S032000"|"Religion Requirement"|"CHRISTIANITY"|"20140830094401"|"AA00038"|""
"S032000"|"Special Talents"|"DRAWING"|"20140830094401"|"AA00038"|""
"S032006"|"Other Requirement"|"Preferably the school should have soccer fields"|"20140830164700"|"AA00038"|""
"S032006"|"Special Talents"|"Soller"|"20140830162741"|"AA00038"|""
"S031962"|"Special Talents"|"Well-spoken,social,makes friends easily,good-ovienten"|"20140829170806"|"AA00038"|""
"S031962"|"Reasons to Study in UK"|"David has expressed interest in going to boarding school in england,have relatives who have gone to boarding school in england"|"20140829171137"|"AA00038"|""
"S031962"|"Special Talents"|"Well-spoken,social,makes friends easily,good-orienten"|"20140830173427"|"AA00038"|""
"S031962"|"Preferred School Type"|"Boys&Co-ed"|"20140829170824"|"AA00038"|""
"S032013"|"Character"|"QUIET"|"20140905110216"|"AA00038"|""
"S032013"|"Interests / Hobbies"|"FENCING, SWIMMING, READING"|"20140905110216"|"AA00038"|""
"S032025"|"Relatives / Friends act as Guardian in UK"|"Yes, Guardianship company"|"20140906152241"|"AA00011"|""
"S032035"|"Character"|"Sporty, Sociable"|"20140910094936"|"AA00011"|""
"S032053"|"Location Preference"|"Yes, Souther England"|"20140913104505"|"AA00011"|""
"S032053"|"Relatives / Friends act as Guardian in UK"|"Yes,Farnborough, Hagpshire"|"20140913104448"|"AA00011"|""
"S032058"|"Reasons to Study in UK"|"TO BOARDEN HORIZON"|"20140828094906"|"AA00038"|""
"S032058"|"School Preferred"|"KING'S SCHOOL, CANTERBURY, ETC"|"20140828094906"|"AA00038"|""
"S032059"|"Character"|"HAPPY, OUTGOING"|"20140911095813"|"AA00038"|""
"S032059"|"Guardian in UK"|"FAMILY FRIEND"|"20140911095813"|"AA00038"|""
"S032059"|"Interests / Hobbies"|"HOCKEY, PUZZLES, READING, DRAWING & DESIGN"|"20140911095813"|"AA00038"|""
"S032059"|"Location Preference"|"ENGLAND"|"20140911095813"|"AA00038"|""
"S032059"|"Religion Requirement"|"ANGLICAN"|"20140911095813"|"AA00038"|""
"S032059"|"School Preferred"|"CHRIST'S HOSPITAL"|"20140911095813"|"AA00038"|""
"S032059"|"Studying in UK School"|"SISTER IN BOARDING SCHOOL (CHRIST'S HOSPITAL)"|"20140911095813"|"AA00038"|""
"S032059"|"Studying in UK School"|"sister in boarding school (Christ's Hospital)"|"20140913142437"|"AA00011"|""
"S032062"|"Interests / Hobbies"|"above average"|"20140913155918"|"AA00011"|""
"S032062"|"Preferred School Type"|"co-ed"|"20140913160342"|"AA00011"|""
"S032168"|"Location Preference"|"SOUTH, SOUTH EAST, SOUTH WEST OF ENGLAND"|"20140917101828"|"AA00011"|""
"S032081"|"Interests / Hobbies"|"FENCING"|"20140918103031"|"AA00011"|""
"S032095"|"Reasons to Study in UK"|"DSE result is not good enough for university"|"20140920144830"|"AA00011"|""
"S032098"|"Reasons to Study in UK"|"1. He like to study science subjects (Physic, Chemistry, Biology) and worried may not be selected in F4.

2. Interactive learning will be benefited.

3. More outgoing personality will be developed.

4. More activities he can participate"|"20140920145848"|"AA00011"|""
"S032101"|"Interests / Hobbies"|"Drawing"|"20140920162943"|"AA00038"|""
"S032119"|"Interests / Hobbies"|"FENCING, BASKERBALL, READING, BROWSING"|"20141004095629"|"AA00011"|""
"S032148"|"Interests / Hobbies"|"observant, emphatetic, take time to warm up in a new environment"|"20141011142247"|"AA00011"|""
"S032148"|"Character"|"observant, emphatetic, take time to warm up in a new environment"|"20141011142921"|"AA00011"|""
"S032169"|"Reasons to Study in UK"|"Parents used to study & live in UK trust high quality of UK education. Andrew studied & lived in UK before and he loves UK."|"20141011174520"|"AA00011"|""
"S032156"|"Interests / Hobbies"|"Piano(Grade6)"|"20141013165817"|"AA00038"|""
"S032160"|"Interests / Hobbies"|"badminton, public speaking, team captain of school sports events,"|"20141015163630"|"AA00011"|""
"S032161"|"Relatives / Friends act as Guardian in UK"|"likely n,.  If yes, it will be in reading or Dartford"|"20141016105703"|"AA00011"|""
"S032161"|"Relatives / Friends act as Guardian in UK"|"likely n,.  If yes, it will be in reading or Dartford"|"20141016110503"|"AA00011"|""
"S032161"|"School Preferred"|"state boarding school"|"20141016111223"|"AA00011"|""
"S032193"|"Character"|"Yes, LSE (London School of Economics)"|"20141020172312"|"AA00011"|""
"S032367"|"School Preferred"|"top 100 independent school SC baased on a"|"20141027144339"|"AA00011"|""
"S032370"|"Other Requirement"|"would prefer school that adm"|"20141028172041"|"AA00011"|""
"S032379"|"Interests / Hobbies"|"football, field hockey, running, swimming, biathlon, athletics, horseriding,"|"20141105175123"|"AA00011"|""
"S032385"|"Character"|"open mind,earm hearted"|"20141110113148"|"AA00038"|""
"S032410"|"Special Talents"|"art, taekwondo (balck belt)"|"20141115150422"|"AA00011"|""
"S032416"|"School Applied Before"|"Charterhouse,Willington"|"20141117110713"|"AA00038"|""
"S032449"|"Location Preference"|"Lundon"|"20141124095405"|"AA00038"|""
"S032479"|"English Standard"|"EXCELLENT"|"20141201094013"|"AA00038"|""
"S032479"|"Interests / Hobbies"|"tennis, piano, chess, cooking and running"|"20141201094013"|"AA00038"|""
"S032479"|"Reasons to Study in UK"|"Apart from the family ties in UK, Katherine is planning to go to university in UK upon completion of Sixth Forms. Therefore, it would be beneficial for her to study A levels in UK."|"20141201094013"|"AA00038"|""
"S032479"|"School Preferred"|"Headington School, The Cheltenham Ladies College, Badminton School"|"20141201094013"|"AA00038"|""
"S032482"|"Learning Difficulties"|"Yes"|"20141206104401"|"AA00011"|""
"S032479"|"Character"|"quiet, friendly, modest and kind"|"20141201094013"|"AA00038"|""
"S032479"|"Interests / Hobbies"|"N/A"|"20141205153320"|"AA00038"|""
"S032479"|"Location Preference"|"preferably in England not Scotland"|"20141201094013"|"AA00038"|""
"S032479"|"Max Budget per Term"|"32000-350000"|"20141201094013"|"AA00038"|""
"S032479"|"School Preferred"|"N/A"|"20141205153342"|"AA00038"|""
"S032479"|"Reasons to Study in UK"|"N/A"|"20141205153334"|"AA00038"|""
"S032479"|"Interests / Hobbies"|"Piano,cooking,netball,dancing,singingand running"|"20141206115120"|"AA00038"|""
"S032479"|"Character"|"friendly, modest and kind,adventurous,optmistic"|"20141206115037"|"AA00038"|""
"S032479"|"Location Preference"|"N/A"|"20141206115131"|"AA00038"|""
"S032479"|"Reasons to Study in UK"|"Ahina is planning to attend university in the Uk and she feels that the education standard in the UK is higher and there is less pressure there than Hk"|"20141206115347"|"AA00038"|""
"S032169"|"School Preferred"|"Harrow School, Tonbridge School, etc"|"20141011174227"|"AA00011"|""
"S032169"|"School Preferred"|"Harrow School, Tonbridge School, etc"|"20141211121648"|"AA00007"|""
"S032500"|"Interests / Hobbies"|"badminton, arts (drawing &"|"20141213102608"|"AA00011"|""
"S032499"|"Reasons to Study in UK"|"To R"|"20141213103106"|"AA00038"|""
"S032504"|"School Preferred"|"Badminton,Sevenoaks,"|"20141213120952"|"AA00038"|""
"S032504"|"Religion Requirement"|"Christian Prefered"|"20141213120617"|"AA00038"|""
"S032513"|"Relatives / Friends Studying in UK"|"Yes"|"20141218113858"|"AA00011"|""
"S032513"|"Location Preference"|"Yes, not too far from London of Hull"|"20141218113920"|"AA00011"|""
"S032519"|"English Standard"|"WEAK"|"20141216102947"|"AA00011"|""
"S032519"|"Interests / Hobbies"|"Cycling"|"20141216102947"|"AA00011"|""
"S032521"|"English Standard"|"average"|"20141220110623"|"AA00011"|""
"S032522"|"Interests / Hobbies"|"Drawing, Play Plano, Sports, Reading, Olympic Maths, Quick"|"20141220131149"|"AA00011"|""
"S032522"|"Character"|"Quick"|"20141220131213"|"AA00011"|""
"S032522"|"Character"|"Gentle and Quick"|"20141220131244"|"AA00011"|""
"S032525"|"Preferred School Type"|"BOYS"|"20141218104223"|"AA00038"|""
"S032534"|"Relatives / Friends Studying in UK"|"Friends:"|"20141222103709"|"AA00038"|""
"S032534"|"Relatives / Friends Studying in UK"|"Friends:Framlingham College,Suffre,Ipswich"|"20141222103801"|"AA00038"|""
"S004980"|"Relatives / Friends act as Guardian in UK"|"cousin and friends"|"20141223100837"|"AA00038"|""
"S004980"|"Reasons to Study in UK"|"Schools that has a different curriculum as Winchester College.  Want an Easier curriculum"|"20141223100945"|"AA00038"|""
"S032845"|"Location Preference"|"ESSEX"|"20150318095305"|"AA00057"|""
"S032552"|"Character"|"silent at the beginning for the new friend, then become active later."|"20141229103539"|"AA00011"|""
"S032552"|"Character"|"silent at the beginning for the new friend, then become active later."|"20141229103643"|"AA00011"|""
"S032552"|"Character"|"silent at the beginning for the new friend, then become active later. No problem in communication"|"20141229103704"|"AA00011"|""
"S032559"|"Location Preference"|"within 3 hours travelling hours from London"|"20141230164024"|"AA00011"|""
"S032559"|"Max Budget per Term"|"prefer to cheaper school fee"|"20141230164118"|"AA00011"|""
"S032558"|"Relatives / Friends Studying in UK"|"Yes"|"20141230175003"|"AA00011"|""
"S032562"|"Special Talents"|"Swimming,Singing"|"20141231123203"|"AA00038"|""
"S032562"|"Reasons to Study in UK"|"A different learning environment for me to discover areas that i may be interested in and a better preparation in order to study in an university in england."|"20141231123815"|"AA00038"|""
"S032569"|"Relatives / Friends Studying in UK"|"Yes"|"20150103103412"|"AA00038"|""
"S032569"|"Relatives / Friends act as Guardian in UK"|"Yes"|"20150103103419"|"AA00038"|""
"S032569"|"Reasons to Study in UK"|"UK Public Schoolgive to childen the sort of learning and cultcal envronmoent that no school in hk can proved"|"20150103104551"|"AA00038"|""
"S032569"|"Reasons to Study in UK"|"UK Public School give to childen the sort of learning and cultcal envronmoent that no school in Hk can prove"|"20150103105157"|"AA00011"|""
"S032566"|"Location Preference"|"not too far away from Central London"|"20141231094814"|"AA00038"|""
"S032572"|"Interests / Hobbies"|"piano, rading, movie"|"20150103135124"|"AA00011"|""
"S032574"|"Character"|"flankly"|"20150106105303"|"AA00011"|""
"S032589"|"Character"|"drawing, tennis, reading"|"20150112120226"|"AA00011"|""
"S032589"|"Reasons to Study in UK"|"good educator, independence"|"20150112120339"|"AA00011"|""
"S032595"|"Interests / Hobbies"|"Basketball,Swimming,Piano"|"20150115104016"|"AA00038"|""
"S032604"|"Interests / Hobbies"|"Music,Reeding,Computer"|"20150117123442"|"AA00038"|""
"S032609"|"Character"|"pursuing outstanding, pleasnat, outgoing"|"20150119171424"|"AA00011"|""
"S032610"|"Character"|"Friendly, outgoing"|"20141230101904"|"AA00011"|""
"S032610"|"Character"|","|"20150119172431"|"AA00011"|""
"S032610"|"Other Requirement"|"to learn challengingly"|"20150119172222"|"AA00011"|""
"S032610"|"Reasons to Study in UK"|"to learn with the elite from the world"|"20150119172255"|"AA00011"|""
"S032609"|"Interests / Hobbies"|"horse-riding, basketball, swimming, piano"|"20150119171107"|"AA00011"|""
"S032618"|"Character"|"happy but sonservative"|"20150124102744"|"AA00011"|""
"S032618"|"English Standard"|"average"|"20150124102716"|"AA00011"|""
"S032640"|"Interests / Hobbies"|"Basketball"|"20150130170005"|"AA00038"|""
"S032640"|"Interests / Hobbies"|"Basketball"|"20150130170202"|"AA00038"|""
"S032655"|"Reasons to Study in UK"|"希望開"|"20150205124046"|"AA00038"|""
"S032806"|"English Standard"|"AVERAGE"|"20150223102300"|"AA00057"|""
"S032806"|"Character"|"kind, cheerful,energetic,daring,inquisitive, gentle"|"20150223102300"|"AA00057"|""
"S032806"|"Religion Requirement"|"CHRISTIANITY"|"20150223102300"|"AA00057"|""
"S032806"|"School Preferred"|"NO IDEA"|"20150223102300"|"AA00057"|""
"S032806"|"Special Talents"|"playing clarinet"|"20150223102300"|"AA00057"|""
"S032806"|"Reasons to Study in UK"|"KNOW MORE ABOUT BRITISH CULTURE AND LITERATURE, HAVE A GOOD EDUCATION AND ENGLISH LEARNING ENVIRONMENT, GOOD SPORT AND MUSIC LEARNING ENVIRONMENT."|"20150223102300"|"AA00057"|""
"S032778"|"Learning Difficulties"|"Mild Adhd"|"20150224132621"|"AA00057"|""
"S032778"|"School Preferred"|"Chaterhouse, Tonbridge, Harrow School"|"20150224133107"|"AA00057"|""
"S032785"|"Reasons to Study in UK"|"2 elder brothers studies in UK's high school in before."|"20150228094629"|"AA00057"|""
"S032790"|"Interests / Hobbies"|"music, movies, reading"|"20150302161655"|"AA00011"|""
"S032947"|"Character"|"very possitive and responsible"|"20150303095045"|"AA00057"|""
"S032798"|"Relatives / Friends act as Guardian in UK"|"Middlebrought, London"|"20150307102148"|"AA00057"|""
"S032819"|"Special Talents"|"second overall under"|"20150313163357"|"AA00011"|""
"S032825"|"Preferred School Type"|"boys / co-ed"|"20150314135546"|"AA00011"|""
"S032825"|"Interests / Hobbies"|"sports (tennis & football), reading borrible histories, playing board games / maths games)"|"20150314135138"|"AA00011"|""
"S032825"|"Relatives / Friends act as Guardian in UK"|"Stevenage and Nottingham"|"20150314135250"|"AA00011"|""
"S032825"|"Location Preference"|"Yes, London or around M25 area"|"20150314135531"|"AA00011"|""
"S032825"|"Religion Requirement"|"preferably Christian"|"20150314135654"|"AA00011"|""
"S032825"|"Character"|"quiet, reserved, dlilgent"|"20150314135154"|"AA00011"|""
"S032825"|"Location Preference"|"Yes, London or around LM25 area"|"20150314140242"|"AA00011"|""
"S032825"|"Reasons to Study in UK"|"morther from UK, relatives in UK"|"20150314135751"|"AA00011"|""
"S032829"|"Interests / Hobbies"|"ice-skating (figujre skating), dancing, riding"|"20150314153014"|"AA00011"|""
"S032832"|"Preferred School Type"|"GIRLS"|"20150313100723"|"AA00011"|""
"S032835"|"Special Talents"|"communicative, good ability of organisation and leadership"|"20150316113857"|"AA00011"|""
"S032839"|"Character"|"OUTGOING, SPORTY"|"20150317144357"|"AA00011"|""
"S032839"|"English Standard"|"AVERAGE"|"20150317144357"|"AA00011"|""
"S032839"|"Interests / Hobbies"|"BASKETBALL, MUSIC"|"20150317144357"|"AA00011"|""
"S032839"|"Location Preference"|"LONDON, MANCHESTER, OTHERS"|"20150317144357"|"AA00011"|""
"S032839"|"School Preferred"|"TO BE DISCUSSED"|"20150317144357"|"AA00011"|""
"S032839"|"Preferred School Type"|"NO PREFERENCE"|"20150317144357"|"AA00011"|""
"S032839"|"Reasons to Study in UK"|"OPPORTUNITY TO HAVE UNIVERSITY EDUCATION"|"20150317144357"|"AA00011"|""
"S032845"|"Character"|"ACTIVE / CHEERFUL / FULL OF COMPASSION"|"20150318095305"|"AA00057"|""
"S032845"|"Interests / Hobbies"|"DANCE / RECITE / PIANO"|"20150318095305"|"AA00057"|""
"S032845"|"Reasons to Study in UK"|"轉換學習環境"|"20150318095305"|"AA00057"|""
"S032846"|"Character"|"GENTLE"|"20150320102616"|"AA00011"|""
"S032846"|"Interests / Hobbies"|"MUSIC"|"20150320102616"|"AA00011"|""
"S033047"|"Character"|"開朗，主動，合群，"|"20150323103618"|"AA00057"|""
"S033047"|"Interests / Hobbies"|"溜冰，睇書，大提琴，朗誦"|"20150323103618"|"AA00057"|""
"S033047"|"Reasons to Study in UK"|"姊姊曾留學英國，理想"|"20150323103618"|"AA00057"|""
"S033047"|"Special Talents"|"朗誦"|"20150323103618"|"AA00057"|""
"S033047"|"English Standard"|"ABOVE AVERAGE"|"20150323103618"|"AA00057"|""
"S032863"|"Interests / Hobbies"|"hip hop, video editing, singing"|"20150323164145"|"AA00011"|""
"S032863"|"Location Preference"|"girls"|"20150323164224"|"AA00011"|""
"S032885"|"Relatives / Friends act as Guardian in UK"|"Yes, Central, London"|"20150328165105"|"AA00011"|""
"S032885"|"Interests / Hobbies"|"Piano, cello, flute, basketball, reading"|"20150328165000"|"AA00011"|""
"S032907"|"Location Preference"|"near east and south west Uk"|"20150402135341"|"AA00011"|""
"S032924"|"Relatives / Friends Studying in UK"|"Yes, Sister, Bath"|"20150410143657"|"AA00011"|""
"S007293"|"Interests / Hobbies"|"Piano, Dancing and singing"|"20130803163317"|"AA00011"|""
"S007293"|"Preferred School Type"|"girls"|"20130803163354"|"AA00011"|""
"S007293"|"Religion Requirement"|"Christian"|"20130803163418"|"AA00011"|""
"S007293"|"School Preferred"|"Farlington School, West Sussex; The Royal Hospital School Ipswich"|"20130803163436"|"AA00011"|""
"S007293"|"Max Budget per Term"|"6000"|"20130803163404"|"AA00011"|""
"S007293"|"Location Preference"|"South West, West Midlands & South East"|"20130803163336"|"AA00011"|""
"S007293"|"Know AA From"|"UK Studing Expro."|"20130803163450"|"AA00011"|""
"S032933"|"Character"|"OUTGOING"|"20150331155523"|"AA00057"|""
"S032933"|"Interests / Hobbies"|"DRAMA, DEBATE, READING"|"20150331155523"|"AA00057"|""
"S032933"|"Max Budget per Term"|"10000 POUNDS"|"20150331155523"|"AA00057"|""
"S032933"|"School Preferred"|"BURGESS HILL SCHOOL FOR GIRLS"|"20150331155523"|"AA00057"|""
"S032933"|"Studying in UK School"|"CHEUNG YEE TAK JANICE"|"20150331155523"|"AA00057"|""
"S032936"|"Interests / Hobbies"|"打排球"|"20150413095016"|"AA00011"|""
"S032936"|"Character"|"好動"|"20150413095016"|"AA00011"|""
"S032936"|"Location Preference"|"Near London"|"20150413095016"|"AA00011"|""
"S032936"|"Studying in UK School"|"Brother"|"20150413095016"|"AA00011"|""
"S032941"|"Reasons to Study in UK"|"deeply influenced by British and looking forward to expericence British life"|"20150413181404"|"AA00011"|""
"S032967"|"Relatives / Friends act as Guardian in UK"|"Birmingham"|"20150418161103"|"AA00057"|""
"S032998"|"Special Talents"|"gymnastics, balllet"|"20150425094642"|"AA00038"|""
"S033035"|"Character"|"PLEASANT,"|"20150505095624"|"AA00038"|""
"S033035"|"Guardian in UK"|"PROVIDE LATER"|"20150505095624"|"AA00038"|""
"S033035"|"Interests / Hobbies"|"SINGING, FOOTBALL,"|"20150505095624"|"AA00038"|""
"S033035"|"Location Preference"|"NOT LONDON,"|"20150505095624"|"AA00038"|""
