"aa_id"|"consultant"|"priority"|"lastupdate"|"staffid"|"remarks"
"S042266"|"AA00082"|"2"|"20211206113355"|"AA00011"|"minor"
"S042266"|"AA00080"|"4"|"20211206113401"|"AA00011"|""
"S042266"|"AA00073"|"5"|"20211206113412"|"AA00011"|""
"S042266"|"AA00029"|"6"|"20211206113418"|"AA00011"|""
"S042267"|"AA00068"|"1"|"20211207101625"|"AA00088"|""
"S042169"|"AA00084"|"5"|"20211207104932"|"AA00088"|""
"S042169"|"AA00080"|"2"|"20211207104939"|"AA00088"|""
"S042169"|"AA00082"|"3"|"20211207104943"|"AA00088"|""
"S042169"|"AA00007"|"6"|"20211207104947"|"AA00088"|""
"S042269"|"AA00073"|"1"|"20211207125206"|"AA00088"|"major"
"S042269"|"AA00084"|"6"|"20211207125216"|"AA00088"|""
"S042269"|"AA00082"|"5"|"20211207125221"|"AA00088"|""
"S042269"|"AA00080"|"2"|"20211207125225"|"AA00088"|""
"S042269"|"AA00029"|"4"|"20211207125232"|"AA00088"|""
"S042269"|"AA00007"|"3"|"20211207125235"|"AA00088"|""
"S042268"|"AA00073"|"1"|"20211207143842"|"AA00088"|""
"S042268"|"AA00080"|"2"|"20211207143929"|"AA00088"|""
"S042270"|"AA00068"|"1"|"20211209164633"|"AA00011"|""
"S042271"|"AA00068"|"1"|"20211210095147"|"AA00011"|""
"S040066"|"AA00007"|"1"|"20211210163427"|""|""
"S040066"|"AA00082"|"7"|"20211210163434"|""|""
"S040066"|"AA00084"|"2"|"20211210163448"|""|"Minor"
"S042572"|"AA00084"|"5"|"20220329150549"|"AA00088"|""
"S039365"|"AA00082"|"3"|"20211210171221"|"AA00011"|""
"S039365"|"AA00007"|"4"|"20211210171228"|"AA00011"|""
"S039365"|"AA00080"|"5"|"20211210171234"|"AA00011"|""
"S042572"|"AA00080"|"2"|"20220329150554"|"AA00088"|""
"S044223"|"AA00115"|"2"|"20250305153818"|"AA00011"|""
"S044223"|"AA00129"|"4"|"20250305153826"|"AA00011"|""
"S042263"|"AA00007"|"3"|"20211210171330"|"AA00011"|""
"S043906"|"AA00080"|"4"|"20230703153045"|"AA00011"|""
"S042264"|"AA00084"|"1"|"20211210171614"|"AA00011"|""
"S042264"|"AA00007"|"2"|"20211210171623"|"AA00011"|""
"S042264"|"AA00082"|"3"|"20211210171629"|"AA00011"|""
"S042264"|"AA00080"|"4"|"20211210171636"|"AA00011"|""
"S042264"|"AA00073"|"5"|"20211210171642"|"AA00011"|""
"S042264"|"AA00029"|"6"|"20211210171648"|"AA00011"|""
"S042259"|"AA00084"|"2"|"20211210171702"|"AA00011"|""
"S042259"|"AA00080"|"5"|"20211210171711"|"AA00011"|""
"S042259"|"AA00029"|"1"|"20211210171718"|"AA00011"|""
"S042259"|"AA00082"|"3"|"20211210171725"|"AA00011"|""
"S042816"|"AA00082"|"2"|"20220601123233"|"AA00011"|""
"S042259"|"AA00007"|"6"|"20211210171741"|"AA00011"|""
"S042581"|"AA00082"|"2"|"20220331101702"|"AA00011"|""
"S042567"|"AA00007"|"3"|"20220401152853"|"AA00011"|""
"S042265"|"AA00082"|"3"|"20211210171808"|"AA00011"|""
"S042265"|"AA00007"|"4"|"20211210171814"|"AA00011"|""
"S042265"|"AA00080"|"5"|"20211210171828"|"AA00011"|""
"S042272"|"AA00084"|"2"|"20211210172216"|"AA00011"|""
"S042272"|"AA00007"|"3"|"20211210172229"|"AA00011"|""
"S042272"|"AA00080"|"4"|"20211210172236"|"AA00011"|""
"S042272"|"AA00029"|"5"|"20211210172243"|"AA00011"|""
"S042942"|"AA00084"|"3"|"20220706170317"|"AA00011"|""
"S042273"|"AA00084"|"2"|"20211210172337"|"AA00011"|""
"S042273"|"AA00007"|"3"|"20211210172350"|"AA00011"|""
"S042816"|"AA00095"|"3"|"20220601123242"|"AA00011"|""
"S042273"|"AA00029"|"5"|"20211210172403"|"AA00011"|""
"S042273"|"AA00080"|"6"|"20211210172409"|"AA00011"|""
"S042274"|"AA00068"|"1"|"20211210182807"|"AA00011"|""
"S042275"|"AA00084"|"6"|"20211211095416"|"AA00088"|""
"S042275"|"AA00082"|"1"|"20211211095421"|"AA00088"|"major"
"S042275"|"AA00007"|"2"|"20211211095426"|"AA00088"|""
"S042275"|"AA00080"|"3"|"20211211095430"|"AA00088"|""
"S042275"|"AA00029"|"5"|"20211211095434"|"AA00088"|""
"S042816"|"AA00080"|"6"|"20220601123302"|"AA00011"|""
"S042276"|"AA00068"|"1"|"20211211101509"|"AA00088"|""
"S042277"|"AA00084"|"1"|"20211211134324"|"AA00078"|"Major"
"S042277"|"AA00082"|"2"|"20211211134328"|"AA00078"|""
"S042277"|"AA00029"|"3"|"20211211134332"|"AA00078"|""
"S043977"|"AA00100"|"5"|"20230809095635"|"AA00011"|""
"S043182"|"AA00088"|"6"|"20230809182600"|"AA00078"|""
"S043948"|"AA00088"|"6"|"20230809182633"|"AA00078"|""
"S043986"|"AA00007"|"3"|"20230810110318"|"AA00078"|""
"S042243"|"AA00068"|"1"|"20211201102938"|"AA00011"|""
"S042244"|"AA00084"|"3"|"20211201155951"|"AA00011"|""
"S042244"|"AA00007"|"1"|"20211201160000"|"AA00011"|"major"
"S042244"|"AA00082"|"2"|"20211201160012"|"AA00011"|"minor"
"S042244"|"AA00073"|"4"|"20211201160019"|"AA00011"|""
"S042244"|"AA00080"|"5"|"20211201160025"|"AA00011"|""
"S042244"|"AA00029"|"6"|"20211201160033"|"AA00011"|""
"S042245"|"AA00084"|"1"|"20211201181812"|"AA00011"|""
"S042245"|"AA00082"|"2"|"20211201181818"|"AA00011"|""
"S042245"|"AA00007"|"3"|"20211201181824"|"AA00011"|""
"S042245"|"AA00073"|"4"|"20211201181831"|"AA00011"|""
"S042245"|"AA00080"|"5"|"20211201181837"|"AA00011"|""
"S042245"|"AA00029"|"6"|"20211201181845"|"AA00011"|""
"S042235"|"AA00073"|"1"|"20211202104040"|"AA00088"|""
"S042235"|"AA00084"|"4"|"20211202104044"|"AA00088"|""
"S042235"|"AA00082"|"3"|"20211202104048"|"AA00088"|""
"S042235"|"AA00007"|"6"|"20211202104052"|"AA00088"|""
"S042235"|"AA00080"|"2"|"20211202104057"|"AA00088"|""
"S042235"|"AA00029"|"5"|"20211202104100"|"AA00088"|""
"S042246"|"AA00007"|"1"|"20211202105534"|"AA00088"|"major"
"S042246"|"AA00084"|"6"|"20211202105537"|"AA00088"|""
"S042169"|"AA00029"|"1"|"20211207104930"|"AA00088"|""
"S042246"|"AA00080"|"5"|"20211202105543"|"AA00088"|""
"S042246"|"AA00073"|"3"|"20211202105547"|"AA00088"|""
"S042246"|"AA00082"|"2"|"20211202105552"|"AA00088"|""
"S042246"|"AA00029"|"4"|"20211202105600"|"AA00088"|""
"S042247"|"AA00068"|"1"|"20211202120553"|"AA00088"|""
"S042248"|"AA00068"|"1"|"20211202121035"|"AA00088"|""
"S042287"|"AA00084"|"1"|"20211202151459"|"AA00088"|""
"S042250"|"AA00007"|"1"|"20211202173745"|"AA00088"|"major"
"S042250"|"AA00084"|"5"|"20211202173747"|"AA00088"|""
"S042250"|"AA00082"|"2"|"20211202173749"|"AA00088"|""
"S045130"|"AA00084"|"2"|"20241007143507"|"AA00011"|""
"S045089"|"AA00082"|"2"|"20240924114508"|"AA00107"|""
"S042249"|"AA00007"|"1"|"20211202174008"|"AA00088"|"major"
"S042249"|"AA00084"|"4"|"20211202174010"|"AA00088"|""
"S042249"|"AA00082"|"2"|"20211202174012"|"AA00088"|""
"S042249"|"AA00080"|"5"|"20211202174020"|"AA00088"|""
"S042178"|"AA00007"|"1"|"20240925144253"|"AA00098"|""
"S042251"|"AA00068"|"1"|"20211202182958"|"AA00088"|""
"S042252"|"AA00084"|"2"|"20211203143932"|"AA00011"|""
"S042252"|"AA00073"|"1"|"20211203143938"|"AA00011"|""
"S042252"|"AA00082"|"3"|"20211203143945"|"AA00011"|""
"S042252"|"AA00080"|"4"|"20211203143951"|"AA00011"|""
"S042252"|"AA00029"|"5"|"20211203143958"|"AA00011"|""
"S042252"|"AA00007"|"6"|"20211203144006"|"AA00011"|""
"S042254"|"AA00084"|"1"|"20211204095547"|"AA00011"|""
"S042254"|"AA00082"|"2"|"20211204095554"|"AA00011"|""
"S042169"|"AA00073"|"4"|"20211207104936"|"AA00088"|""
"S042254"|"AA00080"|"4"|"20211204095606"|"AA00011"|""
"S042254"|"AA00029"|"5"|"20211204095612"|"AA00011"|""
"S042254"|"AA00007"|"3"|"20211204095635"|"AA00011"|""
"S042254"|"AA00073"|"6"|"20211204095645"|"AA00011"|""
"S042256"|"AA00084"|"2"|"20211204101540"|"AA00011"|""
"S042256"|"AA00082"|"1"|"20211204101546"|"AA00011"|""
"S042256"|"AA00007"|"3"|"20211204101552"|"AA00011"|""
"S042256"|"AA00073"|"4"|"20211204101558"|"AA00011"|""
"S042256"|"AA00029"|"5"|"20211204101605"|"AA00011"|""
"S042256"|"AA00080"|"6"|"20211204101611"|"AA00011"|""
"S042255"|"AA00084"|"2"|"20211204102218"|"AA00011"|""
"S042255"|"AA00007"|"3"|"20211204102225"|"AA00011"|""
"S044821"|"AA00082"|"2"|"20240617161445"|"AA00107"|""
"S042255"|"AA00080"|"5"|"20211204102237"|"AA00011"|""
"S042255"|"AA00029"|"6"|"20211204102243"|"AA00011"|""
"S042257"|"AA00084"|"3"|"20211204110411"|"AA00011"|""
"S042257"|"AA00007"|"1"|"20211204110421"|"AA00011"|"major"
"S042257"|"AA00082"|"2"|"20211204110431"|"AA00011"|"minor"
"S042257"|"AA00080"|"4"|"20211204110439"|"AA00011"|""
"S042272"|"AA00115"|"1"|"20250714161008"|"AA00144"|""
"S042273"|"AA00115"|"1"|"20250714161027"|"AA00144"|""
"S042257"|"AA00073"|"5"|"20211204110445"|"AA00011"|""
"S042257"|"AA00029"|"6"|"20211204110451"|"AA00011"|""
"S042260"|"AA00084"|"2"|"20211204134658"|"AA00011"|""
"S042260"|"AA00082"|"1"|"20211204134705"|"AA00011"|""
"S042260"|"AA00080"|"3"|"20211204134712"|"AA00011"|""
"S042260"|"AA00007"|"4"|"20211204134718"|"AA00011"|""
"S042260"|"AA00073"|"5"|"20211204134724"|"AA00011"|""
"S042260"|"AA00029"|"6"|"20211204134730"|"AA00011"|""
"S042261"|"AA00082"|"2"|"20211204140850"|"AA00011"|""
"S042261"|"AA00007"|"3"|"20211204140857"|"AA00011"|""
"S042816"|"AA00084"|"1"|"20220601123227"|"AA00011"|""
"S042253"|"AA00084"|"1"|"20211204180023"|"AA00011"|""
"S042253"|"AA00082"|"2"|"20211204180028"|"AA00011"|""
"S042253"|"AA00007"|"3"|"20211204180035"|"AA00011"|""
"S042210"|"AA00082"|"1"|"20211119120341"|"AA00011"|""
"S042210"|"AA00007"|"3"|"20211119120353"|"AA00011"|""
"S042210"|"AA00029"|"6"|"20211119120425"|"AA00011"|""
"S043450"|"AA00080"|"4"|"20221130105109"|"AA00011"|""
"S042202"|"AA00080"|"4"|"20211119122603"|"AA00011"|""
"S043437"|"AA00084"|"1"|"20221130153714"|"AA00011"|""
"S043442"|"AA00007"|"3"|"20221130153757"|"AA00011"|""
"S042199"|"AA00082"|"3"|"20211119122634"|"AA00011"|""
"S042199"|"AA00073"|"4"|"20211119122642"|"AA00011"|""
"S042201"|"AA00084"|"1"|"20211119122715"|"AA00011"|""
"S043382"|"AA00080"|"4"|"20221031141011"|"AA00011"|""
"S042201"|"AA00007"|"4"|"20211119122731"|"AA00011"|""
"S042227"|"AA00084"|"3"|"20211125095321"|"AA00011"|""
"S042227"|"AA00007"|"1"|"20211125095330"|"AA00011"|"major"
"S042227"|"AA00082"|"2"|"20211125095342"|"AA00011"|"minor"
"S042227"|"AA00080"|"4"|"20211125095349"|"AA00011"|""
"S042227"|"AA00073"|"5"|"20211125095356"|"AA00011"|""
"S042227"|"AA00029"|"6"|"20211125095403"|"AA00011"|""
"S042218"|"AA00082"|"2"|"20211125115704"|"AA00011"|""
"S042218"|"AA00007"|"4"|"20211125115718"|"AA00011"|""
"S042218"|"AA00080"|"5"|"20211125115724"|"AA00011"|""
"S042218"|"AA00029"|"6"|"20211125115730"|"AA00011"|""
"S042228"|"AA00084"|"3"|"20211125153614"|"AA00011"|""
"S042228"|"AA00007"|"1"|"20211125153623"|"AA00011"|"major"
"S042228"|"AA00082"|"2"|"20211125153632"|"AA00011"|"minor"
"S042228"|"AA00073"|"4"|"20211125153638"|"AA00011"|""
"S042228"|"AA00080"|"5"|"20211125153644"|"AA00011"|""
"S042228"|"AA00029"|"6"|"20211125153651"|"AA00011"|""
"S043906"|"AA00082"|"2"|"20230703153038"|"AA00011"|""
"S042226"|"AA00084"|"2"|"20211125180132"|"AA00011"|""
"S042226"|"AA00082"|"1"|"20211125180138"|"AA00011"|""
"S042226"|"AA00007"|"3"|"20211125180145"|"AA00011"|""
"S042226"|"AA00073"|"4"|"20211125180151"|"AA00011"|""
"S042226"|"AA00080"|"5"|"20211125180159"|"AA00011"|""
"S042226"|"AA00029"|"6"|"20211125180206"|"AA00011"|""
"S042973"|"AA00007"|"4"|"20220716100917"|"AA00011"|""
"S043977"|"AA00084"|"2"|"20230809095610"|"AA00011"|""
"S042230"|"AA00084"|"1"|"20220716165416"|"AA00011"|""
"S042230"|"AA00082"|"2"|"20220716165422"|"AA00011"|""
"S042230"|"AA00007"|"4"|"20220716165435"|"AA00011"|""
"S042221"|"AA00084"|"1"|"20211126153816"|"AA00011"|""
"S042221"|"AA00082"|"2"|"20211126153822"|"AA00011"|""
"S042221"|"AA00007"|"3"|"20211126153829"|"AA00011"|""
"S042941"|"AA00080"|"5"|"20220706160013"|"AA00011"|""
"S042221"|"AA00080"|"5"|"20211126153843"|"AA00011"|""
"S042230"|"AA00129"|"3"|"20241028181655"|"AA00107"|""
"S042219"|"AA00084"|"2"|"20211126154015"|"AA00011"|""
"S042219"|"AA00082"|"1"|"20211126154021"|"AA00011"|""
"S044139"|"AA00100"|"4"|"20230920101513"|"AA00011"|""
"S042219"|"AA00007"|"4"|"20211126154034"|"AA00011"|""
"S044139"|"AA00088"|"5"|"20230920101520"|"AA00011"|""
"S042219"|"AA00080"|"6"|"20211126154055"|"AA00011"|""
"S042255"|"AA00082"|"1"|"20211126164812"|"AA00011"|""
"S042920"|"AA00084"|"2"|"20220812094201"|"AA00011"|""
"S043073"|"AA00095"|"2"|"20220819100957"|"AA00011"|""
"S042231"|"AA00082"|"5"|"20211127095244"|"AA00088"|""
"S042231"|"AA00080"|"2"|"20211127095250"|"AA00088"|""
"S042231"|"AA00007"|"3"|"20211127095301"|"AA00088"|""
"S042941"|"AA00029"|"6"|"20220706160020"|"AA00011"|""
"S042232"|"AA00068"|"1"|"20211127134019"|"AA00011"|""
"S042233"|"AA00084"|"2"|"20211127150908"|"AA00011"|""
"S042233"|"AA00029"|"1"|"20211127150914"|"AA00011"|""
"S042233"|"AA00082"|"3"|"20211127150920"|"AA00011"|""
"S042233"|"AA00007"|"4"|"20211127150928"|"AA00011"|""
"S042233"|"AA00080"|"5"|"20211127150934"|"AA00011"|""
"S042233"|"AA00073"|"6"|"20211127150949"|"AA00011"|""
"S042234"|"AA00084"|"2"|"20211127151338"|"AA00011"|""
"S042572"|"AA00029"|"1"|"20220329150546"|"AA00088"|""
"S042572"|"AA00007"|"4"|"20220329150558"|"AA00088"|""
"S042234"|"AA00080"|"4"|"20211127151357"|"AA00011"|""
"S042234"|"AA00007"|"5"|"20211127151405"|"AA00011"|""
"S042572"|"AA00082"|"3"|"20220329150608"|"AA00088"|""
"S042236"|"AA00068"|"1"|"20211129114906"|"AA00011"|""
"S042237"|"AA00068"|"1"|"20211130103511"|"AA00088"|""
"S042238"|"AA00068"|"1"|"20211130114954"|"AA00088"|""
"S042239"|"AA00068"|"1"|"20211130115306"|"AA00088"|""
"S042240"|"AA00068"|"1"|"20211130145144"|"AA00088"|""
"S042242"|"AA00007"|"1"|"20211130180512"|"AA00088"|"major"
"S042242"|"AA00084"|"4"|"20211130180514"|"AA00088"|""
"S042242"|"AA00080"|"6"|"20211130180518"|"AA00088"|""
"S042242"|"AA00082"|"2"|"20211130180525"|"AA00088"|""
"S042242"|"AA00029"|"3"|"20211130180530"|"AA00088"|""
"S042242"|"AA00073"|"5"|"20211130180535"|"AA00088"|""
"S043977"|"AA00007"|"3"|"20230809095623"|"AA00011"|""
"S043977"|"AA00088"|"4"|"20230809095629"|"AA00011"|""
"S042222"|"AA00080"|"5"|"20211122140229"|"AA00011"|""
"S042223"|"AA00073"|"1"|"20211122154037"|"AA00011"|""
"S042223"|"AA00082"|"3"|"20211122154044"|"AA00011"|""
"S042223"|"AA00007"|"4"|"20211122154051"|"AA00011"|""
"S042223"|"AA00080"|"5"|"20211122154058"|"AA00011"|""
"S042223"|"AA00029"|"6"|"20211122154105"|"AA00011"|""
"S042224"|"AA00069"|"1"|"20211122165451"|"AA00011"|""
"S042225"|"AA00007"|"1"|"20211123152109"|"AA00088"|"major"
"S042225"|"AA00084"|"4"|"20211123152111"|"AA00088"|""
"S042156"|"AA00084"|"2"|"20211112103806"|"AA00011"|""
"S042156"|"AA00029"|"1"|"20211112103814"|"AA00011"|""
"S042156"|"AA00082"|"3"|"20211112103825"|"AA00011"|""
"S042156"|"AA00007"|"4"|"20211112103913"|"AA00011"|""
"S042156"|"AA00080"|"5"|"20211112103920"|"AA00011"|""
"S042156"|"AA00073"|"6"|"20211112103928"|"AA00011"|""
"S042800"|"AA00007"|"4"|"20220528140405"|"AA00011"|""
"S042178"|"AA00080"|"4"|"20211112104003"|"AA00011"|""
"S045231"|"AA00129"|"5"|"20241116131137"|"AA00011"|""
"S042789"|"AA00084"|"3"|"20220818115258"|"AA00088"|""
"S042162"|"AA00082"|"2"|"20220820181359"|"AA00011"|""
"S042180"|"AA00082"|"3"|"20211112104054"|"AA00011"|""
"S042180"|"AA00007"|"4"|"20211112104102"|"AA00011"|""
"S038038"|"AA00080"|"3"|"20220826101534"|"AA00088"|""
"S038038"|"AA00084"|"2"|"20220826101543"|"AA00088"|""
"S042193"|"AA00084"|"1"|"20211112112600"|"AA00011"|""
"S042193"|"AA00082"|"2"|"20211112112605"|"AA00011"|""
"S042193"|"AA00007"|"3"|"20211112112612"|"AA00011"|""
"S038038"|"AA00082"|"4"|"20220826101549"|"AA00088"|""
"S042193"|"AA00080"|"5"|"20211112112625"|"AA00011"|""
"S042193"|"AA00029"|"6"|"20211112112632"|"AA00011"|""
"S043412"|"AA00080"|"4"|"20221117162216"|"AA00011"|""
"S042549"|"AA00082"|"3"|"20220324135319"|"AA00088"|""
"S043425"|"AA00007"|"3"|"20221119154553"|"AA00011"|""
"S043428"|"AA00084"|"2"|"20221121174026"|"AA00011"|""
"S042549"|"AA00080"|"2"|"20220324135325"|"AA00088"|""
"S042549"|"AA00007"|"5"|"20220324135334"|"AA00088"|""
"S042196"|"AA00084"|"2"|"20211113101318"|"AA00011"|""
"S042678"|"AA00082"|"1"|"20220425100921"|"AA00011"|""
"S041852"|"AA00007"|"1"|"20211113102501"|"AA00011"|""
"S042198"|"AA00007"|"1"|"20211113130854"|"AA00011"|"major"
"S042198"|"AA00082"|"2"|"20211113130901"|"AA00011"|"minor"
"S042198"|"AA00073"|"4"|"20211113130909"|"AA00011"|""
"S042198"|"AA00029"|"6"|"20211113130923"|"AA00011"|""
"S042205"|"AA00084"|"3"|"20211115165211"|"AA00011"|""
"S042205"|"AA00007"|"1"|"20211115165220"|"AA00011"|"major"
"S042205"|"AA00082"|"2"|"20211115165228"|"AA00011"|"minor"
"S042205"|"AA00080"|"5"|"20211115165243"|"AA00011"|""
"S042222"|"AA00007"|"1"|"20211122140207"|"AA00011"|"major"
"S043504"|"AA00080"|"4"|"20230103110806"|"AA00078"|""
"S043509"|"AA00007"|"3"|"20230105171803"|"AA00011"|""
"S043495"|"AA00084"|"1"|"20230105171855"|"AA00011"|""
"S042200"|"AA00084"|"4"|"20211116100319"|"AA00088"|""
"S042203"|"AA00084"|"2"|"20211117094530"|"AA00011"|""
"S042203"|"AA00007"|"3"|"20211117094544"|"AA00011"|""
"S043382"|"AA00007"|"1"|"20221031140958"|"AA00011"|""
"S042082"|"AA00080"|"5"|"20211117094633"|"AA00011"|""
"S042082"|"AA00007"|"6"|"20211117094637"|"AA00011"|""
"S042206"|"AA00007"|"3"|"20211117104929"|"AA00011"|""
"S042206"|"AA00073"|"4"|"20211117104935"|"AA00011"|""
"S042206"|"AA00080"|"5"|"20211117104942"|"AA00011"|""
"S042207"|"AA00069"|"1"|"20211117133821"|"AA00011"|""
"S041042"|"AA00082"|"1"|"20211117143838"|"AA00011"|""
"S041042"|"AA00007"|"3"|"20211117143845"|"AA00011"|""
"S041042"|"AA00080"|"5"|"20211117143858"|"AA00011"|""
"S041042"|"AA00029"|"6"|"20211117143905"|"AA00011"|""
"S042208"|"AA00084"|"3"|"20211117151129"|"AA00011"|""
"S042208"|"AA00007"|"1"|"20211117151139"|"AA00011"|"major"
"S044166"|"AA00082"|"2"|"20231004165434"|"AA00011"|""
"S042209"|"AA00084"|"1"|"20211118150212"|"AA00088"|""
"S042209"|"AA00029"|"4"|"20211118150225"|"AA00088"|""
"S042040"|"AA00069"|"1"|"20211119103418"|"AA00069"|""
"S042211"|"AA00007"|"1"|"20211119114813"|"AA00011"|"major"
"S042211"|"AA00073"|"4"|"20211119114827"|"AA00011"|""
"S042212"|"AA00007"|"1"|"20211119115004"|"AA00011"|"major"
"S042212"|"AA00082"|"2"|"20211119115017"|"AA00011"|"minor"
"S043209"|"AA00084"|"2"|"20220913104959"|"AA00088"|""
"S042408"|"AA00007"|"1"|"20250305153925"|"AA00011"|""
"S042210"|"AA00084"|"2"|"20211119120335"|"AA00011"|""
"S042179"|"AA00082"|"2"|"20211112103555"|"AA00011"|""
"S042179"|"AA00007"|"3"|"20211112103602"|"AA00011"|""
"S042179"|"AA00073"|"4"|"20211112103608"|"AA00011"|""
"S042179"|"AA00029"|"5"|"20211112103615"|"AA00011"|""
"S042179"|"AA00080"|"6"|"20211112103622"|"AA00011"|""
"S042177"|"AA00084"|"2"|"20211112103633"|"AA00011"|""
"S042177"|"AA00082"|"1"|"20211112103639"|"AA00011"|""
"S042177"|"AA00007"|"3"|"20211112103646"|"AA00011"|""
"S042177"|"AA00073"|"4"|"20211112103653"|"AA00011"|""
"S042177"|"AA00080"|"5"|"20211112103659"|"AA00011"|""
"S042177"|"AA00029"|"6"|"20211112103707"|"AA00011"|""
"S041993"|"AA00084"|"2"|"20211112103717"|"AA00011"|""
"S041993"|"AA00082"|"1"|"20211112103723"|"AA00011"|""
"S041993"|"AA00007"|"3"|"20211112103730"|"AA00011"|""
"S041993"|"AA00073"|"4"|"20211112103736"|"AA00011"|""
"S041993"|"AA00029"|"5"|"20211112103742"|"AA00011"|""
"S041993"|"AA00080"|"6"|"20211112103751"|"AA00011"|""
"S042178"|"AA00084"|"2"|"20211112103942"|"AA00011"|""
"S042222"|"AA00084"|"3"|"20211122140158"|"AA00011"|""
"S043166"|"AA00007"|"5"|"20220902160516"|"AA00011"|""
"S042198"|"AA00084"|"3"|"20211113130843"|"AA00011"|""
"S041923"|"AA00080"|"4"|"20211113163058"|"AA00011"|""
"S042204"|"AA00073"|"4"|"20211115164629"|"AA00011"|""
"S043504"|"AA00084"|"2"|"20230103110757"|"AA00078"|""
"S043509"|"AA00082"|"2"|"20230105171756"|"AA00011"|""
"S042200"|"AA00080"|"2"|"20211116100330"|"AA00088"|""
"S042807"|"AA00082"|"3"|"20220601114252"|"AA00011"|""
"S042203"|"AA00080"|"4"|"20211117094551"|"AA00011"|""
"S042203"|"AA00073"|"5"|"20211117094558"|"AA00011"|""
"S042203"|"AA00029"|"6"|"20211117094605"|"AA00011"|""
"S042082"|"AA00029"|"1"|"20211117094616"|"AA00011"|""
"S042082"|"AA00084"|"2"|"20211117094621"|"AA00011"|""
"S042082"|"AA00082"|"3"|"20211117094625"|"AA00011"|""
"S042206"|"AA00084"|"1"|"20211117104917"|"AA00011"|""
"S042206"|"AA00082"|"2"|"20211117104922"|"AA00011"|""
"S042206"|"AA00029"|"6"|"20211117104949"|"AA00011"|""
"S041042"|"AA00084"|"2"|"20211117143832"|"AA00011"|""
"S041042"|"AA00073"|"4"|"20211117143852"|"AA00011"|""
"S042199"|"AA00084"|"1"|"20211118095923"|"AA00011"|""
"S042209"|"AA00082"|"6"|"20211118150216"|"AA00088"|""
"S042209"|"AA00080"|"5"|"20211118150219"|"AA00088"|""
"S042209"|"AA00007"|"3"|"20211118150228"|"AA00088"|""
"S042209"|"AA00073"|"2"|"20211118150234"|"AA00088"|""
"S042211"|"AA00084"|"3"|"20211119114803"|"AA00011"|""
"S042211"|"AA00082"|"2"|"20211119114821"|"AA00011"|"minor"
"S042211"|"AA00080"|"5"|"20211119114834"|"AA00011"|""
"S042211"|"AA00029"|"6"|"20211119114840"|"AA00011"|""
"S042212"|"AA00084"|"3"|"20211119114955"|"AA00011"|""
"S042210"|"AA00080"|"5"|"20211119120418"|"AA00011"|""
"S042213"|"AA00069"|"1"|"20211119121333"|"AA00011"|""
"S042202"|"AA00082"|"3"|"20211119122556"|"AA00011"|""
"S042199"|"AA00007"|"2"|"20211119122628"|"AA00011"|""
"S042199"|"AA00080"|"5"|"20211119122647"|"AA00011"|""
"S042199"|"AA00029"|"6"|"20211119122653"|"AA00011"|""
"S042201"|"AA00082"|"2"|"20211119122720"|"AA00011"|""
"S042201"|"AA00080"|"5"|"20211119122737"|"AA00011"|""
"S042201"|"AA00029"|"6"|"20211119122743"|"AA00011"|""
"S042214"|"AA00084"|"3"|"20211119141857"|"AA00011"|""
"S042214"|"AA00007"|"1"|"20211119141907"|"AA00011"|"major"
"S042214"|"AA00082"|"2"|"20211119141916"|"AA00011"|"minor"
"S042214"|"AA00073"|"4"|"20211119142026"|"AA00011"|""
"S042214"|"AA00080"|"5"|"20211119142032"|"AA00011"|""
"S042214"|"AA00029"|"6"|"20211119142040"|"AA00011"|""
"S042215"|"AA00084"|"2"|"20211119161253"|"AA00011"|""
"S042215"|"AA00029"|"1"|"20211119161300"|"AA00011"|""
"S042215"|"AA00082"|"3"|"20211119161306"|"AA00011"|""
"S042215"|"AA00007"|"4"|"20211119161313"|"AA00011"|""
"S042215"|"AA00073"|"5"|"20211119161319"|"AA00011"|""
"S042215"|"AA00080"|"6"|"20211119161325"|"AA00011"|""
"S042216"|"AA00084"|"2"|"20211119162438"|"AA00011"|""
"S042216"|"AA00029"|"1"|"20211119162445"|"AA00011"|""
"S042216"|"AA00082"|"3"|"20211119162450"|"AA00011"|""
"S042216"|"AA00073"|"4"|"20211119162457"|"AA00011"|""
"S042216"|"AA00080"|"5"|"20211119162504"|"AA00011"|""
"S042216"|"AA00007"|"6"|"20211119162512"|"AA00011"|""
"S042217"|"AA00069"|"1"|"20211120105129"|"AA00011"|""
"S042088"|"AA00007"|"1"|"20211120114417"|"AA00011"|"major"
"S042088"|"AA00084"|"3"|"20211120114421"|"AA00011"|""
"S042088"|"AA00082"|"2"|"20211120114430"|"AA00011"|"minor"
"S042088"|"AA00073"|"4"|"20211120114435"|"AA00011"|""
"S042088"|"AA00080"|"5"|"20211120114441"|"AA00011"|""
"S042088"|"AA00033"|"6"|"20211120114448"|"AA00011"|""
"S042535"|"AA00096"|"8"|"20220916152130"|"AA00082"|""
"S042187"|"AA00084"|"3"|"20211110111239"|"AA00011"|""
"S042187"|"AA00007"|"1"|"20211110111248"|"AA00011"|"major"
"S042187"|"AA00082"|"2"|"20211110111258"|"AA00011"|"minor"
"S043844"|"AA00088"|"5"|"20230911161318"|"AA00011"|""
"S042187"|"AA00080"|"5"|"20211110111311"|"AA00011"|""
