"aa_id"|"case"|"pickupby"|"flightno"|"airline"|"arrivalairport"|"arrivaldate"|"arrivaltime"|"predepart"|"joininst"|"lastupdate"|"staffid"|"remarks"|"journeyno"|"route"
"S012465"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714102431"|"AA00032"|""|204|1
"S030733"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714102454"|"AA00032"|""|205|1
"S011929"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714102507"|"AA00032"|""|206|1
"S030980"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714102553"|"AA00032"|""|207|1
"S030308"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103057"|"AA00032"|""|209|1
"S031524"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103147"|"AA00032"|""|210|1
"S030541"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103539"|"AA00032"|""|211|1
"S012261"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103604"|"AA00032"|""|212|1
"S030764"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103706"|"AA00032"|""|213|1
"S010878"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103715"|"AA00032"|""|214|1
"S011270"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103728"|"AA00032"|""|215|1
"S031102"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103826"|"AA00032"|""|216|1
"S009520"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103853"|"AA00032"|""|217|1
"S009901"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103936"|"AA00032"|""|218|1
"S012143"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714103953"|"AA00032"|""|219|1
"S031499"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104008"|"AA00032"|""|220|1
"S012272"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104126"|"AA00032"|""|222|1
"S012446"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104149"|"AA00032"|""|223|1
"S011947"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104356"|"AA00032"|""|224|1
"S009745"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104405"|"AA00032"|""|225|1
"S030283"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104413"|"AA00032"|""|226|1
"S030311"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104424"|"AA00032"|""|227|1
"S009832"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104430"|"AA00032"|""|228|1
"S011390"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104520"|"AA00032"|""|229|1
"S012641"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104527"|"AA00032"|""|230|1
"S012234"|"Y"|"WHG"|""|""|""|"20140712"|""|"confirmation emailed family"|""|"20140823101636"|"AA00040"|"[15Aug14] ask whg to arrange
[11Aug14] ask if need us to arrange
[4Aug14]will send itin later"|53|1
"S012377"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104714"|"AA00032"|""|232|1
"S010912"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104723"|"AA00032"|""|233|1
"S030997"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714104915"|"AA00032"|""|234|1
"S030529"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105033"|"AA00032"|""|235|1
"S030971"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105051"|"AA00032"|""|236|1
"S030534"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105058"|"AA00032"|""|237|1
"S012233"|"Y"|"School"|"Qatar Airways QR7"|""|"London Heathrow T4"|"20140902"|"1200"|"request made"|""|"20140828112955"|"AA00032"|"[28Aug14] req to sch
change flight from Doha T2 QR815 0450"|366|1
"S012182"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105140"|"AA00032"|""|239|1
"S030495"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105218"|"AA00032"|""|240|1
"S030911"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105226"|"AA00032"|""|241|1
"S012274"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105235"|"AA00032"|""|242|1
"S031198"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140902"|"0535"|"family acknowledged confirmation"|""|"20140828114852"|"AA00032"|"[15Aug14] chase
[4Aug14] req to sch"|38|1
"S007710"|"Y"|"WHG"|"Cathay Pacific CX257"|"96"|"London Heathrow T3"|"20140821"|"1505"|"family acknowledged confirmation"|""|"20140828115150"|"AA00032"|"[19Aug14] req to whg
[16Aug14] ask WHG the cost / email p n ask abt the hotel name
[15Aug14] ask p abt the hotel name
[5Aug14] ask p abt the pickup date, will reply later"|221|1
"S009182"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105312"|"AA00032"|""|245|1
"S012105"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105320"|"AA00032"|""|246|1
"S031213"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105327"|"AA00032"|""|247|1
"S012444"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105337"|"AA00032"|""|248|1
"S012061"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105449"|"AA00032"|""|249|1
"S030605"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105657"|"AA00032"|""|250|1
"S031121"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105729"|"AA00032"|""|251|1
"S012000"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105742"|"AA00032"|""|252|1
"S012297"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105906"|"AA00032"|""|253|1
"S012538"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105917"|"AA00032"|""|254|1
"S007070"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105948"|"AA00032"|""|255|1
"S012012"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714105956"|"AA00032"|""|256|1
"S012499"|"Y"|"School"|"Cathay Pacific CX251"|"50"|"London Heathrow T3"|"20140828"|"0540"|"family acknowledged confirmation"|""|"20140828115204"|"AA00032"|"[16Aug14] ask stu contact no.
[15Aug14] fwd to ben/ chase
[5Aug14] req to sch"|277|1
"S012639"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110314"|"AA00032"|""|259|1
"S008831"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110338"|"AA00032"|""|260|1
"S030264"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110357"|"AA00032"|""|261|1
"S011624"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110407"|"AA00032"|""|262|1
"S012354"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110415"|"AA00032"|""|263|1
"S030573"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110422"|"AA00032"|""|264|1
"S030551"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110446"|"AA00032"|""|265|1
"S030443"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110709"|"AA00032"|""|266|1
"S012540"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110900"|"AA00032"|""|268|1
"S009050"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110909"|"AA00032"|""|269|1
"S030922"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110916"|"AA00032"|""|270|1
"S030621"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110925"|"AA00032"|""|271|1
"S011625"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714110959"|"AA00032"|""|272|1
"S011152"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111008"|"AA00032"|""|273|1
"S011983"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111035"|"AA00032"|""|274|1
"S012288"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111044"|"AA00032"|""|275|1
"S031046"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111120"|"AA00032"|""|278|1
"S031493"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111427"|"AA00032"|""|279|1
"S011547"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111907"|"AA00032"|""|280|1
"S030870"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111914"|"AA00032"|""|281|1
"S030309"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111931"|"AA00032"|""|282|1
"S012630"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111938"|"AA00032"|""|283|1
"S012462"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714111944"|"AA00032"|""|284|1
"S012269"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112047"|"AA00032"|""|285|1
"S030566"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112101"|"AA00032"|""|286|1
"S011483"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112122"|"AA00032"|""|287|1
"S011482"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112226"|"AA00032"|""|288|1
"S012131"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112340"|"AA00032"|""|289|1
"S003557"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112448"|"AA00032"|""|290|1
"S030766"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112523"|"AA00032"|""|291|1
"S030328"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112530"|"AA00032"|""|292|1
"S030331"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112555"|"AA00032"|""|293|1
"S012493"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112603"|"AA00032"|""|294|1
"S030277"|"Y"|"School"|"Cathay Pacific CX255"|"50"|"London Heathrow T3"|"20140828"|"0620"|"family acknowledged confirmation"|""|"20140828115354"|"AA00032"|"[18Aug14] req to sch"|361|1
"S030183"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112723"|"AA00032"|""|296|1
"S010863"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112732"|"AA00032"|""|297|1
"S007151"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112747"|"AA00032"|""|298|1
"S030597"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112759"|"AA00032"|""|299|1
"S012607"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112808"|"AA00032"|""|300|1
"S012433"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112826"|"AA00032"|""|301|1
"S030517"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112840"|"AA00032"|""|302|1
"S012393"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112905"|"AA00032"|""|303|1
"S030891"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714112911"|"AA00032"|""|304|1
"S031236"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140828"|"0435"|"itin received"|""|"20140828115648"|"AA00032"|""|57|1
"S011119"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714113134"|"AA00032"|""|306|1
"S030791"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714113235"|"AA00032"|""|307|1
"S012307"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714113257"|"AA00032"|""|308|1
"S031236"|"Y"|"School"|"Emirate EK001"|"50"|"London Heathrow T3"|"20140828"|"1215"|"family acknowledged confirmation"|""|"20140828115651"|"AA00032"|"[16Aug14] ask stu contact no.
[15Aug14] fwd to ben/ chase
[5Aug14] req to sch"|57|2
"S001408"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714113535"|"AA00032"|""|310|1
"S008883"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714113543"|"AA00032"|""|311|1
"S006747"|"N"|""|"Emirate EK0383"|""|"Dubai T3"|"20140831"|"2310"|""|""|"20140828115715"|"AA00032"|""|358|1
"S012414"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714113623"|"AA00032"|""|313|1
"S030533"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114023"|"AA00032"|""|314|1
"S012411"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114044"|"AA00032"|""|315|1
"S012651"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114052"|"AA00032"|""|316|1
"S012570"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114111"|"AA00032"|""|317|1
"S030894"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114127"|"AA00032"|""|318|1
"S030229"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114134"|"AA00032"|""|319|1
"S011411"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114142"|"AA00032"|""|320|1
"S006747"|"Y"|"School"|"Emirate EK0007"|"190"|"London Heathrow T3"|"20140901"|"0700"|"family acknowledged confirmation"|""|"20140828115718"|"AA00032"|"[13Aug14] req to sch"|358|2
"S030448"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114208"|"AA00032"|""|322|1
"S030213"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114215"|"AA00032"|""|323|1
"S030611"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114523"|"AA00032"|""|325|1
"S030344"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114548"|"AA00032"|""|326|1
"S006457"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114555"|"AA00032"|""|327|1
"S031379"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114612"|"AA00032"|""|328|1
"S030620"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114620"|"AA00032"|""|329|1
"S011522"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114628"|"AA00032"|""|330|1
"S011459"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114750"|"AA00032"|""|331|1
"S012308"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114815"|"AA00032"|""|332|1
"S008153"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114834"|"AA00032"|""|333|1
"S012276"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714114841"|"AA00032"|""|334|1
"S009620"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115123"|"AA00032"|""|335|1
"S030625"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115143"|"AA00032"|""|336|1
"S012530"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115151"|"AA00032"|""|337|1
"S030476"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115200"|"AA00032"|""|338|1
"S009667"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115228"|"AA00032"|""|339|1
"S031152"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115326"|"AA00032"|""|340|1
"S012525"|"Y"|"WHG"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140828"|"0525"|"Consultant handle"|""|"20140828120416"|"AA00032"|"[19Aug14] chase
[16Aug14] chase
[5Aug14] req to whg/ frm host fam to sch on 29Aug"|343|1
"S004785"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115348"|"AA00032"|""|342|1
"S030367"|"N"|""|"Emirate EK383"|""|"Dubai T3"|"20140902"|"2310"|""|""|"20140828122817"|"AA00032"|""|324|1
"S030477"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115420"|"AA00032"|""|344|1
"S030302"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115442"|"AA00032"|""|345|1
"S030538"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115500"|"AA00032"|""|346|1
"S030865"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115507"|"AA00032"|""|347|1
"S012491"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115515"|"AA00032"|""|348|1
"S030367"|"Y"|"School"|"Emirate EK007"|""|"London Heathrow T3"|"20140903"|"0700"|"family acknowledged confirmation"|""|"20140828122822"|"AA00032"|"[15Aug14] travel form to sch
[12Aug14] sch asks to complete travel form
[4Aug14] req to sch"|324|2
"S011693"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115547"|"AA00032"|""|350|1
"S012475"|"N"|""|""|""|""|"20140714"|""|""|""|"20140714115556"|"AA00032"|""|351|1
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|"Consultant handle"|""|"20140828124103"|"AA00032"|""|309|1
"S030276"|"Y"|"WHG"|"Emirate EK1"|""|"London Heathrow T3"|"20140831"|"1215"|"Consultant handle"|""|"20140828124105"|"AA00032"|"[19Aug14] chase
[16Aug14] chase
[5Aug14] req to WHG, travel with 8956 Liam YUEN"|309|2
"S009525"|"Y"|"School"|"Cathay Pacific CX257"|"60"|"London Heathrow T3"|"20140910"|"1505"|"family acknowledged confirmation"|""|"20140819115500"|"AA00032"|"[19Aug14] p call n received email
[12Aug14] sch ask if stu can arrive at T5 at 1500
[11Aug14] ask sch to pick up, group pickup"|357|1
"S031848"|"Y"|"School"|"Cathay Pacific CX255"|"0"|"London Heathrow T3"|"20140902"|"0620"|"family acknowledged confirmation"|""|"20140819161027"|"AA00032"|"[19Aug14] will re contact no. later
[18Aug14] req to sch"|362|1
"S012343"|"Y"|"WHG"|"Aeroflot Russian Airlines SU2584"|"85"|"London Heathrow"|"20140902"|"2125"|"family acknowledged confirmation"|""|"20140820123911"|"AA00032"|"[16Aug14] chase
[8Aug14] req to WHG/ ask if the stu wants to go to the host family on arrival
[7Aug14] email ask if need pickup
[5Aug14] voicemail"|349|2
"S030856"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140902"|"0540"|"confirmation emailed family"|""|"20140820185941"|"AA00032"|"[18Aug14] req to sch"|363|1
"S030451"|"N"|""|"Cathay Pacific CX237"|""|"London Heathrow T3"|"20140831"|"0620"|""|""|"20140722164301"|"AA00032"|""|267|1
"S012618"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140830"|"0540"|"family acknowledged confirmation"|""|"20140818101348"|"AA00032"|"[15Aug14] req to sch
Travel alone, coach service"|231|1
"S030251"|"Y"|"School"|"British Airways BA28"|"45"|"London Heathrow T5"|"20140828"|"0535"|"family acknowledged confirmation"|""|"20140819102058"|"AA00032"|"[15Aug14] req to sch/ will back on 19"|359|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|"79"|"London Heathrow T3"|"20140831"|"0525"|"family acknowledged confirmation"|""|"20140816151752"|"AA00032"|"[5Aug14] confirmation frm sch/ will provide driver's details later"|353|1
"S030678"|"Y"|"School"|"Emirate EK0017"|"55"|"Manchester T1"|"20140831"|"1155"|"family acknowledged confirmation"|"share taxi if there are students going back at the same time"|"20140816151908"|"AA00032"|"[5Aug14] req to sch"|34|2
"S010986"|"Y"|"Quest"|"Cathay Pacific CX251"|"80+VAT"|"London Heathrow T3"|"20140901"|"0540"|"family acknowledged confirmation"|""|"20140816151944"|"AA00032"|"[7Aug14] ask abt the cost
[5Aug14] req to q
from airport to hotel:
Park Inn - 2 St. Mary's Street, Bedford MK42 0AR"|257|1
"S012035"|"Y"|"School"|"Cathay Pacific CX255"|"135"|"London Heathrow T3"|"20140910"|"0620"|"family acknowledged confirmation"|""|"20140816160500"|"AA00032"|"[4Aug14] req to sch"|354|1
"S031115"|"Y"|"School"|"British Airways BA28"|"15-20"|"London Heathrow T5"|"20140902"|"0535"|"family acknowledged confirmation"|"will be added to sch bill"|"20140816165845"|"AA00032"|"[5Aug14] will send us the driver's details once available
[4Aug14] req to sch"|141|1
"S011517"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140830"|"0535"|"family acknowledged confirmation"|""|"20140816170645"|"AA00032"|"[15Aug14] req to sch"|238|1
"S031310"|"N"|""|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140902"|"0540"|"itin received"|""|"20140815100420"|"AA00032"|"[5Aug14] will reply on friday to see if they join the coach
[1Aug14] asking Mrs Pang to cfm if they require transfer service for Jacob only or with family member, before sending the request to sch
will send later"|258|1
"S011347"|"N"|""|""|""|""|"20140711"|""|""|""|"20140808114656"|"AA00032"|"[7Aug14]email & voicemail"|24|1
"S011869"|"N"|""|"Cathay Pacific CX239"|""|"London Heathrow T3"|"20140827"|"1810"|"itin received"|""|"20140807153614"|"AA00032"|""|48|1
"S030736"|"N"|""|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20140828"|"0620"|"itin received"|""|"20140805165430"|"AA00032"|""|30|1
"S031243"|"N"|""|""|""|""|"20140712"|""|""|""|"20140805171508"|"AA00032"|"will send itin on 29July"|51|1
"S012637"|"Y"|"School"|""|""|""|"20140714"|""|"Family self-arrange"|""|"20140801104620"|"AA00003"|"[29Jul14] family sent request and received confirmation from sch direct
will send later 26July"|201|1
"S009822"|"N"|""|"Singapore Airlines SQ865"|""|"Singapore"|"20140829"|"2240"|"itin received"|""|"20140804102040"|"AA00032"|""|61|1
"S009822"|"N"|""|"Singapore Airlines SQ322"|""|"London Heathrow"|"20140830"|"0555"|"itin received"|""|"20140804102042"|"AA00032"|""|61|2
"S012619"|"N"|""|"British Airways BA26"|""|"London Heathrow T5"|"20140903"|"0455"|""|""|"20140804112346"|"AA00032"|"voicemail on 26July"|8|1
"S011666"|"N"|""|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140829"|""|""|""|"20140804112549"|"AA00032"|"voicemail on 26July"|103|1
"S031043"|"N"|""|""|""|""|"20140714"|""|""|""|"20140804163133"|"AA00032"|"voicemail on 4Aug"|276|1
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154752"|"AA00003"|""|371|1
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154753"|"AA00003"|""|371|2
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154753"|"AA00003"|""|371|3
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154754"|"AA00003"|""|371|4
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154754"|"AA00003"|""|371|5
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154755"|"AA00003"|""|371|6
"S012209"|"N"|""|""|""|""|"20140711"|""|""|""|"20140726151732"|"AA00032"|""|26|1
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154755"|"AA00003"|""|371|7
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154755"|"AA00003"|""|371|8
"S006369"|"N"|""|""|""|""|"20150328"|""|""|""|"20150328154756"|"AA00003"|""|371|9
"S012517"|"N"|""|""|""|""|"20140712"|""|""|""|"20140726152857"|"AA00032"|""|45|1
"S031341"|"N"|""|""|""|""|"20140712"|""|""|""|"20140726153242"|"AA00032"|""|55|1
"S030622"|"N"|""|""|""|""|"20140712"|""|""|""|"20140726153738"|"AA00032"|""|66|1
"S031337"|"N"|""|""|""|""|"20140712"|""|""|""|"20140726154456"|"AA00032"|""|111|1
"S006369"|"N"|""|"Emirate"|""|"Dubai"|"20150830"|"0700"|""|""|"20150328155134"|"AA00003"|""|372|1
"S006369"|"Y"|""|"Emirate"|""|"London Heathrow T3"|"20150830"|"1030"|""|""|"20150328155137"|"AA00003"|""|372|2
"S031400"|"N"|""|""|""|""|"20140712"|""|""|""|"20140726155453"|"AA00032"|"voicemail on 26July"|169|1
"S031070"|"N"|""|""|""|""|"20140714"|""|""|""|"20140726161028"|"AA00032"|"voicemail on 26July"|243|1
"S031127"|"N"|""|""|""|""|"20140714"|""|""|""|"20140726162013"|"AA00032"|""|341|1
"S031158"|"N"|""|"British Airways BA28"|""|"London Heathrow T5"|"20140830"|"0535"|""|""|"20140726163617"|"AA00032"|""|165|1
"S032419"|"N"|""|""|""|""|"20150722"|""|"Family self-arrange"|"Appointed Guardian: 
Sheila Barnes
017320355631
07713409499"|"20150722153852"|"AA00032"|""|445|1
"S033992"|"Y"|""|"British Airways BA32"|""|"London Heathrow T5"|"20160828"|"04:50"|""|""|"20160727152428"|"AA00065"|"Student will travel alone"|466|1
"S006369"|"Y"|""|"British Airways"|""|"Manchester T3"|"20150901"|"1000"|""|""|"20150811151728"|"AA00065"|""|450|2
"S006369"|"Y"|""|"British Airways"|""|"Manchester T1"|"20150613"|""|""|""|"20150613124243"|"AA00003"|""|373|2
"S006369"|"N"|""|"British Airways"|""|"London Heathrow T5"|"20150613"|""|"request made"|""|"20150613124334"|"AA00003"|"join UM"|373|1
"S034770"|"Y"|""|"Cathay Pacific CX 357"|""|"Manchester T2"|"20170417"|"0650"|""|""|"20170216112540"|"AA00066"|"Unaccompanied Minor Assistance confirmed"|475|1
"S006369"|"N"|""|"British Airways"|"500"|"London Heathrow T5"|"20150901"|"0525"|"confirmation emailed family"|"TESTING"|"20150814101804"|"AA00065"|"will change flight"|450|1
"S006369"|"Y"|"WHG"|"Cathay Pacific"|""|"England"|"20150905"|"1000"|"itin received"|"swqwdq"|"20150703110923"|""|"Remark"|374|2
"S035100"|"Y"|""|"CX 255"|""|"London Heathrow T3"|"20170904"|"0620"|""|""|"20170722144306"|"AA00072"|""|477|1
"S031673"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130616"|"AA00032"|""|412|1
"S035551"|"Y"|""|""|""|""|"20180817"|""|""|""|"20180817145540"|"AA00080"|"P contacts with school and Mrs Neale will handle it"|491|1
"S032774"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130633"|"AA00032"|""|413|1
"S006369"|"N"|""|""|""|""|"20150703"|""|""|""|"20150703112410"|""|""|375|2
"S032554"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130647"|"AA00032"|""|414|1
"S031335"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20150905"|"0535"|"sch/guardian cfm booking will be made"|""|"20150811183759"|"AA00064"|""|451|1
"S035399"|"Y"|"WHG"|"Emirate"|"Taxi: £228 + Host family: 225"|"London Heathrow T3"|"20180830"|"14:25"|"confirmation emailed family"|"Pickup Person: Mr Ken WILLIAMS from Wings Airport Transfer
Contact No: + 44 (0) 7770 807408 (Ken's mobile) / + 44 (0) 1785 716666 (Wings office number)
Meeting Point: Virgin Limo Desk (Heathrow T3) 
Cost:  £180 plus VAT (£36) plus parking fee (probably £11.20)
Payment method: Added to the bill

Remarks:
 Angus cannot return to the school until 4/9, so he has to stay with host family during 30/8 - 4/9
The Host Family: Mr and Mrs Tomlinson, 2 Highlands, Stafford, ST17 9RE and Mrs Tomlinson’s mobile number is +44 (0) 7884 341 700.
cost:  £61 for the first night then £41 for each subsequent night, including all meals.
Ruth will take Angus to the school on 4th SEP"|"20180818102142"|"AA00080"|"EK029
Angus will travel alone"|489|1
"S031981"|"N"|""|"Air France AF1680"|""|"London Heathrow T4"|"20150726"|"0750"|"sch/guardian cfm booking will be made"|"Mr Paul Fletcher
07846188651
College contact number: 02920493121"|"20150722154456"|"AA00032"|"School's organised 
26.July.2015
Heathrow T3
9am"|446|1
"S032006"|"Y"|"School"|""|""|""|"20150714"|""|"sch/guardian cfm booking will be made"|""|"20150714130707"|"AA00032"|""|418|1
"S030555"|"Y"|"School"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20150828"|"0620"|"sch/guardian cfm booking will be made"|""|"20150722153450"|"AA00032"|""|444|1
"S034239"|"Y"|"School"|"Virgin Atlantic VS207"|""|"London Heathrow T3"|"20160831"|"0530"|"details confirmed"|"a place has been reserved on the school transfer service for Cheuk Lam Rachel from London Heathrow Terminal 3 on 31 August and the emergency contact details will be confirmed shortly"|"20160824174658"|"AA00066"|""|467|1
"S033040"|"Y"|""|"BA 32 + BA1382"|""|"Manchester T2"|"20170904"|"0745"|""|""|"20170722152449"|"AA00072"|""|478|1
